obstereo	obEZ	Structure of obSMILES [idcode]	obSMILES	obInChi	obInChiKey	dwSmiles	diff_smiles	dwInChI	diff_InChi	dwInChI-Key	diff_InChiKey	
1	0	facHq@AFCgbgI[tDP`HRYWmm[nubTijZZfijYay@@	Clc1sc(cc1)C(=O)NC(=O)CNC(=O)[C@H](N)C(=O)NCC(=O)O	InChI=1S/C12H13ClN4O6S/c13-6-2-1-5(24-6)10(21)17-7(18)3-15-11(22)9(14)12(23)16-4-8(19)20/h1-2,9H,3-4,14H2,(H,15,22)(H,16,23)(H,19,20)(H,17,18,21)/t9-/m0/s1	MJATVJWWGLVVEZ-VIFPVBQESA-N	N[C@@H](C(NCC(NC(c([s]1)ccc1Cl)=O)=O)=O)C(NCC(O)=O)=O	0	InChI=1S/C12H13ClN4O6S/c13-6-2-1-5(24-6)10(21)17-7(18)3-15-11(22)9(14)12(23)16-4-8(19)20/h1-2,9H,3-4,14H2,(H,15,22)(H,16,23)(H,19,20)(H,17,18,21)/t9-/m0/s1	1	MJATVJWWGLVVEZ-VIFPVBQESA-N	1	
1	0	fmo`p@H`PsPyyEMEEhdmDdhXeDJUgQKu[PPEUUHPLCDCP@	O=C(O)c1c(O)c2c(c(c1)O)[C@@H](c1c(C2)c2c(C(=O)O)cccc2[nH]1)C=C	InChI=1S/C20H15NO6/c1-2-8-16-11(18(23)12(20(26)27)7-14(16)22)6-10-15-9(19(24)25)4-3-5-13(15)21-17(8)10/h2-5,7-8,21-23H,1,6H2,(H,24,25)(H,26,27)/t8-/m0/s1	HSWQDBBMRHEEHB-QMMMGPOBSA-N	C=C[C@H](c([nH]c1ccc2)c(C3)c1c2C(O)=O)c(c(O)c1)c3c(O)c1C(O)=O	0	InChI=1S/C20H15NO6/c1-2-8-16-11(18(23)12(20(26)27)7-14(16)22)6-10-15-9(19(24)25)4-3-5-13(15)21-17(8)10/h2-5,7-8,21-23H,1,6H2,(H,24,25)(H,26,27)/t8-/m0/s1	1	HSWQDBBMRHEEHB-QMMMGPOBSA-N	1	
0	0	fncQP@FF@b`mIMmmmlkZqSUkTttt@@@@@@	O=C(O)CC(=O)NC(=O)CC(=O)Nc1cc2c(cc1)cccc2	InChI=1S/C16H14N2O5/c19-13(8-14(20)18-15(21)9-16(22)23)17-12-6-5-10-3-1-2-4-11(10)7-12/h1-7H,8-9H2,(H,17,19)(H,22,23)(H,18,20,21)	LLPBBGCRKHDXOW-UHFFFAOYSA-N	OC(CC(NC(CC(Nc1cc2ccccc2cc1)=O)=O)=O)=O	0	InChI=1S/C16H14N2O5/c19-13(8-14(20)18-15(21)9-16(22)23)17-12-6-5-10-3-1-2-4-11(10)7-12/h1-7H,8-9H2,(H,17,19)(H,22,23)(H,18,20,21)	1	LLPBBGCRKHDXOW-UHFFFAOYSA-N	1	
2	0	fcw@J@NN}FkYkADYEEDhhmDdd\hlhfJdZhFBbjjfijDPbd@	Cl[C@H]1c2c(O)c(c(c(c2[C@H](C(=C1)CCC(=O)OCC)O)O)O)CCCC(=O)O	InChI=1S/C19H23ClO8/c1-2-28-13(23)7-6-9-8-11(20)14-15(16(9)24)19(27)18(26)10(17(14)25)4-3-5-12(21)22/h8,11,16,24-27H,2-7H2,1H3,(H,21,22)/t11-,16+/m1/s1	YAFBFJZVAKYPMC-BZNIZROVSA-N	CCOC(CCC([C@@H](c(c1c(c(CCCC(O)=O)c2O)O)c2O)O)=C[C@H]1Cl)=O	0	InChI=1S/C19H23ClO8/c1-2-28-13(23)7-6-9-8-11(20)14-15(16(9)24)19(27)18(26)10(17(14)25)4-3-5-12(21)22/h8,11,16,24-27H,2-7H2,1H3,(H,21,22)/t11-,16-/m1/s1	0	YAFBFJZVAKYPMC-BDJLRTHQSA-N	0	
3	0	fegPp@KM@cMQsrJZJIQYIIISZFBUhtTmTBPUUMTtNLQTJ`@	O=C(O)[C@H]1c2c(cc3c(c2)CC=C(C3)O)[C@@H](C=C1)NC(=O)[C@H](N)C(=O)O	InChI=1S/C18H18N2O6/c19-15(18(25)26)16(22)20-14-4-3-11(17(23)24)12-6-8-1-2-10(21)5-9(8)7-13(12)14/h2-4,6-7,11,14-15,21H,1,5,19H2,(H,20,22)(H,23,24)(H,25,26)/t11-,14-,15+/m1/s1	UPCSWPBFCLJGKO-DFBGVHRSSA-N	N[C@@H](C(N[C@H](C=C[C@H]1C(O)=O)c2c1cc(CC=C(C1)O)c1c2)=O)C(O)=O	0	InChI=1S/C18H18N2O6/c19-15(18(25)26)16(22)20-14-4-3-11(17(23)24)12-6-8-1-2-10(21)5-9(8)7-13(12)14/h2-4,6-7,11,14-15,21H,1,5,19H2,(H,20,22)(H,23,24)(H,25,26)/t11-,14+,15+/m1/s1	0	UPCSWPBFCLJGKO-UGFHNGPFSA-N	0	
0	0	fbm```NIrBHtD^d@rFQQQJI[SZPq`nRtZ@bFfjfJ@@	Clc1c2c([nH]cc2)c2c(c1)c(c(s2)C(F)(F)C(=O)O)C	InChI=1S/C13H8ClF2NO2S/c1-5-7-4-8(14)6-2-3-17-9(6)10(7)20-11(5)13(15,16)12(18)19/h2-4,17H,1H3,(H,18,19)	BJQWTPZGNBCBHD-UHFFFAOYSA-N	Cc(c1c2)c(C(C(O)=O)(F)F)[s]c1c1[nH]ccc1c2Cl	0	InChI=1S/C13H8ClF2NO2S/c1-5-7-4-8(14)6-2-3-17-9(6)10(7)20-11(5)13(15,16)12(18)19/h2-4,17H,1H3,(H,18,19)	1	BJQWTPZGNBCBHD-UHFFFAOYSA-N	1	
1	0	fegQ@@NUAdbbbbbbbVTQrndFvR}hJ``ZHcbbHHP@	O(c1c(NC#N)cccc1CCCCC)[C@@H]1c2c(cccc2)CC=C1C	InChI=1S/C23H26N2O/c1-3-4-5-10-19-11-8-13-21(25-16-24)23(19)26-22-17(2)14-15-18-9-6-7-12-20(18)22/h6-9,11-14,22,25H,3-5,10,15H2,1-2H3/t22-/m0/s1	SQQOHICRXHLCDA-QFIPXVFZSA-N	CCCCCc1cccc(NC#N)c1O[C@@H](C(C)=CC1)c2c1cccc2	0	InChI=1S/C23H26N2O/c1-3-4-5-10-19-11-8-13-21(25-16-24)23(19)26-22-17(2)14-15-18-9-6-7-12-20(18)22/h6-9,11-14,22,25H,3-5,10,15H2,1-2H3/t22-/m0/s1	1	SQQOHICRXHLCDA-QFIPXVFZSA-N	1	
3	0	el^TJH@LOhDNHTP@cIIKEElhdhUEMDhieEIEO@iek`WoehHB@Bj@`jjXAlDdLmd@@	S(=O)(=O)(N)c1c(O)cc(cc1)c1cc(ccc1)C[C@H](c1c2c3c(cc1)CN[C@@H]3C=C[C@H]2C(=O)O)C	InChI=1S/C27H26N2O5S/c1-15(20-7-5-19-14-29-22-9-8-21(27(31)32)26(20)25(19)22)11-16-3-2-4-17(12-16)18-6-10-24(23(30)13-18)35(28,33)34/h2-10,12-13,15,21-22,29-30H,11,14H2,1H3,(H,31,32)(H2,28,33,34)/t15-,21-,22-/m1/s1	VBFYTJMBAZNOTG-UJUVCNOISA-N	C[C@H](Cc1cccc(-c(cc2)cc(O)c2S(N)(=O)=O)c1)c1c([C@@H](C=C[C@H]2NC3)C(O)=O)c2c3cc1	0	InChI=1S/C27H26N2O5S/c1-15(20-7-5-19-14-29-22-9-8-21(27(31)32)26(20)25(19)22)11-16-3-2-4-17(12-16)18-6-10-24(23(30)13-18)35(28,33)34/h2-10,12-13,15,21-22,29-30H,11,14H2,1H3,(H,31,32)(H2,28,33,34)/t15-,21-,22-/m1/s1	1	VBFYTJMBAZNOTG-UJUVCNOISA-N	1	
1	0	feg@P@@HUgHidhheEhheDke[pRcfuUA@@UEU@ph`@	O=C(O)CC[C@H](c1c2c(c(O)c3c(c2C)CC=CC3)c(c(c1)C)C)CO	InChI=1S/C22H26O4/c1-12-10-18(15(11-23)8-9-19(24)25)20-14(3)16-6-4-5-7-17(16)22(26)21(20)13(12)2/h4-5,10,15,23,26H,6-9,11H2,1-3H3,(H,24,25)/t15-/m0/s1	LDCKLMIPKZBJPN-HNNXBMFYSA-N	Cc(cc([C@@H](CCC(O)=O)CO)c1c(C)c2c3CC=CC2)c(C)c1c3O	0	InChI=1S/C22H26O4/c1-12-10-18(15(11-23)8-9-19(24)25)20-14(3)16-6-4-5-7-17(16)22(26)21(20)13(12)2/h4-5,10,15,23,26H,6-9,11H2,1-3H3,(H,24,25)/t15-/m0/s1	1	LDCKLMIPKZBJPN-HNNXBMFYSA-N	1	
1	0	elRRE@@LGDk`DFAKHmchT\bbRbftTTVTRRbLReTjFV~ZifjXJ@hAjI``dP@	O=C(OC(=O)CC(=O)NNC(=O)O)NC(=O)[C@H](c1c2c(c(cc1)NC)c(C(=O)O)ccc2)COC	InChI=1S/C21H22N4O10/c1-22-14-7-6-10(11-4-3-5-12(17(11)14)19(29)30)13(9-34-2)18(28)23-21(33)35-16(27)8-15(26)24-25-20(31)32/h3-7,13,22,25H,8-9H2,1-2H3,(H,24,26)(H,29,30)(H,31,32)(H,23,28,33)/t13-/m0/s1	MPAUZQLMKGHZBV-ZDUSSCGKSA-N	CNc1ccc([C@H](COC)C(NC(OC(CC(NNC(O)=O)=O)=O)=O)=O)c2cccc(C(O)=O)c12	0	InChI=1S/C21H22N4O10/c1-22-14-7-6-10(11-4-3-5-12(17(11)14)19(29)30)13(9-34-2)18(28)23-21(33)35-16(27)8-15(26)24-25-20(31)32/h3-7,13,22,25H,8-9H2,1-2H3,(H,24,26)(H,29,30)(H,31,32)(H,23,28,33)/t13-/m0/s1	1	MPAUZQLMKGHZBV-ZDUSSCGKSA-N	1	
1	1	ek`\DH@BMIoD`HcHhhheDeEEdmdd\eKMCHjbnj`XBP``Hid```dDr@	Cl[C@@H](c1nc2c(c3c1c(O)cc(c3)N)ccc(c2)/C=C\C=C)c1c[nH]c(c1)OC	InChI=1S/C23H20ClN3O2/c1-3-4-5-13-6-7-16-17-10-15(25)11-19(28)21(17)23(27-18(16)8-13)22(24)14-9-20(29-2)26-12-14/h3-12,22,26,28H,1,25H2,2H3/b5-4-/t22-/m1/s1	JHTKJLVGAKWCNK-QATSOJGNSA-N	COc1cc([C@H](c2nc3cc(/C=C\C=C)ccc3c3cc(N)cc(O)c23)Cl)c[nH]1	0	InChI=1S/C23H20ClN3O2/c1-3-4-5-13-6-7-16-17-10-15(25)11-19(28)21(17)23(27-18(16)8-13)22(24)14-9-20(29-2)26-12-14/h3-12,22,26,28H,1,25H2,2H3/t22-/m1/s1	0	JHTKJLVGAKWCNK-JOCHJYFZSA-N	0	
0	1	fjm@b@DTAbIL}sKOznkN}SL@@AMP@`E@	BrC(=C)OC(=O)c1c2c(ccc(c2)/C=C\CCC)ccc1	InChI=1S/C18H17BrO2/c1-3-4-5-7-14-10-11-15-8-6-9-16(17(15)12-14)18(20)21-13(2)19/h5-12H,2-4H2,1H3/b7-5-	NLRFCWAPAKHKJF-ALCCZGGFSA-N	CCC/C=C\c1ccc(cccc2C(OC(Br)=C)=O)c2c1	0	InChI=1S/C18H17BrO2/c1-3-4-5-7-14-10-11-15-8-6-9-16(17(15)12-14)18(20)21-13(2)19/h5-12H,2-4H2,1H3	0	NLRFCWAPAKHKJF-UHFFFAOYSA-N	0	
1	1	fbe`P@F@QENQSQQIEQIJHRf``biihaiPl`	O=C(O)c1c(NC)cc(cc1)[C@H](/C=C\CC)CC(=O)O	InChI=1S/C15H19NO4/c1-3-4-5-10(9-14(17)18)11-6-7-12(15(19)20)13(8-11)16-2/h4-8,10,16H,3,9H2,1-2H3,(H,17,18)(H,19,20)/b5-4-/t10-/m1/s1	LCAUQKQEDMOPRY-UMCURTJPSA-N	CC/C=C\[C@H](CC(O)=O)c(cc1)cc(NC)c1C(O)=O	0	InChI=1S/C15H19NO4/c1-3-4-5-10(9-14(17)18)11-6-7-12(15(19)20)13(8-11)16-2/h4-8,10,16H,3,9H2,1-2H3,(H,17,18)(H,19,20)/b5-4-/t10-/m1/s1	1	LCAUQKQEDMOPRY-UMCURTJPSA-N	1	
0	0	ff}@H@@HYyNRurJZJKQIIQJFBeXKPPAAQLp@@@	O=C(O)c1c(O)c2c(c(c1)CC(=O)O)c(O)cc(c2)C(=O)O	InChI=1S/C14H10O8/c15-9-3-6(13(19)20)2-7-11(9)5(4-10(16)17)1-8(12(7)18)14(21)22/h1-3,15,18H,4H2,(H,16,17)(H,19,20)(H,21,22)	BUWACAQWPUCHQQ-UHFFFAOYSA-N	OC(Cc(c(c1cc(C(O)=O)c2)c2O)cc(C(O)=O)c1O)=O	0	InChI=1S/C14H10O8/c15-9-3-6(13(19)20)2-7-11(9)5(4-10(16)17)1-8(12(7)18)14(21)22/h1-3,15,18H,4H2,(H,16,17)(H,19,20)(H,21,22)	1	BUWACAQWPUCHQQ-UHFFFAOYSA-N	1	
2	2	eo`XB@@D@FO@lbfbrbbTRTvbrafRZzn^ZZfjj`bB`@AAQUICAx`	O=C(N)/C(=C\O/C(=C(/[C@H](c1c(cccc1)[C@H](c1ccccc1)C)C)\COC)/CCO)/C	InChI=1S/C26H33NO4/c1-18(26(27)29)16-31-25(14-15-28)24(17-30-4)20(3)23-13-9-8-12-22(23)19(2)21-10-6-5-7-11-21/h5-13,16,19-20,28H,14-15,17H2,1-4H3,(H2,27,29)/b18-16-,25-24+/t19-,20-/m0/s1	RATAQQUKPZOMBB-FPNRZGPKSA-N	C[C@H](/C(/COC)=C(\CCO)/O/C=C(/C)\C(N)=O)c1c([C@@H](C)c2ccccc2)cccc1	0	InChI=1S/C26H33NO4/c1-18(26(27)29)16-31-25(14-15-28)24(17-30-4)20(3)23-13-9-8-12-22(23)19(2)21-10-6-5-7-11-21/h5-13,16,19-20,28H,14-15,17H2,1-4H3,(H2,27,29)/t19-,20-/m0/s1	0	RATAQQUKPZOMBB-PMACEKPBSA-N	0	
0	0	ekhXJ@@K@DNABlbbRTTJTrRRbRrRL\|BrjzFvNZjX@b`Hj@@@@@@	O=C(OCc1cc2[nH]c3c(c2cc1)c1oc2c(c1c(c3)C)cccc2)CC(=O)O	InChI=1S/C23H17NO5/c1-12-8-17-22(23-21(12)15-4-2-3-5-18(15)29-23)14-7-6-13(9-16(14)24-17)11-28-20(27)10-19(25)26/h2-9,24H,10-11H2,1H3,(H,25,26)	RDDDYPNUNGRBLV-UHFFFAOYSA-N	Cc1cc([nH]c2c3ccc(COC(CC(O)=O)=O)c2)c3c2c1c(cccc1)c1[o]2	0	InChI=1S/C23H17NO5/c1-12-8-17-22(23-21(12)15-4-2-3-5-18(15)29-23)14-7-6-13(9-16(14)24-17)11-28-20(27)10-19(25)26/h2-9,24H,10-11H2,1H3,(H,25,26)	1	RDDDYPNUNGRBLV-UHFFFAOYSA-N	1	
0	2	fdi`b@KLBBPRYV^yW{NiZhBBh@aCb@	F/C(=C\CC)/C=C(/O)\c1c(cc(nc1)OC)CC	InChI=1S/C14H18FNO2/c1-4-6-11(15)8-13(17)12-9-16-14(18-3)7-10(12)5-2/h6-9,17H,4-5H2,1-3H3/b11-6-,13-8+	CXLHSVUSYGIVAO-DBPBRXMJSA-N	CC/C=C(/C=C(\c(cn1)c(CC)cc1OC)/O)\F	0	InChI=1S/C14H18FNO2/c1-4-6-11(15)8-13(17)12-9-16-14(18-3)7-10(12)5-2/h6-9,17H,4-5H2,1-3H3	0	CXLHSVUSYGIVAO-UHFFFAOYSA-N	0	
0	3	fdy``@E@ldsKNnzlxkTAALtsDC@jsz@	Oc1c(c2c(cc1)[nH]c(c2)O)/C=C/C=C\C=C\C	InChI=1S/C15H15NO2/c1-2-3-4-5-6-7-11-12-10-15(18)16-13(12)8-9-14(11)17/h2-10,16-18H,1H3/b3-2+,5-4-,7-6+	UFEMNNUDQASBAA-PJDHVWAZSA-N	C/C=C/C=C\C=C\c(c1c(cc2)[nH]c(O)c1)c2O	0	InChI=1S/C15H15NO2/c1-2-3-4-5-6-7-11-12-10-15(18)16-13(12)8-9-14(11)17/h2-10,16-18H,1H3	0	UFEMNNUDQASBAA-UHFFFAOYSA-N	0	
0	0	figAb@I]FBHrJIIIQHqQJI[RcEZbdkYj```@@a`@@@	ClC1=CCc2c(C1)c(Oc1c3c(cc(c1)C(=O)O)cccc3)ccc2	InChI=1S/C21H15ClO3/c22-16-9-8-13-5-3-7-19(18(13)12-16)25-20-11-15(21(23)24)10-14-4-1-2-6-17(14)20/h1-7,9-11H,8,12H2,(H,23,24)	KSSOSHBBQMZCPH-UHFFFAOYSA-N	OC(c1cc2ccccc2c(Oc2cccc3c2CC(Cl)=CC3)c1)=O	0	InChI=1S/C21H15ClO3/c22-16-9-8-13-5-3-7-19(18(13)12-16)25-20-11-15(21(23)24)10-14-4-1-2-6-17(14)20/h1-7,9-11H,8,12H2,(H,23,24)	1	KSSOSHBBQMZCPH-UHFFFAOYSA-N	1	
0	0	fdyaP@K@Pht\bfTTRbeRtmN|u@QDuP`@@	O=C(O)Cc1c(c(O)ccc1)c1oc(cn1)CO	InChI=1S/C12H11NO5/c14-6-8-5-13-12(18-8)11-7(4-10(16)17)2-1-3-9(11)15/h1-3,5,14-15H,4,6H2,(H,16,17)	YRTYDIDAYKCXEM-UHFFFAOYSA-N	OCc1cnc(-c2c(CC(O)=O)cccc2O)[o]1	0	InChI=1S/C12H11NO5/c14-6-8-5-13-12(18-8)11-7(4-10(16)17)2-1-3-9(11)15/h1-3,5,14-15H,4,6H2,(H,16,17)	1	YRTYDIDAYKCXEM-UHFFFAOYSA-N	1	
1	0	fj}aP@F@QxL\bfbbRbRtTQEjRdyZBBbijhZEh@	O=C(O)c1c2[nH]c3c(c2cc(c1)C(=O)O)CCC[C@@H]3OC	InChI=1S/C15H15NO5/c1-21-11-4-2-3-8-9-5-7(14(17)18)6-10(15(19)20)12(9)16-13(8)11/h5-6,11,16H,2-4H2,1H3,(H,17,18)(H,19,20)/t11-/m0/s1	KGXLHNBCZJNUAI-NSHDSACASA-N	CO[C@@H](CCC1)c2c1c1cc(C(O)=O)cc(C(O)=O)c1[nH]2	0	InChI=1S/C15H15NO5/c1-21-11-4-2-3-8-9-5-7(14(17)18)6-10(15(19)20)12(9)16-13(8)11/h5-6,11,16H,2-4H2,1H3,(H,17,18)(H,19,20)/t11-/m0/s1	1	KGXLHNBCZJNUAI-NSHDSACASA-N	1	
1	2	elRPN@@@DONkhT\bfbRbRTTtRtRNdTUtLBjzZZ`PjIijjjib`fRFEH`	O=C(O)/C(=C/c1cc(OC)ccc1)/C/C=C(\c1c(coc1)C[C@H](O)CC(=O)O)/CCC(CC)(C)C	InChI=1S/C28H36O7/c1-5-28(2,3)12-11-20(25-18-35-17-22(25)15-23(29)16-26(30)31)9-10-21(27(32)33)13-19-7-6-8-24(14-19)34-4/h6-9,13-14,17-18,23,29H,5,10-12,15-16H2,1-4H3,(H,30,31)(H,32,33)/b20-9-,21-13+/t23-/m0/s1	QRRCBBRGEOIPML-VUNNQLOQSA-N	CCC(C)(C)CC/C(/c1c[o]cc1C[C@@H](CC(O)=O)O)=C/C/C(/C(O)=O)=C\c1cc(OC)ccc1	0	InChI=1S/C28H36O7/c1-5-28(2,3)12-11-20(25-18-35-17-22(25)15-23(29)16-26(30)31)9-10-21(27(32)33)13-19-7-6-8-24(14-19)34-4/h6-9,13-14,17-18,23,29H,5,10-12,15-16H2,1-4H3,(H,30,31)(H,32,33)/t23-/m0/s1	0	QRRCBBRGEOIPML-QHCPKHFHSA-N	0	
2	0	fkPp@CI@cK]grJYQQJJISIIHeIRVk^bejhHhbjjjfaPRR`@	O=C(O)C[C@H]1c2c(c(c(c3c2[nH]c(n3)O)CCCCC(=O)O)CC)C[C@H](C1)CO	InChI=1S/C21H28N2O6/c1-2-13-14(5-3-4-6-16(25)26)19-20(23-21(29)22-19)18-12(9-17(27)28)7-11(10-24)8-15(13)18/h11-12,24H,2-10H2,1H3,(H,25,26)(H,27,28)(H2,22,23,29)/t11-,12-/m0/s1	UFWUJGPJSPWELB-RYUDHWBXSA-N	CCc(c1c2[C@H](CC(O)=O)C[C@H](CO)C1)c(CCCCC(O)=O)c1c2[nH]c(O)n1	0	InChI=1S/C21H28N2O6/c1-2-13-14(5-3-4-6-16(25)26)19-20(23-21(29)22-19)18-12(9-17(27)28)7-11(10-24)8-15(13)18/h11-12,24H,2-10H2,1H3,(H,25,26)(H,27,28)(H2,22,23,29)/t11-,12+/m1/s1	0	UFWUJGPJSPWELB-NEPJUHHUSA-N	0	
1	0	eol\J@HJAK@IC@iaIrQIIIJZJFIKSIPjK@acbsqHhYZejijBB@BJfXHMh@@	o1cc2c(c1)c(c([nH]2)O)[n+]1c(O)[nH]c2c1c(Oc1cc(O)c(cc1)[C@@H](C=C)C)ccc2	InChI=1S/C23H19N3O5/c1-3-12(2)14-8-7-13(9-18(14)27)31-19-6-4-5-16-21(19)26(23(29)25-16)20-15-10-30-11-17(15)24-22(20)28/h3-12,24H,1H2,2H3,(H3,25,27,28,29)/p+1/t12-/m1/s1	NSCBFUVZAIPCQR-GFCCVEGCSA-O	C[C@H](C=C)c(ccc(Oc(cccc1[nH]2)c1[n+](-c(c1c[o]cc1[nH]1)c1O)c2O)c1)c1O	0	InChI=1S/C23H19N3O5/c1-3-12(2)14-8-7-13(9-18(14)27)31-19-6-4-5-16-21(19)26(23(29)25-16)20-15-10-30-11-17(15)24-22(20)28/h3-12,24H,1H2,2H3,(H3,25,27,28,29)/p+1/t12-/m1/s1	1	NSCBFUVZAIPCQR-GFCCVEGCSA-O	1	
0	1	fmwaP@L@QiNTfvUmv[gyTTmFfmj@BfZfh@B@Pl`	O=C(O)Nc1cc2c(cc1)oc(c2)/C(=C(\C(=O)Oc1ccccc1)/CC)/C	InChI=1S/C21H19NO5/c1-3-17(20(23)26-16-7-5-4-6-8-16)13(2)19-12-14-11-15(22-21(24)25)9-10-18(14)27-19/h4-12,22H,3H2,1-2H3,(H,24,25)/b17-13-	CBCJGNGFVJBYDQ-LGMDPLHJSA-N	CC/C(/C(Oc1ccccc1)=O)=C(\C)/c1cc(cc(cc2)NC(O)=O)c2[o]1	0	InChI=1S/C21H19NO5/c1-3-17(20(23)26-16-7-5-4-6-8-16)13(2)19-12-14-11-15(22-21(24)25)9-10-18(14)27-19/h4-12,22H,3H2,1-2H3,(H,24,25)	0	CBCJGNGFVJBYDQ-UHFFFAOYSA-N	0	
2	0	fc@``E{AbLBGRGiCHhhhhddedXddmirRkZLt]PRQQUAADtHbDd`@	Br[C@H]1c2c(cc(c(c2)F)CCCC(=O)O)[C@H](c2c1scc2c1ccccc1)F	InChI=1S/C22H17BrF2O2S/c23-20-14-10-17(24)13(7-4-8-18(26)27)9-15(14)21(25)19-16(11-28-22(19)20)12-5-2-1-3-6-12/h1-3,5-6,9-11,20-21H,4,7-8H2,(H,26,27)/t20-,21+/m0/s1	MYHHUISUQGUKSL-LEWJYISDSA-N	OC(CCCc1cc([C@H](c2c([C@H]3Br)[s]cc2-c2ccccc2)F)c3cc1F)=O	0	InChI=1S/C22H17BrF2O2S/c23-20-14-10-17(24)13(7-4-8-18(26)27)9-15(14)21(25)19-16(11-28-22(19)20)12-5-2-1-3-6-12/h1-3,5-6,9-11,20-21H,4,7-8H2,(H,26,27)/t20-,21-/m0/s1	0	MYHHUISUQGUKSL-SFTDATJTSA-N	0	
0	0	fmw`p@K@PsLuyEMEELehddhhXXIQgIjtD@AA@qRp@@@	O=C(O)c1c(O)ccc2c1cc1c(c2NC(=O)C(=C)C(=O)O)c(ccc1)C	InChI=1S/C20H15NO6/c1-9-4-3-5-11-8-13-12(6-7-14(22)16(13)20(26)27)17(15(9)11)21-18(23)10(2)19(24)25/h3-8,22H,2H2,1H3,(H,21,23)(H,24,25)(H,26,27)	HDRFFHXPBWKYGG-UHFFFAOYSA-N	Cc1c2c(NC(C(C(O)=O)=C)=O)c(ccc(O)c3C(O)=O)c3cc2ccc1	0	InChI=1S/C20H15NO6/c1-9-4-3-5-11-8-13-12(6-7-14(22)16(13)20(26)27)17(15(9)11)21-18(23)10(2)19(24)25/h3-8,22H,2H2,1H3,(H,21,23)(H,24,25)(H,26,27)	1	HDRFFHXPBWKYGG-UHFFFAOYSA-N	1	
2	1	facq`@DJ|CI\bfbRabRRtTVwAM@ATuUMTHe@rFd	O=C(N)c1cc(ccc1)[C@@H](/N=C\C[C@@H](C(=O)OCC)CC)CCN	InChI=1S/C18H27N3O3/c1-3-13(18(23)24-4-2)9-11-21-16(8-10-19)14-6-5-7-15(12-14)17(20)22/h5-7,11-13,16H,3-4,8-10,19H2,1-2H3,(H2,20,22)/b21-11-/t13-,16-/m0/s1	JSEREVULYPNIMX-RZOIHLSQSA-N	CC[C@@H](C/C=N\[C@@H](CCN)c1cccc(C(N)=O)c1)C(OCC)=O	0	InChI=1S/C18H27N3O3/c1-3-13(18(23)24-4-2)9-11-21-16(8-10-19)14-6-5-7-15(12-14)17(20)22/h5-7,11-13,16H,3-4,8-10,19H2,1-2H3,(H2,20,22)/t13-,16-/m0/s1	0	JSEREVULYPNIMX-BBRMVZONSA-N	0	
1	0	fde@`@@HR[fV_UQJt[pVjAHJjaaa@@	O=C(O)[C@@H]1c2c(cc3c(c2)CC(=CC3)C)CC=C1	InChI=1S/C16H16O2/c1-10-5-6-11-8-12-3-2-4-14(16(17)18)15(12)9-13(11)7-10/h2,4-5,8-9,14H,3,6-7H2,1H3,(H,17,18)/t14-/m0/s1	NDLNEGKQHJRHLN-AWEZNQCLSA-N	CC1=CCc2cc(CC=C[C@@H]3C(O)=O)c3cc2C1	0	InChI=1S/C16H16O2/c1-10-5-6-11-8-12-3-2-4-14(16(17)18)15(12)9-13(11)7-10/h2,4-5,8-9,14H,3,6-7H2,1H3,(H,17,18)/t14-/m0/s1	1	NDLNEGKQHJRHLN-AWEZNQCLSA-N	1	
0	0	eghPJ@@@DLmclbbTRbRbVRTVebTRcdUQWRusTEA@@D@PL@@@@	O=C(OCCC)c1c(c2ccccc2)cc2c(c1)c(O)cc1c2c(C(=O)O)ccc1	InChI=1S/C25H20O5/c1-2-11-30-25(29)21-14-19-20(13-18(21)15-7-4-3-5-8-15)23-16(12-22(19)26)9-6-10-17(23)24(27)28/h3-10,12-14,26H,2,11H2,1H3,(H,27,28)	XSRWXYZFCROTIS-UHFFFAOYSA-N	CCCOC(c(c(-c1ccccc1)cc1c2c(C(O)=O)cccc2c2)cc1c2O)=O	0	InChI=1S/C25H20O5/c1-2-11-30-25(29)21-14-19-20(13-18(21)15-7-4-3-5-8-15)23-16(12-22(19)26)9-6-10-17(23)24(27)28/h3-10,12-14,26H,2,11H2,1H3,(H,27,28)	1	XSRWXYZFCROTIS-UHFFFAOYSA-N	1	
2	0	fn}AP@@H]DnQSQISIQRVYK\Dt@EUUUUBMSr@@	O=C(O)c1cc(c(cc1)C(C)C)C[C@@](O)([C@H](OCCC)CO)C	InChI=1S/C18H28O5/c1-5-8-23-16(11-19)18(4,22)10-14-9-13(17(20)21)6-7-15(14)12(2)3/h6-7,9,12,16,19,22H,5,8,10-11H2,1-4H3,(H,20,21)/t16-,18-/m1/s1	MXSKNUPREDLCPO-SJLPKXTDSA-N	CCCO[C@H](CO)[C@@](C)(Cc1c(C(C)C)ccc(C(O)=O)c1)O	0	InChI=1S/C18H28O5/c1-5-8-23-16(11-19)18(4,22)10-14-9-13(17(20)21)6-7-15(14)12(2)3/h6-7,9,12,16,19,22H,5,8,10-11H2,1-4H3,(H,20,21)/t16-,18-/m1/s1	1	MXSKNUPREDLCPO-SJLPKXTDSA-N	1	
