obstereo	obEZ	obSMILES	obInChi	obInChiKey
0	1	O=C(O)/C=C/Oc1c(c(c(cc1)O)C)CCC(=O)O	InChI=1S/C13H14O6/c1-8-9(2-5-12(15)16)11(4-3-10(8)14)19-7-6-13(17)18/h3-4,6-7,14H,2,5H2,1H3,(H,15,16)(H,17,18)/b7-6+	YDWAQRFYQWKYTL-VOTSOKGWSA-N
1	0	S(=O)(=O)(O)Cc1c(NC)c(c(cc1)C(C)(C)C)C(=O)N[C@@H](C(=O)O)Cc1c2c(ccc1)cccc2	InChI=1S/C26H30N2O6S/c1-26(2,3)20-13-12-18(15-35(32,33)34)23(27-4)22(20)24(29)28-21(25(30)31)14-17-10-7-9-16-8-5-6-11-19(16)17/h5-13,21,27H,14-15H2,1-4H3,(H,28,29)(H,30,31)(H,32,33,34)/t21-/m1/s1	GPXKDUCFGKOLJB-OAQYLSRUSA-N
2	1	O=C(OCCC)[C@@H]1c2c3c(ccc2)CC(=C([C@H]3C=C1)CC(=O)/C=C/CO)O	InChI=1S/C22H24O5/c1-2-11-27-22(26)18-9-8-17-19(13-15(24)6-4-10-23)20(25)12-14-5-3-7-16(18)21(14)17/h3-9,17-18,23,25H,2,10-13H2,1H3/b6-4+/t17-,18+/m1/s1	VJIAJSPABVFWEF-RYECEPHISA-N
1	0	ClC1=CCc2c([C@@H]1Cl)c(O)nc(c2CC)CCN(C)C	InChI=1S/C15H20Cl2N2O/c1-4-9-10-5-6-11(16)14(17)13(10)15(20)18-12(9)7-8-19(2)3/h6,14H,4-5,7-8H2,1-3H3,(H,18,20)/t14-/m1/s1	RXNPSWNPMXHPQC-CQSZACIVSA-N
1	2	O=[N+]([O-])C/C=C\C(=C\1/C(=c2c(=C[C@H]1c1[nH]cc(c1)CCC=O)[nH]nc2)NC(=O)NCC(=O)O)\O	InChI=1S/C21H22N6O7/c28-6-2-3-12-7-15(22-9-12)13-8-16-14(10-24-26-16)20(25-21(32)23-11-18(30)31)19(13)17(29)4-1-5-27(33)34/h1,4,6-10,13,22,26,29H,2-3,5,11H2,(H,30,31)(H2,23,25,32)/b4-1-,19-17+/t13-/m0/s1	YOMWAGVEHCUKKT-CZTXIKOHSA-N
0	0	O=C(OCCCCCC)c1cc2c(cc1)ccc(c2)O	InChI=1S/C17H20O3/c1-2-3-4-5-10-20-17(19)14-7-6-13-8-9-16(18)12-15(13)11-14/h6-9,11-12,18H,2-5,10H2,1H3	OPWRCTMRWGQBIM-UHFFFAOYSA-N
2	0	O(c1cc(c(cc1)[C@@H]1C[C@@H](O)CCC1)CC)c1ccc(cc1)C	InChI=1S/C21H26O2/c1-3-16-14-20(23-19-9-7-15(2)8-10-19)11-12-21(16)17-5-4-6-18(22)13-17/h7-12,14,17-18,22H,3-6,13H2,1-2H3/t17-,18-/m0/s1	RFPYNURXGWOIDN-ROUUACIJSA-N
0	0	O(c1cc2c3c4ncc(cc4ccc3[nH]c2cc1)N)C	InChI=1S/C16H13N3O/c1-20-11-3-5-13-12(7-11)15-14(19-13)4-2-9-6-10(17)8-18-16(9)15/h2-8,19H,17H2,1H3	VJQKGNCFSBBVOC-UHFFFAOYSA-N
1	1	O=C(Oc1c2c(c(c3c[nH]cc3)ccc2)cc2c1CC=CC2)NC/C=C/[C@H](O)Cc1ccccc1	InChI=1S/C30H28N2O3/c33-24(18-21-8-2-1-3-9-21)11-7-16-32-30(34)35-29-26-12-5-4-10-22(26)19-28-25(13-6-14-27(28)29)23-15-17-31-20-23/h1-9,11,13-15,17,19-20,24,31,33H,10,12,16,18H2,(H,32,34)/b11-7+/t24-/m0/s1	AZFQKNDBURWIHY-IWXKUNQBSA-N
1	0	FC1=CC(=CC2=C(Cc3c([C@@H]12)cc(c1c3cccc1)C(=O)O)Cn1c(ccc1)C)OC	InChI=1S/C26H22FNO3/c1-15-6-5-9-28(15)14-16-10-21-18-7-3-4-8-19(18)23(26(29)30)13-22(21)25-20(16)11-17(31-2)12-24(25)27/h3-9,11-13,25H,10,14H2,1-2H3,(H,29,30)/t25-/m0/s1	HCFKTVQFCRSHHZ-VWLOTQADSA-N
3	1	O(c1cc(ccc1)C/C(=C\C)/Cc1c(O)[nH]c2c1[C@@H]1C(=C3[C@@H]2CCC[C@@H]3COC)CCNC1)C	InChI=1S/C29H38N2O3/c1-4-18(13-19-7-5-9-21(14-19)34-3)15-24-27-25-16-30-12-11-22(25)26-20(17-33-2)8-6-10-23(26)28(27)31-29(24)32/h4-5,7,9,14,20,23,25,30-32H,6,8,10-13,15-17H2,1-3H3/b18-4+/t20-,23+,25+/m1/s1	ZUBQVMQSILIWEJ-WDSCNBNCSA-N
0	0	Clc1c(Cl)cccc1c1c2c(nc(c1)O)c(c(cc2O)C)C(=O)CC(=O)O	InChI=1S/C19H13Cl2NO5/c1-8-5-12(23)17-10(9-3-2-4-11(20)18(9)21)6-14(25)22-19(17)16(8)13(24)7-15(26)27/h2-6,23H,7H2,1H3,(H,22,25)(H,26,27)	YOOKQQWZJWMCTL-UHFFFAOYSA-N
1	0	S(=O)(=O)(N)c1c2c(O)c3c(c(c2c(c(c1)O)C(=O)O)[C@H](O)C(=O)O)cc1c(c3C)CC=CC1	InChI=1S/C22H19NO9S/c1-8-10-5-3-2-4-9(10)6-11-14(8)19(25)17-13(33(23,31)32)7-12(24)16(21(27)28)18(17)15(11)20(26)22(29)30/h2-3,6-7,20,24-26H,4-5H2,1H3,(H,27,28)(H,29,30)(H2,23,31,32)/t20-/m0/s1	PZPLBIZIVANPOS-FQEVSTJZSA-N
1	0	O(c1c(cc2c(c1)cc(nc2)N)CN(c1c(cccc1)[C@@H](N(c1ccccc1)C)CC)C)C	InChI=1S/C28H32N4O/c1-5-25(32(3)23-11-7-6-8-12-23)24-13-9-10-14-26(24)31(2)19-22-15-21-18-30-28(29)17-20(21)16-27(22)33-4/h6-18,25H,5,19H2,1-4H3,(H2,29,30)/t25-/m0/s1	QKKFKFUPFBHLML-VWLOTQADSA-N
2	0	O=C(N)C[C@H]([C@H](O)c1c(OC)c2[nH]c(cc2c(c1)CO)CO)CCOC	InChI=1S/C18H26N2O6/c1-25-4-3-10(6-15(19)23)17(24)14-5-11(8-21)13-7-12(9-22)20-16(13)18(14)26-2/h5,7,10,17,20-22,24H,3-4,6,8-9H2,1-2H3,(H2,19,23)/t10-,17+/m1/s1	PIZYXNUPGGCZBZ-QGHHPUGFSA-N
0	0	Clc1c(S(=O)(=O)OC(=O)CCCC)cc2c(c1)c(OC)cc(c2)C#N	InChI=1S/C17H16ClNO5S/c1-3-4-5-17(20)24-25(21,22)16-8-12-6-11(10-19)7-15(23-2)13(12)9-14(16)18/h6-9H,3-5H2,1-2H3	QAKDZSLJZLAACE-UHFFFAOYSA-N
0	2	O=C(O)/C=C/c1cc2c(cc1)cc(cc2)/C=C(/OC)\c1cc(O)c(cc1)CNC	InChI=1S/C24H23NO4/c1-25-15-21-9-8-20(14-22(21)26)23(29-2)13-17-4-7-18-11-16(5-10-24(27)28)3-6-19(18)12-17/h3-14,25-26H,15H2,1-2H3,(H,27,28)/b10-5+,23-13+	KENBXNXAPKPMRD-OQTRGCLQSA-N
2	0	O=C(O)[C@@H](c1c(c(cc2c1nc[nH]2)CCO)[C@H](CO)C)C	InChI=1S/C15H20N2O4/c1-8(6-19)12-10(3-4-18)5-11-14(17-7-16-11)13(12)9(2)15(20)21/h5,7-9,18-19H,3-4,6H2,1-2H3,(H,16,17)(H,20,21)/t8-,9+/m0/s1	AUKSYVMHSCATRO-DTWKUNHWSA-N
2	0	s1c(ncc1[C@H](c1c(c2ccccc2)c(c2c(c1)occ2)CC)[C@](O)(CCCC(=O)O)C)N	InChI=1S/C26H28N2O4S/c1-3-17-18-11-13-32-20(18)14-19(23(17)16-8-5-4-6-9-16)24(21-15-28-25(27)33-21)26(2,31)12-7-10-22(29)30/h4-6,8-9,11,13-15,24,31H,3,7,10,12H2,1-2H3,(H2,27,28)(H,29,30)/t24-,26+/m0/s1	IZNNBOKOSFHGSN-AZGAKELHSA-N
0	0	O=c1c2c(O)c3c(cc2[nH]c(c1C)N)cc(cc3)c1nc(nc2c1cc(cc2)OC)N	InChI=1S/C23H19N5O3/c1-10-20(29)18-17(26-22(10)24)8-12-7-11(3-5-14(12)21(18)30)19-15-9-13(31-2)4-6-16(15)27-23(25)28-19/h3-9,30H,1-2H3,(H3,24,26,29)(H2,25,27,28)	FINMYTACYNMBLV-UHFFFAOYSA-N
0	0	Clc1c(c2cc(c3c(O)cccc3C)c(cc2)C(c2ccc(cc2)O)(C)C)cc(c(c1)O)C(=O)O	InChI=1S/C29H25ClO5/c1-16-5-4-6-25(32)27(16)21-13-17(20-14-22(28(34)35)26(33)15-24(20)30)7-12-23(21)29(2,3)18-8-10-19(31)11-9-18/h4-15,31-33H,1-3H3,(H,34,35)	VUNDBHOJLOKVEJ-UHFFFAOYSA-N
0	0	O=C(O)CCc1c2c(cc(cc2)COc2cc(OC)c(cc2)C)ccc1	InChI=1S/C22H22O4/c1-15-6-9-19(13-21(15)25-2)26-14-16-7-10-20-17(8-11-22(23)24)4-3-5-18(20)12-16/h3-7,9-10,12-13H,8,11,14H2,1-2H3,(H,23,24)	ZZACHJNPGUFZEY-UHFFFAOYSA-N
0	0	O=C(O)c1c2c(OC(=O)CC(=O)O)cc(c(c2ccc1)OCC)C(=C(C)C)COC	InChI=1S/C22H24O8/c1-5-29-21-13-7-6-8-14(22(26)27)20(13)17(30-19(25)10-18(23)24)9-15(21)16(11-28-4)12(2)3/h6-9H,5,10-11H2,1-4H3,(H,23,24)(H,26,27)	KGXFLCYAZABYNP-UHFFFAOYSA-N
0	0	O=C(OC(=O)c1cc(OC)ccc1)c1c2c(n(c(c2C)C)C)ccc1	InChI=1S/C20H19NO4/c1-12-13(2)21(3)17-10-6-9-16(18(12)17)20(23)25-19(22)14-7-5-8-15(11-14)24-4/h5-11H,1-4H3	BSHZQEFLOKCJEM-UHFFFAOYSA-N
0	1	Oc1c2c(nc(cc2/C=C(\C=C)/C)C)cc(c1)O	InChI=1S/C15H15NO2/c1-4-9(2)5-11-6-10(3)16-13-7-12(17)8-14(18)15(11)13/h4-8,17-18H,1H2,2-3H3/b9-5-	ABTXTUUPPVBLRG-UITAMQMPSA-N
1	0	Oc1c2c(c(cc(c2)C)[C@@H](c2c(O)cccc2)CC(C)(C)C)ccc1	InChI=1S/C23H26O2/c1-15-12-18(16-9-7-11-22(25)19(16)13-15)20(14-23(2,3)4)17-8-5-6-10-21(17)24/h5-13,20,24-25H,14H2,1-4H3/t20-/m1/s1	YJCLKLQRUCGREO-HXUWFJFHSA-N
0	0	O=C(O)c1c2c(n(c(c2)C(=O)NC(=O)c2[nH]c(cc2C)C)CC(=O)O)ccc1	InChI=1S/C19H17N3O6/c1-9-6-10(2)20-16(9)18(26)21-17(25)14-7-12-11(19(27)28)4-3-5-13(12)22(14)8-15(23)24/h3-7,20H,8H2,1-2H3,(H,23,24)(H,27,28)(H,21,25,26)	BWDOJZGMOVLHJP-UHFFFAOYSA-N
0	0	Clc1c2c(oc3c2cc2c(c3)c(OC)ccc2F)cc(c1)C(=O)O	InChI=1S/C18H10ClFO4/c1-23-14-3-2-13(20)9-6-11-15(7-10(9)14)24-16-5-8(18(21)22)4-12(19)17(11)16/h2-7H,1H3,(H,21,22)	LALXZIUGAFQELS-UHFFFAOYSA-N
0	0	O=C(O)c1c(C(=O)NC(=O)C)cc2c(c1)Cc1c(C2)cccc1	InChI=1S/C18H15NO4/c1-10(20)19-17(21)15-8-13-6-11-4-2-3-5-12(11)7-14(13)9-16(15)18(22)23/h2-5,8-9H,6-7H2,1H3,(H,22,23)(H,19,20,21)	FDYFMSNLHCSLPW-UHFFFAOYSA-N
0	1	O=C(OCC)c1oc2c(c1)cccc2O/C(=C\C(=O)O)/CCCc1c(coc1)C	InChI=1S/C22H22O7/c1-3-27-22(25)19-10-15-6-5-9-18(21(15)29-19)28-17(11-20(23)24)8-4-7-16-13-26-12-14(16)2/h5-6,9-13H,3-4,7-8H2,1-2H3,(H,23,24)/b17-11-	XEPPRUBFSSBFDN-BOPFTXTBSA-N
1	1	O=C(OC(=O)C)NC(=O)[C@H](/C(=N/c1c(O)c2c(cc1)cccc2)/O)CC(=O)O	InChI=1S/C18H16N2O8/c1-9(21)28-18(27)20-17(26)12(8-14(22)23)16(25)19-13-7-6-10-4-2-3-5-11(10)15(13)24/h2-7,12,24H,8H2,1H3,(H,19,25)(H,22,23)(H,20,26,27)/t12-/m0/s1	QMZCCBFDYUGUSC-LBPRGKRZSA-N
1	0	O(c1c(OC)cc(c2c1CC=C([C@@H]2CO)C)C)CCCC	InChI=1S/C18H26O3/c1-5-6-9-21-18-14-8-7-12(2)15(11-19)17(14)13(3)10-16(18)20-4/h7,10,15,19H,5-6,8-9,11H2,1-4H3/t15-/m0/s1	YJZXBJPKZPMSKD-HNNXBMFYSA-N
1	0	O=C(O)CC[C@H](Nc1c2c3c(c(O)ccc3)ccc2cc(c1)O)C	InChI=1S/C19H19NO4/c1-11(5-8-18(23)24)20-16-10-13(21)9-12-6-7-14-15(19(12)16)3-2-4-17(14)22/h2-4,6-7,9-11,20-22H,5,8H2,1H3,(H,23,24)/t11-/m1/s1	LYSARPNNRBRIDR-LLVKDONJSA-N
0	0	Clc1c(C(=O)O)cc(cc1)c1c(c(c(cc1)O)C)CC(=O)O	InChI=1S/C16H13ClO5/c1-8-11(7-15(19)20)10(3-5-14(8)18)9-2-4-13(17)12(6-9)16(21)22/h2-6,18H,7H2,1H3,(H,19,20)(H,21,22)	WCRASVNAMCMQRT-UHFFFAOYSA-N
0	0	Clc1c(c(c(cc1)CC(=O)O)C(=O)NCC(=O)NCC)COCCCCc1c(C(=O)O)cccc1	InChI=1S/C25H29ClN2O7/c1-2-27-21(29)14-28-24(32)23-17(13-22(30)31)10-11-20(26)19(23)15-35-12-6-5-8-16-7-3-4-9-18(16)25(33)34/h3-4,7,9-11H,2,5-6,8,12-15H2,1H3,(H,27,29)(H,28,32)(H,30,31)(H,33,34)	SLXHPUSWOOIDKE-UHFFFAOYSA-N
2	0	O(C1=c2c(=C[C@H]3C1=C[C@@H](NCC)c1c3[nH]c(c1C#N)OC)c(OC)ccc2)C	InChI=1S/C22H23N3O3/c1-5-24-17-10-15-14(20-19(17)16(11-23)22(25-20)28-4)9-13-12(21(15)27-3)7-6-8-18(13)26-2/h6-10,14,17,24-25H,5H2,1-4H3/t14-,17+/m0/s1	COCZCVJHWKLSCU-WMLDXEAASA-N
1	0	Clc1c(c2c(O)cccc2cc1)[C@@H](C(=O)O)Cc1cc(ccc1)CC	InChI=1S/C21H19ClO3/c1-2-13-5-3-6-14(11-13)12-16(21(24)25)20-17(22)10-9-15-7-4-8-18(23)19(15)20/h3-11,16,23H,2,12H2,1H3,(H,24,25)/t16-/m0/s1	XDNQNPYEKJIRDA-INIZCTEOSA-N
0	0	Oc1c(O)c2c(c(c1N)c1ccccc1)ccc(c2)C	InChI=1S/C17H15NO2/c1-10-7-8-12-13(9-10)16(19)17(20)15(18)14(12)11-5-3-2-4-6-11/h2-9,19-20H,18H2,1H3	UCUBZYHINIKLCT-UHFFFAOYSA-N
4	0	O=C1C(=C(C(=O)C[C@@H]1[C@H](O)c1c2c(ccc1C)[C@@H]1C(=CC2)CC=C[C@@H]1CCCOC)C(=O)O)C	InChI=1S/C28H32O6/c1-15-9-11-20-19(12-10-18-7-4-6-17(25(18)20)8-5-13-34-3)23(15)27(31)21-14-22(29)24(28(32)33)16(2)26(21)30/h4,6,9-11,17,21,25,27,31H,5,7-8,12-14H2,1-3H3,(H,32,33)/t17-,21+,25+,27+/m1/s1	ZZCMQGHLXZNRFO-ZGVBIVFESA-N
0	0	O=C(N(C(=O)NCCC)C(=O)CC(=O)CCCc1ccc(cc1)CCC(=O)O)Nc1ccccc1	InChI=1S/C26H31N3O6/c1-2-17-27-25(34)29(26(35)28-21-8-4-3-5-9-21)23(31)18-22(30)10-6-7-19-11-13-20(14-12-19)15-16-24(32)33/h3-5,8-9,11-14H,2,6-7,10,15-18H2,1H3,(H,27,34)(H,28,35)(H,32,33)	LAZRMSGQDLUYIW-UHFFFAOYSA-N
1	0	Clc1cc(OC)c2=C(N(C)C)C3=C(Cc4c([C@H]3C=c2c1)c(cc(n4)O)C)CCO	InChI=1S/C23H25ClN2O3/c1-12-7-19(28)25-17-10-13(5-6-27)21-16(20(12)17)9-14-8-15(24)11-18(29-4)22(14)23(21)26(2)3/h7-9,11,16,27H,5-6,10H2,1-4H3,(H,25,28)/t16-/m1/s1	OSLPSVHFNHWWBB-MRXNPFEDSA-N
3	0	Clc1c(NC(=O)OC(=O)C[C@@H]2C[C@@H](O)[C@@H](CC2)O)cc(c2c1ccc(c2)OC)O	InChI=1S/C20H22ClNO7/c1-28-11-3-4-12-13(8-11)16(24)9-14(19(12)21)22-20(27)29-18(26)7-10-2-5-15(23)17(25)6-10/h3-4,8-10,15,17,23-25H,2,5-7H2,1H3,(H,22,27)/t10-,15+,17+/m0/s1	SERZSZOHWOMIDU-UDTVLSCZSA-N
0	1	O=C(OCCc1c(/C(=C\c2cc3c(cc2)[nH]cc3)/OC)cccc1)NCCCC	InChI=1S/C24H28N2O3/c1-3-4-13-26-24(27)29-15-12-19-7-5-6-8-21(19)23(28-2)17-18-9-10-22-20(16-18)11-14-25-22/h5-11,14,16-17,25H,3-4,12-13,15H2,1-2H3,(H,26,27)/b23-17+	MIHOSTMWTKAUIL-HAVVHWLPSA-N
0	2	Clc1c(OC)cccc1/C=C(/C(=O)O)\C(=C\C(=O)OC(=O)CC(=O)O)\Nc1c(ccc(c1)CCC)C	InChI=1S/C26H26ClNO8/c1-4-6-16-10-9-15(2)19(11-16)28-20(13-23(31)36-24(32)14-22(29)30)18(26(33)34)12-17-7-5-8-21(35-3)25(17)27/h5,7-13,28H,4,6,14H2,1-3H3,(H,29,30)(H,33,34)/b18-12+,20-13-	UOIJSECYLHJSGO-FDTGUPFSSA-N
0	2	O=C(O)CC/C=C/C=C\c1cc(ccc1)C(CCCC)(C)C	InChI=1S/C20H28O2/c1-4-5-15-20(2,3)18-13-10-12-17(16-18)11-8-6-7-9-14-19(21)22/h6-8,10-13,16H,4-5,9,14-15H2,1-3H3,(H,21,22)/b7-6+,11-8-	QYZBQYUARVSOGW-VEQVDCDKSA-N
1	0	O=C(O)c1c2c(-c3c(C4=CCc5c([C@H]24)cc(cc5)O)occ3CC(=O)O)ccc1COC	InChI=1S/C25H20O7/c1-31-10-13-4-6-16-20-14(8-19(27)28)11-32-24(20)17-7-3-12-2-5-15(26)9-18(12)22(17)23(16)21(13)25(29)30/h2,4-7,9,11,22,26H,3,8,10H2,1H3,(H,27,28)(H,29,30)/t22-/m1/s1	FEXOEUFGQRLTRZ-JOCHJYFZSA-N
1	0	S(=O)(=O)(N)C1=C(C(=O)O)Cc2c([C@@H]1OC)c(ccc2)C	InChI=1S/C13H15NO5S/c1-7-4-3-5-8-6-9(13(15)16)12(20(14,17)18)11(19-2)10(7)8/h3-5,11H,6H2,1-2H3,(H,15,16)(H2,14,17,18)/t11-/m0/s1	HVLGQQNGVRCBJW-NSHDSACASA-N
1	0	O=C(O)CC[C@@H](c1ccc(cc1)CO)c1ccccc1	InChI=1S/C17H18O3/c18-12-13-6-8-15(9-7-13)16(10-11-17(19)20)14-4-2-1-3-5-14/h1-9,16,18H,10-12H2,(H,19,20)/t16-/m1/s1	WKZWWNVWXPSWED-MRXNPFEDSA-N
0	2	O=C(O)CC(=O)/C(=C/C(=C\CC1=C(C#N)Cc2c(N1)c(O)ncc2)/C)/CC(=O)CC(=O)O	InChI=1S/C22H21N3O7/c1-12(6-14(18(27)10-20(30)31)8-16(26)9-19(28)29)2-3-17-15(11-23)7-13-4-5-24-22(32)21(13)25-17/h2,4-6,25H,3,7-10H2,1H3,(H,24,32)(H,28,29)(H,30,31)/b12-2-,14-6+	MRKIGOZYOJGYSE-YFGRIILKSA-N
1	0	o1c(c2cc3c(cc2)cc2c(c3)cc(c(c2)[C@@H](OC)CO)CC)ccc1C	InChI=1S/C24H24O3/c1-4-16-9-20-12-19-11-18(23-8-5-15(2)27-23)7-6-17(19)10-21(20)13-22(16)24(14-25)26-3/h5-13,24-25H,4,14H2,1-3H3/t24-/m0/s1	LHPXJRNZEJAXGW-DEOSSOPVSA-N
1	0	Fc1c2c(c(OCCC)c3c(c2C(=O)O)cc(cc3)C(C)C)c(cc1C)[C@H](C(=O)O)C(F)(F)F	InChI=1S/C25H24F4O5/c1-5-8-34-22-14-7-6-13(11(2)3)10-15(14)18(23(30)31)19-17(22)16(9-12(4)21(19)26)20(24(32)33)25(27,28)29/h6-7,9-11,20H,5,8H2,1-4H3,(H,30,31)(H,32,33)/t20-/m1/s1	REFMILPHTGHFIP-HXUWFJFHSA-N
0	1	O=C(O)/C(=C/C)/Cc1cc(c2c(ccc(c2)CNC=O)C)ccc1	InChI=1S/C20H21NO3/c1-3-17(20(23)24)9-15-5-4-6-18(10-15)19-11-16(12-21-13-22)8-7-14(19)2/h3-8,10-11,13H,9,12H2,1-2H3,(H,21,22)(H,23,24)/b17-3+	RZVNQFSFBOWOEB-IJUHEHPCSA-N
0	1	O=C(O)/C(=C/c1c2c(c(cc1)O)c(cc(c2)OCCC)COC)/CCN(C)C	InChI=1S/C22H29NO5/c1-5-10-28-18-12-17(14-27-4)21-19(13-18)15(6-7-20(21)24)11-16(22(25)26)8-9-23(2)3/h6-7,11-13,24H,5,8-10,14H2,1-4H3,(H,25,26)/b16-11+	RJQGVHSEILAAEJ-LFIBNONCSA-N
0	4	Cl/C(=C/CO/C(=C/C(=O)O)/CC(=O)O)/C(=C/C=C\C)/CCO	InChI=1S/C15H19ClO6/c1-2-3-4-11(5-7-17)13(16)6-8-22-12(9-14(18)19)10-15(20)21/h2-4,6,9,17H,5,7-8,10H2,1H3,(H,18,19)(H,20,21)/b3-2-,11-4+,12-9+,13-6+	QYQUACYANCPOKM-BYVCWTBFSA-N
3	0	O=C(O)C(=C)[C@H](C1=N[C@H](c2c([C@@H]1C)cccc2)CC)Cc1ccccc1	InChI=1S/C23H25NO2/c1-4-21-19-13-9-8-12-18(19)15(2)22(24-21)20(16(3)23(25)26)14-17-10-6-5-7-11-17/h5-13,15,20-21H,3-4,14H2,1-2H3,(H,25,26)/t15-,20+,21-/m0/s1	CEOBVCRUFKSLEG-RVHYNSKXSA-N
1	0	FC1=C[C@H](c2c3c1cc(c(c3cc(c2C(=O)O)C)C(=O)N)CCC(=O)O)OC	InChI=1S/C20H18FNO6/c1-8-5-11-16(19(22)25)9(3-4-14(23)24)6-10-12(21)7-13(28-2)18(17(10)11)15(8)20(26)27/h5-7,13H,3-4H2,1-2H3,(H2,22,25)(H,23,24)(H,26,27)/t13-/m1/s1	WEAJMYSPOXZYKK-CYBMUJFWSA-N
0	1	Fc1c(cccc1)C(F)(F)CCCc1c(O)c(C(=O)O)ccc1/C(=N/CC(=O)O)/O	InChI=1S/C20H18F3NO6/c21-15-6-2-1-5-14(15)20(22,23)9-3-4-11-12(18(28)24-10-16(25)26)7-8-13(17(11)27)19(29)30/h1-2,5-8,27H,3-4,9-10H2,(H,24,28)(H,25,26)(H,29,30)	PZBWWHJJUKAHTH-UHFFFAOYSA-N
0	1	s1c2c(c(c1)/[N+](=C(/N)\C)/c1cc(OC)ccc1)ccc(c2)OC	InChI=1S/C18H18N2O2S/c1-12(19)20(13-5-4-6-14(9-13)21-2)17-11-23-18-10-15(22-3)7-8-16(17)18/h4-11,19H,1-3H3/p+1	CGUXBGYABWORSV-UHFFFAOYSA-O
1	1	O=C(O)c1ccc(cc1)/C(=C(/C(=O)O)\C=C)/C[C@@H](O)C	InChI=1S/C15H16O5/c1-3-12(15(19)20)13(8-9(2)16)10-4-6-11(7-5-10)14(17)18/h3-7,9,16H,1,8H2,2H3,(H,17,18)(H,19,20)/b13-12+/t9-/m0/s1	RWWXXZURIOZRRV-XRNDOFNESA-N
0	0	S(=O)(=O)(N(C(=O)Cc1cc(ccc1)CCC)C(=O)CCC)c1ccccc1	InChI=1S/C21H25NO4S/c1-3-9-17-11-8-12-18(15-17)16-21(24)22(20(23)10-4-2)27(25,26)19-13-6-5-7-14-19/h5-8,11-15H,3-4,9-10,16H2,1-2H3	QLGGNEAHKLCPPN-UHFFFAOYSA-N
0	1	O=[N+]([O-])C1=CC/C(=C\N(c2c3c(c(C(=O)OCCCOC)ccc3)ccc2)C)/C=C1	InChI=1S/C23H24N2O5/c1-24(16-17-10-12-18(13-11-17)25(27)28)22-9-4-6-19-20(22)7-3-8-21(19)23(26)30-15-5-14-29-2/h3-4,6-10,12-13,16H,5,11,14-15H2,1-2H3/b17-16-	RRFYBXSKTXVCNW-MSUUIHNZSA-N
1	0	O=C(OCCc1oc2c(c1)cc(cc2)c1cc2c(cc1)CCC[C@H]2C)CCO	InChI=1S/C24H26O4/c1-16-3-2-4-17-5-6-19(15-22(16)17)18-7-8-23-20(13-18)14-21(28-23)10-12-27-24(26)9-11-25/h5-8,13-16,25H,2-4,9-12H2,1H3/t16-/m1/s1	DWDUBLFTUWHACI-MRXNPFEDSA-N
0	0	O=C(O)c1c(O)c2c(cc1NC(=O)c1ccccc1)cccc2	InChI=1S/C18H13NO4/c20-16-13-9-5-4-8-12(13)10-14(15(16)18(22)23)19-17(21)11-6-2-1-3-7-11/h1-10,20H,(H,19,21)(H,22,23)	IDENUCWPWKIXEY-UHFFFAOYSA-N
0	0	O=C(N(C(=O)CC(C)C)C(=O)CCCc1ccc(cc1)CC)c1[nH]ccc1	InChI=1S/C22H28N2O3/c1-4-17-10-12-18(13-11-17)7-5-9-20(25)24(21(26)15-16(2)3)22(27)19-8-6-14-23-19/h6,8,10-14,16,23H,4-5,7,9,15H2,1-3H3	HYHBGYGIKOGZIT-UHFFFAOYSA-N
0	0	Clc1cc(OC)c2c(c1)cnc(c2OC(=O)c1c2c(c(nc1)O)c(C(=O)OC(C)C)ccc2)O	InChI=1S/C24H19ClN2O7/c1-11(2)33-23(30)15-6-4-5-14-16(10-27-21(28)19(14)15)24(31)34-20-18-12(9-26-22(20)29)7-13(25)8-17(18)32-3/h4-11H,1-3H3,(H,26,29)(H,27,28)	AGKODLVWNXYNHY-UHFFFAOYSA-N
1	0	O=C1c2c(O)cc(c(c2[C@@H](C(=C1C(=O)O)O)OC(=O)CC)O)O	InChI=1S/C14H12O9/c1-2-6(17)23-13-8-7(4(15)3-5(16)10(8)18)11(19)9(12(13)20)14(21)22/h3,13,15-16,18,20H,2H2,1H3,(H,21,22)/t13-/m0/s1	UEZISOWFAMHODA-ZDUSSCGKSA-N
0	0	Clc1cc(F)c(c(c1)CNC(=O)CC(=O)O)CC(=O)O	InChI=1S/C12H11ClFNO5/c13-7-1-6(5-15-10(16)4-12(19)20)8(3-11(17)18)9(14)2-7/h1-2H,3-5H2,(H,15,16)(H,17,18)(H,19,20)	KMTSCOUVDOTEQF-UHFFFAOYSA-N
0	3	Clc1c(C(=O)O)ccc(c1)/C=C(/N/C=C/C(=O)NO)\C=C(\C(=O)O)/C=O	InChI=1S/C16H13ClN2O7/c17-13-6-9(1-2-12(13)16(24)25)5-11(7-10(8-20)15(22)23)18-4-3-14(21)19-26/h1-8,18,26H,(H,19,21)(H,22,23)(H,24,25)/b4-3+,10-7+,11-5+	VDPCUSSZBGJDST-CTPLILHQSA-N
