tetra	ez	rdSMILES	rdInChI	rdInChIKey
0	2	CNCc1ccc(/C(=C\c2ccc3cc(/C=C/C(=O)O)ccc3c2)OC)cc1O	InChI=1S/C24H23NO4/c1-25-15-21-9-8-20(14-22(21)26)23(29-2)13-17-4-7-18-11-16(5-10-24(27)28)3-6-19(18)12-17/h3-14,25-26H,15H2,1-2H3,(H,27,28)/b10-5+,23-13+	KENBXNXAPKPMRD-OQTRGCLQSA-N
2	2	C[C@@H](CO)c1c(CCO)cc2[nH]cnc2c1[C@@H](C)C(=O)O	InChI=1S/C15H20N2O4/c1-8(6-19)12-10(3-4-18)5-11-14(17-7-16-11)13(12)9(2)15(20)21/h5,7-9,18-19H,3-4,6H2,1-2H3,(H,16,17)(H,20,21)/t8-,9+/m0/s1	AUKSYVMHSCATRO-DTWKUNHWSA-N
2	2	CCc1c(-c2ccccc2)c([C@@H](c2cnc(N)s2)[C@](C)(O)CCCC(=O)O)cc2occc12	InChI=1S/C26H28N2O4S/c1-3-17-18-11-13-32-20(18)14-19(23(17)16-8-5-4-6-9-16)24(21-15-28-25(27)33-21)26(2,31)12-7-10-22(29)30/h4-6,8-9,11,13-15,24,31H,3,7,10,12H2,1-2H3,(H2,27,28)(H,29,30)/t24-,26+/m0/s1	IZNNBOKOSFHGSN-AZGAKELHSA-N
0	0	COc1ccc2nc(N)nc(-c3ccc4c(O)c5c(=O)c(C)c(N)[nH]c5cc4c3)c2c1	InChI=1S/C23H19N5O3/c1-10-20(29)18-17(26-22(10)24)8-12-7-11(3-5-14(12)21(18)30)19-15-9-13(31-2)4-6-16(15)27-23(25)28-19/h3-9,30H,1-2H3,(H3,24,26,29)(H2,25,27,28)	FINMYTACYNMBLV-UHFFFAOYSA-N
0	0	Cc1cccc(O)c1-c1cc(-c2cc(C(=O)O)c(O)cc2Cl)ccc1C(C)(C)c1ccc(O)cc1	InChI=1S/C29H25ClO5/c1-16-5-4-6-25(32)27(16)21-13-17(20-14-22(28(34)35)26(33)15-24(20)30)7-12-23(21)29(2,3)18-8-10-19(31)11-9-18/h4-15,31-33H,1-3H3,(H,34,35)	VUNDBHOJLOKVEJ-UHFFFAOYSA-N
0	0	COc1cc(OCc2ccc3c(CCC(=O)O)cccc3c2)ccc1C	InChI=1S/C22H22O4/c1-15-6-9-19(13-21(15)25-2)26-14-16-7-10-20-17(8-11-22(23)24)4-3-5-18(20)12-16/h3-7,9-10,12-13H,8,11,14H2,1-2H3,(H,23,24)	ZZACHJNPGUFZEY-UHFFFAOYSA-N
0	0	CCOc1c(C(COC)=C(C)C)cc(OC(=O)CC(=O)O)c2c(C(=O)O)cccc12	InChI=1S/C22H24O8/c1-5-29-21-13-7-6-8-14(22(26)27)20(13)17(30-19(25)10-18(23)24)9-15(21)16(11-28-4)12(2)3/h6-9H,5,10-11H2,1-4H3,(H,23,24)(H,26,27)	KGXFLCYAZABYNP-UHFFFAOYSA-N
0	0	COc1cccc(C(=O)OC(=O)c2cccc3c2c(C)c(C)n3C)c1	InChI=1S/C20H19NO4/c1-12-13(2)21(3)17-10-6-9-16(18(12)17)20(23)25-19(22)14-7-5-8-15(11-14)24-4/h5-11H,1-4H3	BSHZQEFLOKCJEM-UHFFFAOYSA-N
0	1	C=C/C(C)=C\c1cc(C)nc2cc(O)cc(O)c12	InChI=1S/C15H15NO2/c1-4-9(2)5-11-6-10(3)16-13-7-12(17)8-14(18)15(11)13/h4-8,17-18H,1H2,2-3H3/b9-5-	ABTXTUUPPVBLRG-UITAMQMPSA-N
1	1	Cc1cc([C@H](CC(C)(C)C)c2ccccc2O)c2cccc(O)c2c1	InChI=1S/C23H26O2/c1-15-12-18(16-9-7-11-22(25)19(16)13-15)20(14-23(2,3)4)17-8-5-6-10-21(17)24/h5-13,20,24-25H,14H2,1-4H3/t20-/m1/s1	YJCLKLQRUCGREO-HXUWFJFHSA-N
0	0	Cc1cc(C)c(C(=O)NC(=O)c2cc3c(C(=O)O)cccc3n2CC(=O)O)[nH]1	InChI=1S/C19H17N3O6/c1-9-6-10(2)20-16(9)18(26)21-17(25)14-7-12-11(19(27)28)4-3-5-13(12)22(14)8-15(23)24/h3-7,20H,8H2,1-2H3,(H,23,24)(H,27,28)(H,21,25,26)	BWDOJZGMOVLHJP-UHFFFAOYSA-N
0	0	COc1ccc(F)c2cc3c(cc12)oc1cc(C(=O)O)cc(Cl)c13	InChI=1S/C18H10ClFO4/c1-23-14-3-2-13(20)9-6-11-15(7-10(9)14)24-16-5-8(18(21)22)4-12(19)17(11)16/h2-7H,1H3,(H,21,22)	LALXZIUGAFQELS-UHFFFAOYSA-N
0	0	CC(=O)NC(=O)c1cc2c(cc1C(=O)O)Cc1ccccc1C2	InChI=1S/C18H15NO4/c1-10(20)19-17(21)15-8-13-6-11-4-2-3-5-12(11)7-14(13)9-16(15)18(22)23/h2-5,8-9H,6-7H2,1H3,(H,22,23)(H,19,20,21)	FDYFMSNLHCSLPW-UHFFFAOYSA-N
0	1	CCOC(=O)c1cc2cccc(O/C(=C\C(=O)O)CCCc3cocc3C)c2o1	InChI=1S/C22H22O7/c1-3-27-22(25)19-10-15-6-5-9-18(21(15)29-19)28-17(11-20(23)24)8-4-7-16-13-26-12-14(16)2/h5-6,9-13H,3-4,7-8H2,1-2H3,(H,23,24)/b17-11-	XEPPRUBFSSBFDN-BOPFTXTBSA-N
1	2	CC(=O)OC(=O)NC(=O)[C@@H](CC(=O)O)/C(O)=N/c1ccc2ccccc2c1O	InChI=1S/C18H16N2O8/c1-9(21)28-18(27)20-17(26)12(8-14(22)23)16(25)19-13-7-6-10-4-2-3-5-11(10)15(13)24/h2-7,12,24H,8H2,1H3,(H,19,25)(H,22,23)(H,20,26,27)/t12-/m0/s1	QMZCCBFDYUGUSC-LBPRGKRZSA-N
1	1	CCCCOc1c(OC)cc(C)c2c1CC=C(C)[C@@H]2CO	InChI=1S/C18H26O3/c1-5-6-9-21-18-14-8-7-12(2)15(11-19)17(14)13(3)10-16(18)20-4/h7,10,15,19H,5-6,8-9,11H2,1-4H3/t15-/m0/s1	YJZXBJPKZPMSKD-HNNXBMFYSA-N
1	1	C[C@H](CCC(=O)O)Nc1cc(O)cc2ccc3c(O)cccc3c12	InChI=1S/C19H19NO4/c1-11(5-8-18(23)24)20-16-10-13(21)9-12-6-7-14-15(19(12)16)3-2-4-17(14)22/h2-4,6-7,9-11,20-22H,5,8H2,1H3,(H,23,24)/t11-/m1/s1	LYSARPNNRBRIDR-LLVKDONJSA-N
0	0	Cc1c(O)ccc(-c2ccc(Cl)c(C(=O)O)c2)c1CC(=O)O	InChI=1S/C16H13ClO5/c1-8-11(7-15(19)20)10(3-5-14(8)18)9-2-4-13(17)12(6-9)16(21)22/h2-6,18H,7H2,1H3,(H,19,20)(H,21,22)	WCRASVNAMCMQRT-UHFFFAOYSA-N
0	0	CCNC(=O)CNC(=O)c1c(CC(=O)O)ccc(Cl)c1COCCCCc1ccccc1C(=O)O	InChI=1S/C25H29ClN2O7/c1-2-27-21(29)14-28-24(32)23-17(13-22(30)31)10-11-20(26)19(23)15-35-12-6-5-8-16-7-3-4-9-18(16)25(33)34/h3-4,7,9-11H,2,5-6,8,12-15H2,1H3,(H,27,29)(H,28,32)(H,30,31)(H,33,34)	SLXHPUSWOOIDKE-UHFFFAOYSA-N
2	2	CCN[C@@H]1C=C2C(OC)=c3cccc(OC)c3=C[C@@H]2c2[nH]c(OC)c(C#N)c21	InChI=1S/C22H23N3O3/c1-5-24-17-10-15-14(20-19(17)16(11-23)22(25-20)28-4)9-13-12(21(15)27-3)7-6-8-18(13)26-2/h6-10,14,17,24-25H,5H2,1-4H3/t14-,17+/m0/s1	COCZCVJHWKLSCU-WMLDXEAASA-N
1	1	CCc1cccc(C[C@H](C(=O)O)c2c(Cl)ccc3cccc(O)c23)c1	InChI=1S/C21H19ClO3/c1-2-13-5-3-6-14(11-13)12-16(21(24)25)20-17(22)10-9-15-7-4-8-18(23)19(15)20/h3-11,16,23H,2,12H2,1H3,(H,24,25)/t16-/m0/s1	XDNQNPYEKJIRDA-INIZCTEOSA-N
0	0	Cc1ccc2c(-c3ccccc3)c(N)c(O)c(O)c2c1	InChI=1S/C17H15NO2/c1-10-7-8-12-13(9-10)16(19)17(20)15(18)14(12)11-5-3-2-4-6-11/h2-9,19-20H,18H2,1H3	UCUBZYHINIKLCT-UHFFFAOYSA-N
4	4	COCCC[C@H]1C=CCC2=CCc3c(ccc(C)c3[C@@H](O)[C@H]3CC(=O)C(C(=O)O)=C(C)C3=O)[C@H]21	InChI=1S/C28H32O6/c1-15-9-11-20-19(12-10-18-7-4-6-17(25(18)20)8-5-13-34-3)23(15)27(31)21-14-22(29)24(28(32)33)16(2)26(21)30/h4,6,9-11,17,21,25,27,31H,5,7-8,12-14H2,1-3H3,(H,32,33)/t17-,21+,25+,27+/m1/s1	ZZCMQGHLXZNRFO-ZGVBIVFESA-N
0	0	CCCNC(=O)N(C(=O)CC(=O)CCCc1ccc(CCC(=O)O)cc1)C(=O)Nc1ccccc1	InChI=1S/C26H31N3O6/c1-2-17-27-25(34)29(26(35)28-21-8-4-3-5-9-21)23(31)18-22(30)10-6-7-19-11-13-20(14-12-19)15-16-24(32)33/h3-5,8-9,11-14H,2,6-7,10,15-18H2,1H3,(H,27,34)(H,28,35)(H,32,33)	LAZRMSGQDLUYIW-UHFFFAOYSA-N
1	1	COc1cc(Cl)cc2c1=C(N(C)C)C1=C(CCO)Cc3nc(O)cc(C)c3[C@H]1C=2	InChI=1S/C23H25ClN2O3/c1-12-7-19(28)25-17-10-13(5-6-27)21-16(20(12)17)9-14-8-15(24)11-18(29-4)22(14)23(21)26(2)3/h7-9,11,16,27H,5-6,10H2,1-4H3,(H,25,28)/t16-/m1/s1	OSLPSVHFNHWWBB-MRXNPFEDSA-N
3	3	COc1ccc2c(Cl)c(NC(=O)OC(=O)C[C@H]3CC[C@@H](O)[C@H](O)C3)cc(O)c2c1	InChI=1S/C20H22ClNO7/c1-28-11-3-4-12-13(8-11)16(24)9-14(19(12)21)22-20(27)29-18(26)7-10-2-5-15(23)17(25)6-10/h3-4,8-10,15,17,23-25H,2,5-7H2,1H3,(H,22,27)/t10-,15+,17+/m0/s1	SERZSZOHWOMIDU-UDTVLSCZSA-N
0	1	CCCCNC(=O)OCCc1ccccc1/C(=C\c1ccc2[nH]ccc2c1)OC	InChI=1S/C24H28N2O3/c1-3-4-13-26-24(27)29-15-12-19-7-5-6-8-21(19)23(28-2)17-18-9-10-22-20(16-18)11-14-25-22/h5-11,14,16-17,25H,3-4,12-13,15H2,1-2H3,(H,26,27)/b23-17+	MIHOSTMWTKAUIL-HAVVHWLPSA-N
0	2	CCCc1ccc(C)c(NC(=C\C(=O)OC(=O)CC(=O)O)/C(=C\c2cccc(OC)c2Cl)C(=O)O)c1	InChI=1S/C26H26ClNO8/c1-4-6-16-10-9-15(2)19(11-16)28-20(13-23(31)36-24(32)14-22(29)30)18(26(33)34)12-17-7-5-8-21(35-3)25(17)27/h5,7-13,28H,4,6,14H2,1-3H3,(H,29,30)(H,33,34)/b18-12+,20-13-	UOIJSECYLHJSGO-FDTGUPFSSA-N
0	2	CCCCC(C)(C)c1cccc(/C=C\C=C\CCC(=O)O)c1	InChI=1S/C20H28O2/c1-4-5-15-20(2,3)18-13-10-12-17(16-18)11-8-6-7-9-14-19(21)22/h6-8,10-13,16H,4-5,9,14-15H2,1-3H3,(H,21,22)/b7-6+,11-8-	QYZBQYUARVSOGW-VEQVDCDKSA-N
1	1	COCc1ccc2c(c1C(=O)O)[C@@H]1C(=CCc3ccc(O)cc31)c1occ(CC(=O)O)c1-2	InChI=1S/C25H20O7/c1-31-10-13-4-6-16-20-14(8-19(27)28)11-32-24(20)17-7-3-12-2-5-15(26)9-18(12)22(17)23(16)21(13)25(29)30/h2,4-7,9,11,22,26H,3,8,10H2,1H3,(H,27,28)(H,29,30)/t22-/m1/s1	FEXOEUFGQRLTRZ-JOCHJYFZSA-N
1	1	CO[C@@H]1C(S(N)(=O)=O)=C(C(=O)O)Cc2cccc(C)c21	InChI=1S/C13H15NO5S/c1-7-4-3-5-8-6-9(13(15)16)12(20(14,17)18)11(19-2)10(7)8/h3-5,11H,6H2,1-2H3,(H,15,16)(H2,14,17,18)/t11-/m0/s1	HVLGQQNGVRCBJW-NSHDSACASA-N
1	1	O=C(O)CC[C@H](c1ccccc1)c1ccc(CO)cc1	InChI=1S/C17H18O3/c18-12-13-6-8-15(9-7-13)16(10-11-17(19)20)14-4-2-1-3-5-14/h1-9,16,18H,10-12H2,(H,19,20)/t16-/m1/s1	WKZWWNVWXPSWED-MRXNPFEDSA-N
0	2	CC(=C/CC1=C(C#N)Cc2ccnc(O)c2N1)/C=C(\CC(=O)CC(=O)O)C(=O)CC(=O)O	InChI=1S/C22H21N3O7/c1-12(6-14(18(27)10-20(30)31)8-16(26)9-19(28)29)2-3-17-15(11-23)7-13-4-5-24-22(32)21(13)25-17/h2,4-6,25H,3,7-10H2,1H3,(H,24,32)(H,28,29)(H,30,31)/b12-2-,14-6+	MRKIGOZYOJGYSE-YFGRIILKSA-N
1	1	CCc1cc2cc3cc(-c4ccc(C)o4)ccc3cc2cc1[C@H](CO)OC	InChI=1S/C24H24O3/c1-4-16-9-20-12-19-11-18(23-8-5-15(2)27-23)7-6-17(19)10-21(20)13-22(16)24(14-25)26-3/h5-13,24-25H,4,14H2,1-3H3/t24-/m0/s1	LHPXJRNZEJAXGW-DEOSSOPVSA-N
1	1	CCCOc1c2ccc(C(C)C)cc2c(C(=O)O)c2c(F)c(C)cc([C@H](C(=O)O)C(F)(F)F)c12	InChI=1S/C25H24F4O5/c1-5-8-34-22-14-7-6-13(11(2)3)10-15(14)18(23(30)31)19-17(22)16(9-12(4)21(19)26)20(24(32)33)25(27,28)29/h6-7,9-11,20H,5,8H2,1-4H3,(H,30,31)(H,32,33)/t20-/m1/s1	REFMILPHTGHFIP-HXUWFJFHSA-N
0	1	C/C=C(\Cc1cccc(-c2cc(CNC=O)ccc2C)c1)C(=O)O	InChI=1S/C20H21NO3/c1-3-17(20(23)24)9-15-5-4-6-18(10-15)19-11-16(12-21-13-22)8-7-14(19)2/h3-8,10-11,13H,9,12H2,1-2H3,(H,21,22)(H,23,24)/b17-3+	RZVNQFSFBOWOEB-IJUHEHPCSA-N
0	1	CCCOc1cc(COC)c2c(O)ccc(/C=C(\CCN(C)C)C(=O)O)c2c1	InChI=1S/C22H29NO5/c1-5-10-28-18-12-17(14-27-4)21-19(13-18)15(6-7-20(21)24)11-16(22(25)26)8-9-23(2)3/h6-7,11-13,24H,5,8-10,14H2,1-4H3,(H,25,26)/b16-11+	RJQGVHSEILAAEJ-LFIBNONCSA-N
0	4	C/C=C\C=C(CCO)\C(Cl)=C/CO/C(=C/C(=O)O)CC(=O)O	InChI=1S/C15H19ClO6/c1-2-3-4-11(5-7-17)13(16)6-8-22-12(9-14(18)19)10-15(20)21/h2-4,6,9,17H,5,7-8,10H2,1H3,(H,18,19)(H,20,21)/b3-2-,11-4+,12-9+,13-6+	QYQUACYANCPOKM-BYVCWTBFSA-N
3	3	C=C(C(=O)O)[C@@H](Cc1ccccc1)C1=N[C@@H](CC)c2ccccc2[C@@H]1C	InChI=1S/C23H25NO2/c1-4-21-19-13-9-8-12-18(19)15(2)22(24-21)20(16(3)23(25)26)14-17-10-6-5-7-11-17/h5-13,15,20-21H,3-4,14H2,1-2H3,(H,25,26)/t15-,20+,21-/m0/s1	CEOBVCRUFKSLEG-RVHYNSKXSA-N
1	1	CO[C@@H]1C=C(F)c2cc(CCC(=O)O)c(C(N)=O)c3cc(C)c(C(=O)O)c1c23	InChI=1S/C20H18FNO6/c1-8-5-11-16(19(22)25)9(3-4-14(23)24)6-10-12(21)7-13(28-2)18(17(10)11)15(8)20(26)27/h5-7,13H,3-4H2,1-2H3,(H2,22,25)(H,23,24)(H,26,27)/t13-/m1/s1	WEAJMYSPOXZYKK-CYBMUJFWSA-N
0	1	O=C(O)C/N=C(\O)c1ccc(C(=O)O)c(O)c1CCCC(F)(F)c1ccccc1F	InChI=1S/C20H18F3NO6/c21-15-6-2-1-5-14(15)20(22,23)9-3-4-11-12(18(28)24-10-16(25)26)7-8-13(17(11)27)19(29)30/h1-2,5-8,27H,3-4,9-10H2,(H,24,28)(H,25,26)(H,29,30)	PZBWWHJJUKAHTH-UHFFFAOYSA-N
0	1	COc1cccc(/[N+](=C(/C)N)c2csc3cc(OC)ccc23)c1	InChI=1S/C18H18N2O2S/c1-12(19)20(13-5-4-6-14(9-13)21-2)17-11-23-18-10-15(22-3)7-8-16(17)18/h4-11,19H,1-3H3/p+1	CGUXBGYABWORSV-UHFFFAOYSA-O
1	2	C=C/C(C(=O)O)=C(/C[C@H](C)O)c1ccc(C(=O)O)cc1	InChI=1S/C15H16O5/c1-3-12(15(19)20)13(8-9(2)16)10-4-6-11(7-5-10)14(17)18/h3-7,9,16H,1,8H2,2H3,(H,17,18)(H,19,20)/b13-12+/t9-/m0/s1	RWWXXZURIOZRRV-XRNDOFNESA-N
0	0	CCCC(=O)N(C(=O)Cc1cccc(CCC)c1)S(=O)(=O)c1ccccc1	InChI=1S/C21H25NO4S/c1-3-9-17-11-8-12-18(15-17)16-21(24)22(20(23)10-4-2)27(25,26)19-13-6-5-7-14-19/h5-8,11-15H,3-4,9-10,16H2,1-2H3	QLGGNEAHKLCPPN-UHFFFAOYSA-N
0	1	COCCCOC(=O)c1cccc2c(N(C)/C=C3/C=CC([N+](=O)[O-])=CC3)cccc12	InChI=1S/C23H24N2O5/c1-24(16-17-10-12-18(13-11-17)25(27)28)22-9-4-6-19-20(22)7-3-8-21(19)23(26)30-15-5-14-29-2/h3-4,6-10,12-13,16H,5,11,14-15H2,1-2H3/b17-16-	RRFYBXSKTXVCNW-MSUUIHNZSA-N
1	1	C[C@@H]1CCCc2ccc(-c3ccc4oc(CCOC(=O)CCO)cc4c3)cc21	InChI=1S/C24H26O4/c1-16-3-2-4-17-5-6-19(15-22(16)17)18-7-8-23-20(13-18)14-21(28-23)10-12-27-24(26)9-11-25/h5-8,13-16,25H,2-4,9-12H2,1H3/t16-/m1/s1	DWDUBLFTUWHACI-MRXNPFEDSA-N
0	0	O=C(Nc1cc2ccccc2c(O)c1C(=O)O)c1ccccc1	InChI=1S/C18H13NO4/c20-16-13-9-5-4-8-12(13)10-14(15(16)18(22)23)19-17(21)11-6-2-1-3-7-11/h1-10,20H,(H,19,21)(H,22,23)	IDENUCWPWKIXEY-UHFFFAOYSA-N
0	0	CCc1ccc(CCCC(=O)N(C(=O)CC(C)C)C(=O)c2ccc[nH]2)cc1	InChI=1S/C22H28N2O3/c1-4-17-10-12-18(13-11-17)7-5-9-20(25)24(21(26)15-16(2)3)22(27)19-8-6-14-23-19/h6,8,10-14,16,23H,4-5,7,9,15H2,1-3H3	HYHBGYGIKOGZIT-UHFFFAOYSA-N
0	0	COc1cc(Cl)cc2cnc(O)c(OC(=O)c3cnc(O)c4c(C(=O)OC(C)C)cccc34)c12	InChI=1S/C24H19ClN2O7/c1-11(2)33-23(30)15-6-4-5-14-16(10-27-21(28)19(14)15)24(31)34-20-18-12(9-26-22(20)29)7-13(25)8-17(18)32-3/h4-11H,1-3H3,(H,26,29)(H,27,28)	AGKODLVWNXYNHY-UHFFFAOYSA-N
1	1	CCC(=O)O[C@@H]1C(O)=C(C(=O)O)C(=O)c2c(O)cc(O)c(O)c21	InChI=1S/C14H12O9/c1-2-6(17)23-13-8-7(4(15)3-5(16)10(8)18)11(19)9(12(13)20)14(21)22/h3,13,15-16,18,20H,2H2,1H3,(H,21,22)/t13-/m0/s1	UEZISOWFAMHODA-ZDUSSCGKSA-N
0	0	O=C(O)CC(=O)NCc1cc(Cl)cc(F)c1CC(=O)O	InChI=1S/C12H11ClFNO5/c13-7-1-6(5-15-10(16)4-12(19)20)8(3-11(17)18)9(14)2-7/h1-2H,3-5H2,(H,15,16)(H,17,18)(H,19,20)	KMTSCOUVDOTEQF-UHFFFAOYSA-N
0	3	O=C/C(=C\C(=C/c1ccc(C(=O)O)c(Cl)c1)N/C=C/C(=O)NO)C(=O)O	InChI=1S/C16H13ClN2O7/c17-13-6-9(1-2-12(13)16(24)25)5-11(7-10(8-20)15(22)23)18-4-3-14(21)19-26/h1-8,18,26H,(H,19,21)(H,22,23)(H,24,25)/b4-3+,10-7+,11-5+	VDPCUSSZBGJDST-CTPLILHQSA-N
1	1	CO[C@H](C(=O)O)c1c(CC(C)(C)C)cc(O)c2cc(C(=O)O)ccc12	InChI=1S/C19H22O6/c1-19(2,3)9-11-8-14(20)13-7-10(17(21)22)5-6-12(13)15(11)16(25-4)18(23)24/h5-8,16,20H,9H2,1-4H3,(H,21,22)(H,23,24)/t16-/m0/s1	HPIJEOIHGMJPJS-INIZCTEOSA-N
0	0	O=C(Nc1cc2cccc(Cl)c2cc1O)OC(=O)NS(=O)(=O)c1ccc[nH]1	InChI=1S/C16H12ClN3O6S/c17-11-4-1-3-9-7-12(13(21)8-10(9)11)19-15(22)26-16(23)20-27(24,25)14-5-2-6-18-14/h1-8,18,21H,(H,19,22)(H,20,23)	WDKSWXYHDJQCNS-UHFFFAOYSA-N
1	2	O=CN/C(O)=N\c1cc(O)c2ccc(CCC(=O)O)cc2c1CC1=CC(=O)C=C[C@@H]1O	InChI=1S/C22H20N2O7/c25-11-23-22(31)24-18-10-20(28)15-4-1-12(2-6-21(29)30)7-16(15)17(18)9-13-8-14(26)3-5-19(13)27/h1,3-5,7-8,10-11,19,27-28H,2,6,9H2,(H,29,30)(H2,23,24,25,31)/t19-/m0/s1	CVRDUKNFLXBWCW-IBGZPJMESA-N
0	0	CC(C)c1ccc2c(O)ccc(NC(=O)O)c2c1	InChI=1S/C14H15NO3/c1-8(2)9-3-4-10-11(7-9)12(15-14(17)18)5-6-13(10)16/h3-8,15-16H,1-2H3,(H,17,18)	YMMGNCJEMNFVRI-UHFFFAOYSA-N
1	2	O=C[C@@H](CC(=O)/C(=C/C(=O)O)CCCc1ccccc1)c1ccc(CCC(=O)O)cc1Cl	InChI=1S/C25H25ClO6/c26-22-13-18(10-12-24(29)30)9-11-21(22)20(16-27)14-23(28)19(15-25(31)32)8-4-7-17-5-2-1-3-6-17/h1-3,5-6,9,11,13,15-16,20H,4,7-8,10,12,14H2,(H,29,30)(H,31,32)/b19-15+/t20-/m1/s1	OPXMGDCHMCZMIK-ZWUNQBBJSA-N
1	1	CCOC(=O)[C@H](Cc1[nH]c2ccc(CC)n2c1O)c1ccc(Cl)cc1	InChI=1S/C19H21ClN2O3/c1-3-14-9-10-17-21-16(18(23)22(14)17)11-15(19(24)25-4-2)12-5-7-13(20)8-6-12/h5-10,15,21,23H,3-4,11H2,1-2H3/t15-/m1/s1	VNVQXKZOAICOPP-OAHLLOKOSA-N
0	0	Cc1ccc(CC(=O)NC(=O)NC(=O)c2ccco2)cc1Cl	InChI=1S/C15H13ClN2O4/c1-9-4-5-10(7-11(9)16)8-13(19)17-15(21)18-14(20)12-3-2-6-22-12/h2-7H,8H2,1H3,(H2,17,18,19,20,21)	TTZNWQWLZUJPNG-UHFFFAOYSA-N
0	1	C/C(O)=N\C(=O)c1ncoc1-c1cc(O)ccc1C(=O)NCC(=O)O	InChI=1S/C15H13N3O7/c1-7(19)18-15(24)12-13(25-6-17-12)10-4-8(20)2-3-9(10)14(23)16-5-11(21)22/h2-4,6,20H,5H2,1H3,(H,16,23)(H,21,22)(H,18,19,24)	AFWCIHXESQJUKZ-UHFFFAOYSA-N
0	0	CCc1ccc(OC)c(COc2cccc(O)c2)c1O	InChI=1S/C16H18O4/c1-3-11-7-8-15(19-2)14(16(11)18)10-20-13-6-4-5-12(17)9-13/h4-9,17-18H,3,10H2,1-2H3	ZAJUXRGTUCLWGD-UHFFFAOYSA-N
0	0	Cc1c(C(N)=O)sc2c1cc(CC(=O)O)c1c(C(=O)O)cc(O)cc12	InChI=1S/C17H13NO6S/c1-6-9-2-7(3-12(20)21)13-10(15(9)25-14(6)16(18)22)4-8(19)5-11(13)17(23)24/h2,4-5,19H,3H2,1H3,(H2,18,22)(H,20,21)(H,23,24)	AVIRYLXFHLTNMZ-UHFFFAOYSA-N
0	0	Cc1c(CCC(=O)O)ccnc1Cc1ccc(C(C(=O)O)C(=O)O)c(C(=O)O)c1	InChI=1S/C20H19NO8/c1-10-12(3-5-16(22)23)6-7-21-15(10)9-11-2-4-13(14(8-11)18(24)25)17(19(26)27)20(28)29/h2,4,6-8,17H,3,5,9H2,1H3,(H,22,23)(H,24,25)(H,26,27)(H,28,29)	PBINTEYGAZPKHA-UHFFFAOYSA-N
1	1	CCC[C@@H](C=O)NC(=O)Nc1cc2cccc(Br)c2o1	InChI=1S/C14H15BrN2O3/c1-2-4-10(8-18)16-14(19)17-12-7-9-5-3-6-11(15)13(9)20-12/h3,5-8,10H,2,4H2,1H3,(H2,16,17,19)/t10-/m0/s1	SLDOUXKMNMUEKJ-JTQLQIEISA-N
1	2	C=CCc1cc(CO)c([C@H](O)C(=O)OS(=O)(=O)O)c(/C(O)=C\c2ccccc2C(=O)O)c1	InChI=1S/C21H20O10S/c1-2-5-12-8-14(11-22)18(19(24)21(27)31-32(28,29)30)16(9-12)17(23)10-13-6-3-4-7-15(13)20(25)26/h2-4,6-10,19,22-24H,1,5,11H2,(H,25,26)(H,28,29,30)/b17-10+/t19-/m0/s1	SPXFMDCDRSWHKX-DMVFFGLYSA-N
0	0	CC(C)c1coc2c(C(C)(C)C)cc(N=C(N)N)cc12	InChI=1S/C16H23N3O/c1-9(2)12-8-20-14-11(12)6-10(19-15(17)18)7-13(14)16(3,4)5/h6-9H,1-5H3,(H4,17,18,19)	QERZWMZVJNLECX-UHFFFAOYSA-N
0	2	N#C/C=C/C=C\c1cccc(C(=O)OC(=O)Cc2[nH]c(O)c3c2CC=CC3)c1	InChI=1S/C22H18N2O4/c23-12-5-1-2-7-15-8-6-9-16(13-15)22(27)28-20(25)14-19-17-10-3-4-11-18(17)21(26)24-19/h1-9,13,24,26H,10-11,14H2/b5-1+,7-2-	XEIMOPKFJHOLKX-XFJJLZRNSA-N
0	0	CCNc1c(C(C)=O)c(S(C)(=O)=O)c(O)c2c(CO)cc(F)cc12	InChI=1S/C16H18FNO5S/c1-4-18-14-11-6-10(17)5-9(7-19)13(11)15(21)16(24(3,22)23)12(14)8(2)20/h5-6,18-19,21H,4,7H2,1-3H3	MSHKFACQYWWXNG-UHFFFAOYSA-N
1	2	C=CC/C(CCC(C)=O)=C(/C[C@@H]1C=C(O)Cc2c(C(=O)O)cccc21)C(=O)O	InChI=1S/C22H24O6/c1-3-5-14(9-8-13(2)23)19(22(27)28)11-15-10-16(24)12-20-17(15)6-4-7-18(20)21(25)26/h3-4,6-7,10,15,24H,1,5,8-9,11-12H2,2H3,(H,25,26)(H,27,28)/b19-14+/t15-/m0/s1	XEUJMZRNXREDGT-FHHIAAGZSA-N
0	0	CCCOc1c(OC)cc2c(C)ccc(O)c2c1-c1c(O)ccc(C)c1C(=O)O	InChI=1S/C23H24O6/c1-5-10-29-22-17(28-4)11-14-12(2)6-8-15(24)19(14)21(22)20-16(25)9-7-13(3)18(20)23(26)27/h6-9,11,24-25H,5,10H2,1-4H3,(H,26,27)	ZMJVMHKERAYDDS-UHFFFAOYSA-N
1	1	CCCCCOc1ccc(C)c2c1[C@@H](O)C=CC2	InChI=1S/C16H22O2/c1-3-4-5-11-18-15-10-9-12(2)13-7-6-8-14(17)16(13)15/h6,8-10,14,17H,3-5,7,11H2,1-2H3/t14-/m0/s1	YQGNHFDBXOUZJM-AWEZNQCLSA-N
