tetra	ez	Structure of rdSMILES [idcode]	rdSMILES	rdInChI	rdInChIKey	dwSmiles	diff_rd_dw_SMILES	dwInChI	diff_rd_dw_inchi	dwInChI-Key	diff_rd_dw_inchikey	
1	1	fc@P@@HyIIeUyUWYVv]F|FkY{ZjjZ@H@Jj@h]`@	C[C@@H]1CCCc2ccc(-c3ccc4oc(CCOC(=O)CCO)cc4c3)cc21	InChI=1S/C24H26O4/c1-16-3-2-4-17-5-6-19(15-22(16)17)18-7-8-23-20(13-18)14-21(28-23)10-12-27-24(26)9-11-25/h5-8,13-16,25H,2-4,9-12H2,1H3/t16-/m1/s1	DWDUBLFTUWHACI-MRXNPFEDSA-N	C[C@H](CCC1)c2c1ccc(-c(cc1)cc3c1[o]c(CCOC(CCO)=O)c3)c2	0	InChI=1S/C24H26O4/c1-16-3-2-4-17-5-6-19(15-22(16)17)18-7-8-23-20(13-18)14-21(28-23)10-12-27-24(26)9-11-25/h5-8,13-16,25H,2-4,9-12H2,1H3/t16-/m1/s1	1	DWDUBLFTUWHACI-MRXNPFEDSA-N	1	
0	0	fns`P@A@PsvQSQQSQYJHsIRTzMVmADA@p@@@@@	O=C(Nc1cc2ccccc2c(O)c1C(=O)O)c1ccccc1	InChI=1S/C18H13NO4/c20-16-13-9-5-4-8-12(13)10-14(15(16)18(22)23)19-17(21)11-6-2-1-3-7-11/h1-10,20H,(H,19,21)(H,22,23)	IDENUCWPWKIXEY-UHFFFAOYSA-N	OC(c(c(NC(c1ccccc1)=O)cc1ccccc11)c1O)=O	0	InChI=1S/C18H13NO4/c20-16-13-9-5-4-8-12(13)10-14(15(16)18(22)23)19-17(21)11-6-2-1-3-7-11/h1-10,20H,(H,19,21)(H,22,23)	1	IDENUCWPWKIXEY-UHFFFAOYSA-N	1	
0	0	fmgQ`@DL@IVQQQQQQKXqEQIYFmt[URsUUT@EH@@	CCc1ccc(CCCC(=O)N(C(=O)CC(C)C)C(=O)c2ccc[nH]2)cc1	InChI=1S/C22H28N2O3/c1-4-17-10-12-18(13-11-17)7-5-9-20(25)24(21(26)15-16(2)3)22(27)19-8-6-14-23-19/h6,8,10-14,16,23H,4-5,7,9,15H2,1-3H3	HYHBGYGIKOGZIT-UHFFFAOYSA-N	CCc1ccc(CCCC(N(C(CC(C)C)=O)C(c2ccc[nH]2)=O)=O)cc1	0	InChI=1S/C22H28N2O3/c1-4-17-10-12-18(13-11-17)7-5-9-20(25)24(21(26)15-16(2)3)22(27)19-8-6-14-23-19/h6,8,10-14,16,23H,4-5,7,9,15H2,1-3H3	1	HYHBGYGIKOGZIT-UHFFFAOYSA-N	1	
0	0	edZTNH@MFfCO@ekg`HcHhdhdeidhXheEeCBiQqiXuuL]@DDDTp@@TMT@@@@	COc1cc(Cl)cc2cnc(O)c(OC(=O)c3cnc(O)c4c(C(=O)OC(C)C)cccc34)c12	InChI=1S/C24H19ClN2O7/c1-11(2)33-23(30)15-6-4-5-14-16(10-27-21(28)19(14)15)24(31)34-20-18-12(9-26-22(20)29)7-13(25)8-17(18)32-3/h4-11H,1-3H3,(H,26,29)(H,27,28)	AGKODLVWNXYNHY-UHFFFAOYSA-N	CC(C)OC(c1c2c(O)ncc(C(Oc3c4c(OC)cc(Cl)cc4cnc3O)=O)c2ccc1)=O	0	InChI=1S/C24H19ClN2O7/c1-11(2)33-23(30)15-6-4-5-14-16(10-27-21(28)19(14)15)24(31)34-20-18-12(9-26-22(20)29)7-13(25)8-17(18)32-3/h4-11H,1-3H3,(H,26,29)(H,27,28)	1	AGKODLVWNXYNHY-UHFFFAOYSA-N	1	
1	1	fncAH@@BMYpXiKdTTTTTRfRntsMJ|tCPTqUMQCT@@	CCC(=O)O[C@@H]1C(O)=C(C(=O)O)C(=O)c2c(O)cc(O)c(O)c21	InChI=1S/C14H12O9/c1-2-6(17)23-13-8-7(4(15)3-5(16)10(8)18)11(19)9(12(13)20)14(21)22/h3,13,15-16,18,20H,2H2,1H3,(H,21,22)/t13-/m0/s1	UEZISOWFAMHODA-ZDUSSCGKSA-N	CCC(O[C@@H](c(c1c(cc2O)O)c2O)C(O)=C(C(O)=O)C1=O)=O	0	InChI=1S/C14H12O9/c1-2-6(17)23-13-8-7(4(15)3-5(16)10(8)18)11(19)9(12(13)20)14(21)22/h3,13,15-16,18,20H,2H2,1H3,(H,21,22)/t13-/m0/s1	1	UEZISOWFAMHODA-ZDUSSCGKSA-N	1	
0	0	fbeaQ@EV]yNPQCICHhdhldeEJiSd@QUSML@@@	O=C(O)CC(=O)NCc1cc(Cl)cc(F)c1CC(=O)O	InChI=1S/C12H11ClFNO5/c13-7-1-6(5-15-10(16)4-12(19)20)8(3-11(17)18)9(14)2-7/h1-2H,3-5H2,(H,15,16)(H,17,18)(H,19,20)	KMTSCOUVDOTEQF-UHFFFAOYSA-N	OC(CC(NCc1cc(Cl)cc(F)c1CC(O)=O)=O)=O	0	InChI=1S/C12H11ClFNO5/c13-7-1-6(5-15-10(16)4-12(19)20)8(3-11(17)18)9(14)2-7/h1-2H,3-5H2,(H,15,16)(H,17,18)(H,19,20)	1	KMTSCOUVDOTEQF-UHFFFAOYSA-N	1	
0	3	fekQr@CCxHmV}fBHrJJIQJjIIQJIQleA@qMRuLm@LJgWh	O=C/C(=C\C(=C/c1ccc(C(=O)O)c(Cl)c1)N/C=C/C(=O)NO)C(=O)O	InChI=1S/C16H13ClN2O7/c17-13-6-9(1-2-12(13)16(24)25)5-11(7-10(8-20)15(22)23)18-4-3-14(21)19-26/h1-8,18,26H,(H,19,21)(H,22,23)(H,24,25)/b4-3+,10-7+,11-5+	VDPCUSSZBGJDST-CTPLILHQSA-N	OC(/C(/C=O)=C/C(/N/C=C/C(NO)=O)=C\c(cc1)cc(Cl)c1C(O)=O)=O	0	InChI=1S/C16H13ClN2O7/c17-13-6-9(1-2-12(13)16(24)25)5-11(7-10(8-20)15(22)23)18-4-3-14(21)19-26/h1-8,18,26H,(H,19,21)(H,22,23)(H,24,25)/b4-3+,10-7+,11-5+	1	VDPCUSSZBGJDST-CTPLILHQSA-N	1	
1	1	fik@p@@HTDmTfyVyuYVZyHuf`@HBjij``y@@	CO[C@H](C(=O)O)c1c(CC(C)(C)C)cc(O)c2cc(C(=O)O)ccc12	InChI=1S/C19H22O6/c1-19(2,3)9-11-8-14(20)13-7-10(17(21)22)5-6-12(13)15(11)16(25-4)18(23)24/h5-8,16,20H,9H2,1-4H3,(H,21,22)(H,23,24)/t16-/m0/s1	HPIJEOIHGMJPJS-INIZCTEOSA-N	CC(C)(C)Cc1cc(O)c(cc(cc2)C(O)=O)c2c1[C@@H](C(O)=O)OC	0	InChI=1S/C19H22O6/c1-19(2,3)9-11-8-14(20)13-7-10(17(21)22)5-6-12(13)15(11)16(25-4)18(23)24/h5-8,16,20H,9H2,1-4H3,(H,21,22)(H,23,24)/t16-/m0/s1	1	HPIJEOIHGMJPJS-INIZCTEOSA-N	1	
0	0	fmwpq@CI{iwhejBHrDYEEDhmeeLieHXdpTeSW@@@UMMKSPH@@	O=C(Nc1cc2cccc(Cl)c2cc1O)OC(=O)NS(=O)(=O)c1ccc[nH]1	InChI=1S/C16H12ClN3O6S/c17-11-4-1-3-9-7-12(13(21)8-10(9)11)19-15(22)26-16(23)20-27(24,25)14-5-2-6-18-14/h1-8,18,21H,(H,19,22)(H,20,23)	WDKSWXYHDJQCNS-UHFFFAOYSA-N	Oc(cc1c(Cl)cccc1c1)c1NC(OC(NS(c1ccc[nH]1)(=O)=O)=O)=O	0	InChI=1S/C16H12ClN3O6S/c17-11-4-1-3-9-7-12(13(21)8-10(9)11)19-15(22)26-16(23)20-27(24,25)14-5-2-6-18-14/h1-8,18,21H,(H,19,22)(H,20,23)	1	WDKSWXYHDJQCNS-UHFFFAOYSA-N	1	
1	2	eohTN@@CJ`ABfmkglbbRfVbbbRRbRqRthX\brzZVjB@PJbif``XTGd@	O=CN/C(O)=N\c1cc(O)c2ccc(CCC(=O)O)cc2c1CC1=CC(=O)C=C[C@@H]1O	InChI=1S/C22H20N2O7/c25-11-23-22(31)24-18-10-20(28)15-4-1-12(2-6-21(29)30)7-16(15)17(18)9-13-8-14(26)3-5-19(13)27/h1,3-5,7-8,10-11,19,27-28H,2,6,9H2,(H,29,30)(H2,23,24,25,31)/t19-/m0/s1	CVRDUKNFLXBWCW-IBGZPJMESA-N	O[C@@H](C=C1)C(Cc(c2cc(CCC(O)=O)ccc2c(O)c2)c2/N=C(\NC=O)/O)=CC1=O	0	InChI=1S/C22H20N2O7/c25-11-23-22(31)24-18-10-20(28)15-4-1-12(2-6-21(29)30)7-16(15)17(18)9-13-8-14(26)3-5-19(13)27/h1,3-5,7-8,10-11,19,27-28H,2,6,9H2,(H,29,30)(H2,23,24,25,31)/t19-/m0/s1	1	CVRDUKNFLXBWCW-IBGZPJMESA-N	1	
0	0	fdya`@L@Q[HieEDhldYIQgMP@@QT@@@	CC(C)c1ccc2c(O)ccc(NC(=O)O)c2c1	InChI=1S/C14H15NO3/c1-8(2)9-3-4-10-11(7-9)12(15-14(17)18)5-6-13(10)16/h3-8,15-16H,1-2H3,(H,17,18)	YMMGNCJEMNFVRI-UHFFFAOYSA-N	CC(C)c(cc12)ccc1c(O)ccc2NC(O)=O	0	InChI=1S/C14H15NO3/c1-8(2)9-3-4-10-11(7-9)12(15-14(17)18)5-6-13(10)16/h3-8,15-16H,1-2H3,(H,17,18)	1	YMMGNCJEMNFVRI-UHFFFAOYSA-N	1	
1	2	e`XPFH@MGLbna`HcHhhdhlehmEDcDUDdqp}}@PUMMLuMP@AAQH@h	O=C[C@@H](CC(=O)/C(=C/C(=O)O)CCCc1ccccc1)c1ccc(CCC(=O)O)cc1Cl	InChI=1S/C25H25ClO6/c26-22-13-18(10-12-24(29)30)9-11-21(22)20(16-27)14-23(28)19(15-25(31)32)8-4-7-17-5-2-1-3-6-17/h1-3,5-6,9,11,13,15-16,20H,4,7-8,10,12,14H2,(H,29,30)(H,31,32)/b19-15+/t20-/m1/s1	OPXMGDCHMCZMIK-ZWUNQBBJSA-N	OC(CCc1cc(Cl)c([C@H](CC(/C(/CCCc2ccccc2)=C/C(O)=O)=O)C=O)cc1)=O	0	InChI=1S/C25H25ClO6/c26-22-13-18(10-12-24(29)30)9-11-21(22)20(16-27)14-23(28)19(15-25(31)32)8-4-7-17-5-2-1-3-6-17/h1-3,5-6,9,11,13,15-16,20H,4,7-8,10,12,14H2,(H,29,30)(H,31,32)/b19-15+/t20-/m1/s1	1	OPXMGDCHMCZMIK-ZWUNQBBJSA-N	1	
1	1	fi{Qb@GYUiHHaIe]f]e[uzLcfkX@JfjZijbX\P@	CCOC(=O)[C@H](Cc1[nH]c2ccc(CC)n2c1O)c1ccc(Cl)cc1	InChI=1S/C19H21ClN2O3/c1-3-14-9-10-17-21-16(18(23)22(14)17)11-15(19(24)25-4-2)12-5-7-13(20)8-6-12/h5-10,15,21,23H,3-4,11H2,1-2H3/t15-/m1/s1	VNVQXKZOAICOPP-OAHLLOKOSA-N	CCc1ccc2[n]1c(O)c(C[C@@H](C(OCC)=O)c(cc1)ccc1Cl)[nH]2	0	InChI=1S/C19H21ClN2O3/c1-3-14-9-10-17-21-16(18(23)22(14)17)11-15(19(24)25-4-2)12-5-7-13(20)8-6-12/h5-10,15,21,23H,3-4,11H2,1-2H3/t15-/m1/s1	1	VNVQXKZOAICOPP-OAHLLOKOSA-N	1	
0	0	ff}PR@MNUXJPQBSLommmrlxVlAASSSSP`@@	Cc1ccc(CC(=O)NC(=O)NC(=O)c2ccco2)cc1Cl	InChI=1S/C15H13ClN2O4/c1-9-4-5-10(7-11(9)16)8-13(19)17-15(21)18-14(20)12-3-2-6-22-12/h2-7H,8H2,1H3,(H2,17,18,19,20,21)	TTZNWQWLZUJPNG-UHFFFAOYSA-N	Cc(ccc(CC(NC(NC(c1ccc[o]1)=O)=O)=O)c1)c1Cl	0	InChI=1S/C15H13ClN2O4/c1-9-4-5-10(7-11(9)16)8-13(19)17-15(21)18-14(20)12-3-2-6-22-12/h2-7H,8H2,1H3,(H2,17,18,19,20,21)	1	TTZNWQWLZUJPNG-UHFFFAOYSA-N	1	
0	1	fikqp@DQjCQkYKwHheDheEEUDXUE^CEjB`ZRjYhPPk@	C/C(O)=N\C(=O)c1ncoc1-c1cc(O)ccc1C(=O)NCC(=O)O	InChI=1S/C15H13N3O7/c1-7(19)18-15(24)12-13(25-6-17-12)10-4-8(20)2-3-9(10)14(23)16-5-11(21)22/h2-4,6,20H,5H2,1H3,(H,16,23)(H,21,22)(H,18,19,24)	AFWCIHXESQJUKZ-UHFFFAOYSA-N	C/C(/O)=N\C(c1c(-c(cc(cc2)O)c2C(NCC(O)=O)=O)[o]cn1)=O	0	InChI=1S/C15H13N3O7/c1-7(19)18-15(24)12-13(25-6-17-12)10-4-8(20)2-3-9(10)14(23)16-5-11(21)22/h2-4,6,20H,5H2,1H3,(H,16,23)(H,21,22)(H,18,19,24)	1	AFWCIHXESQJUKZ-UHFFFAOYSA-N	1	
0	0	fbu@P@@JL{IEDdhihiXcsW`tD@QDEP@@@	CCc1ccc(OC)c(COc2cccc(O)c2)c1O	InChI=1S/C16H18O4/c1-3-11-7-8-15(19-2)14(16(11)18)10-20-13-6-4-5-12(17)9-13/h4-9,17-18H,3,10H2,1-2H3	ZAJUXRGTUCLWGD-UHFFFAOYSA-N	CCc(c(O)c1COc2cc(O)ccc2)ccc1OC	0	InChI=1S/C16H18O4/c1-3-11-7-8-15(19-2)14(16(11)18)10-20-13-6-4-5-12(17)9-13/h4-9,17-18H,3,10H2,1-2H3	1	ZAJUXRGTUCLWGD-UHFFFAOYSA-N	1	
0	0	fi{`r@CZrVoQ`BLdTTTRTTSbRflIRSoQhF@f@bff`@@	Cc1c(C(N)=O)sc2c1cc(CC(=O)O)c1c(C(=O)O)cc(O)cc12	InChI=1S/C17H13NO6S/c1-6-9-2-7(3-12(20)21)13-10(15(9)25-14(6)16(18)22)4-8(19)5-11(13)17(23)24/h2,4-5,19H,3H2,1H3,(H2,18,22)(H,20,21)(H,23,24)	AVIRYLXFHLTNMZ-UHFFFAOYSA-N	Cc1c(C(N)=O)[s]c(c2cc(O)c3)c1cc(CC(O)=O)c2c3C(O)=O	0	InChI=1S/C17H13NO6S/c1-6-9-2-7(3-12(20)21)13-10(15(9)25-14(6)16(18)22)4-8(19)5-11(13)17(23)24/h2,4-5,19H,3H2,1H3,(H2,18,22)(H,20,21)(H,23,24)	1	AVIRYLXFHLTNMZ-UHFFFAOYSA-N	1	
0	0	fko`H@D`QYw`{OdTtTRTVbb\RbQR`iUztAATsPAES@@@	Cc1c(CCC(=O)O)ccnc1Cc1ccc(C(C(=O)O)C(=O)O)c(C(=O)O)c1	InChI=1S/C20H19NO8/c1-10-12(3-5-16(22)23)6-7-21-15(10)9-11-2-4-13(14(8-11)18(24)25)17(19(26)27)20(28)29/h2,4,6-8,17H,3,5,9H2,1H3,(H,22,23)(H,24,25)(H,26,27)(H,28,29)	PBINTEYGAZPKHA-UHFFFAOYSA-N	Cc1c(CCC(O)=O)ccnc1Cc1cc(C(O)=O)c(C(C(O)=O)C(O)=O)cc1	0	InChI=1S/C20H19NO8/c1-10-12(3-5-16(22)23)6-7-21-15(10)9-11-2-4-13(14(8-11)18(24)25)17(19(26)27)20(28)29/h2,4,6-8,17H,3,5,9H2,1H3,(H,22,23)(H,24,25)(H,26,27)(H,28,29)	1	PBINTEYGAZPKHA-UHFFFAOYSA-N	1	
1	1	fbuQb@EVHZHLSHhhdibieDlpWIPPQTuSPp\`@	CCC[C@@H](C=O)NC(=O)Nc1cc2cccc(Br)c2o1	InChI=1S/C14H15BrN2O3/c1-2-4-10(8-18)16-14(19)17-12-7-9-5-3-6-11(15)13(9)20-12/h3,5-8,10H,2,4H2,1H3,(H2,16,17,19)/t10-/m0/s1	SLDOUXKMNMUEKJ-JTQLQIEISA-N	CCC[C@@H](C=O)NC(Nc1cc2cccc(Br)c2[o]1)=O	0	InChI=1S/C14H15BrN2O3/c1-2-4-10(8-18)16-14(19)17-12-7-9-5-3-6-11(15)13(9)20-12/h3,5-8,10H,2,4H2,1H3,(H2,16,17,19)/t10-/m0/s1	1	SLDOUXKMNMUEKJ-JTQLQIEISA-N	1	
1	2	e`XPEH@HDLBFA@lkg`@cIICiihhhhmeheDeDxem|mSTDEITE@lAAqH@d	C=CCc1cc(CO)c([C@H](O)C(=O)OS(=O)(=O)O)c(/C(O)=C\c2ccccc2C(=O)O)c1	InChI=1S/C21H20O10S/c1-2-5-12-8-14(11-22)18(19(24)21(27)31-32(28,29)30)16(9-12)17(23)10-13-6-3-4-7-15(13)20(25)26/h2-4,6-10,19,22-24H,1,5,11H2,(H,25,26)(H,28,29,30)/b17-10+/t19-/m0/s1	SPXFMDCDRSWHKX-DMVFFGLYSA-N	C=CCc1cc(/C(/O)=C\c(cccc2)c2C(O)=O)c([C@@H](C(OS(O)(=O)=O)=O)O)c(CO)c1	0	InChI=1S/C21H20O10S/c1-2-5-12-8-14(11-22)18(19(24)21(27)31-32(28,29)30)16(9-12)17(23)10-13-6-3-4-7-15(13)20(25)26/h2-4,6-10,19,22-24H,1,5,11H2,(H,25,26)(H,28,29,30)/b17-10+/t19-/m0/s1	1	SPXFMDCDRSWHKX-DMVFFGLYSA-N	1	
0	0	fbuq@@@irCIEDhdeIhnhR`eTBQEUST@@@	CC(C)c1coc2c(C(C)(C)C)cc(N=C(N)N)cc12	InChI=1S/C16H23N3O/c1-9(2)12-8-20-14-11(12)6-10(19-15(17)18)7-13(14)16(3,4)5/h6-9H,1-5H3,(H4,17,18,19)	QERZWMZVJNLECX-UHFFFAOYSA-N	CC(C)c(c1c2)c[o]c1c(C(C)(C)C)cc2N=C(N)N	0	InChI=1S/C16H23N3O/c1-9(2)12-8-20-14-11(12)6-10(19-15(17)18)7-13(14)16(3,4)5/h6-9H,1-5H3,(H4,17,18,19)	1	QERZWMZVJNLECX-UHFFFAOYSA-N	1	
0	2	fcoPP@G[@ceTfVY]nueUTZJ^sZ`XHiZjikE@csv@	N#C/C=C/C=C\c1cccc(C(=O)OC(=O)Cc2[nH]c(O)c3c2CC=CC3)c1	InChI=1S/C22H18N2O4/c23-12-5-1-2-7-15-8-6-9-16(13-15)22(27)28-20(25)14-19-17-10-3-4-11-18(17)21(26)24-19/h1-9,13,24,26H,10-11,14H2/b5-1+,7-2-	XEIMOPKFJHOLKX-XFJJLZRNSA-N	N#C/C=C/C=C\c1cccc(C(OC(Cc([nH]2)c(CC=CC3)c3c2O)=O)=O)c1	0	InChI=1S/C22H18N2O4/c23-12-5-1-2-7-15-8-6-9-16(13-15)22(27)28-20(25)14-19-17-10-3-4-11-18(17)21(26)24-19/h1-9,13,24,26H,10-11,14H2/b5-1+,7-2-	1	XEIMOPKFJHOLKX-XFJJLZRNSA-N	1	
0	0	fasaQ@KPQquPAGYCIICMEMDheD\eKTRkPPPSAQT@@@	CCNc1c(C(C)=O)c(S(C)(=O)=O)c(O)c2c(CO)cc(F)cc12	InChI=1S/C16H18FNO5S/c1-4-18-14-11-6-10(17)5-9(7-19)13(11)15(21)16(24(3,22)23)12(14)8(2)20/h5-6,18-19,21H,4,7H2,1-3H3	MSHKFACQYWWXNG-UHFFFAOYSA-N	CCNc(c1cc(F)cc(CO)c11)c(C(C)=O)c(S(C)(=O)=O)c1O	0	InChI=1S/C16H18FNO5S/c1-4-18-14-11-6-10(17)5-9(7-19)13(11)15(21)16(24(3,22)23)12(14)8(2)20/h5-6,18-19,21H,4,7H2,1-3H3	1	MSHKFACQYWWXNG-UHFFFAOYSA-N	1	
1	2	fcw@p@@H\gJ|bfbbTQbvbbaRV`iZLtAAUUKUSLLER@X	C=CC/C(CCC(C)=O)=C(/C[C@@H]1C=C(O)Cc2c(C(=O)O)cccc21)C(=O)O	InChI=1S/C22H24O6/c1-3-5-14(9-8-13(2)23)19(22(27)28)11-15-10-16(24)12-20-17(15)6-4-7-18(20)21(25)26/h3-4,6-7,10,15,24H,1,5,8-9,11-12H2,2H3,(H,25,26)(H,27,28)/b19-14+/t15-/m0/s1	XEUJMZRNXREDGT-FHHIAAGZSA-N	CC(CC/C(/CC=C)=C(\C[C@H]1c2cccc(C(O)=O)c2CC(O)=C1)/C(O)=O)=O	0	InChI=1S/C22H24O6/c1-3-5-14(9-8-13(2)23)19(22(27)28)11-15-10-16(24)12-20-17(15)6-4-7-18(20)21(25)26/h3-4,6-7,10,15,24H,1,5,8-9,11-12H2,2H3,(H,25,26)(H,27,28)/b19-14+/t15-/m0/s1	1	XEUJMZRNXREDGT-FHHIAAGZSA-N	1	
0	0	fk@p@@HL{M\bfbbbbabaTTRQREZI^kZBBBHBbBb`@PiP@	CCCOc1c(OC)cc2c(C)ccc(O)c2c1-c1c(O)ccc(C)c1C(=O)O	InChI=1S/C23H24O6/c1-5-10-29-22-17(28-4)11-14-12(2)6-8-15(24)19(14)21(22)20-16(25)9-7-13(3)18(20)23(26)27/h6-9,11,24-25H,5,10H2,1-4H3,(H,26,27)	ZMJVMHKERAYDDS-UHFFFAOYSA-N	CCCOc(c(OC)cc1c(C)ccc(O)c11)c1-c1c(C(O)=O)c(C)ccc1O	0	InChI=1S/C23H24O6/c1-5-10-29-22-17(28-4)11-14-12(2)6-8-15(24)19(14)21(22)20-16(25)9-7-13(3)18(20)23(26)27/h6-9,11,24-25H,5,10H2,1-4H3,(H,26,27)	1	ZMJVMHKERAYDDS-UHFFFAOYSA-N	1	
1	1	fdy@`@@FrQQJIJJYHbUXMADQUUCCd@@	CCCCCOc1ccc(C)c2c1[C@@H](O)C=CC2	InChI=1S/C16H22O2/c1-3-4-5-11-18-15-10-9-12(2)13-7-6-8-14(17)16(13)15/h6,8-10,14,17H,3-5,7,11H2,1-2H3/t14-/m0/s1	YQGNHFDBXOUZJM-AWEZNQCLSA-N	CCCCCOc1c([C@H](C=CC2)O)c2c(C)cc1	0	InChI=1S/C16H22O2/c1-3-4-5-11-18-15-10-9-12(2)13-7-6-8-14(17)16(13)15/h6,8-10,14,17H,3-5,7,11H2,1-2H3/t14-/m0/s1	1	YQGNHFDBXOUZJM-AWEZNQCLSA-N	1	
2	3	fly``@G@ydRRbaRTTVpXluUTDABBRd`a@	Cc1ccc(CCC[C@H](O)[C@@H](C)/C=C\C=O)c(N)c1	InChI=1S/C16H23NO2/c1-12-8-9-14(15(17)11-12)6-3-7-16(19)13(2)5-4-10-18/h4-5,8-11,13,16,19H,3,6-7,17H2,1-2H3/b5-4-/t13-,16-/m0/s1	PBNPDUCDSQWTJY-SCVPAZLYSA-N	C[C@H]([C@H](CCCc(ccc(C)c1)c1N)O)/C=C\C=O	0	InChI=1S/C16H23NO2/c1-12-8-9-14(15(17)11-12)6-3-7-16(19)13(2)5-4-10-18/h4-5,8-11,13,16,19H,3,6-7,17H2,1-2H3/b5-4-/t13-,16-/m0/s1	1	PBNPDUCDSQWTJY-SCVPAZLYSA-N	1	
2	2	ehRTN@@A`PDCKEmolbfbbRrbabbbJbTZTDdRJZfFNZ@`i`HbjjjXEPjgR@@	Cc1cc2c3c(c1-c1ccc(C(=O)O)c(CC(=O)O)c1)CC(O)=C[C@@H]3N=C(CC(N)=O)[C@H]2O	InChI=1S/C24H22N2O7/c1-10-4-16-22-15(7-13(27)8-17(22)26-18(23(16)31)9-19(25)28)21(10)11-2-3-14(24(32)33)12(5-11)6-20(29)30/h2-5,8,17,23,27,31H,6-7,9H2,1H3,(H2,25,28)(H,29,30)(H,32,33)/t17-,23-/m0/s1	IOERSDQTKJUCBF-SBUREZEXSA-N	Cc1cc([C@@H](C(CC(N)=O)=N[C@H]2C=C(C3)O)O)c2c3c1-c(cc1)cc(CC(O)=O)c1C(O)=O	0	InChI=1S/C24H22N2O7/c1-10-4-16-22-15(7-13(27)8-17(22)26-18(23(16)31)9-19(25)28)21(10)11-2-3-14(24(32)33)12(5-11)6-20(29)30/h2-5,8,17,23,27,31H,6-7,9H2,1H3,(H2,25,28)(H,29,30)(H,32,33)/t17-,23-/m0/s1	1	IOERSDQTKJUCBF-SBUREZEXSA-N	1	
0	0	fa{@`@@]rQQIYIKJQPqHxipVcU[PH@AU@PT@@@	Cc1cc(O)ccc1C(C)(C)c1ccc2cc3occc3cc2c1	InChI=1S/C22H20O2/c1-14-10-19(23)6-7-20(14)22(2,3)18-5-4-15-13-21-16(8-9-24-21)11-17(15)12-18/h4-13,23H,1-3H3	OIZXPUQVNQYGIO-UHFFFAOYSA-N	CC(C)(c1ccc(cc2[o]ccc2c2)c2c1)c(cc1)c(C)cc1O	0	InChI=1S/C22H20O2/c1-14-10-19(23)6-7-20(14)22(2,3)18-5-4-15-13-21-16(8-9-24-21)11-17(15)12-18/h4-13,23H,1-3H3	1	OIZXPUQVNQYGIO-UHFFFAOYSA-N	1	
0	0	fdeAA@@`qCABSLl~m|pTeFm@@@TtpP@@	CC(=O)c1sc2cc3cccc(Br)c3cc2c1C	InChI=1S/C15H11BrOS/c1-8-11-7-12-10(4-3-5-13(12)16)6-14(11)18-15(8)9(2)17/h3-7H,1-2H3	JQIICZAIWMTMDS-UHFFFAOYSA-N	CC(c1c(C)c(cc2c(Br)cccc2c2)c2[s]1)=O	0	InChI=1S/C15H11BrOS/c1-8-11-7-12-10(4-3-5-13(12)16)6-14(11)18-15(8)9(2)17/h3-7H,1-2H3	1	JQIICZAIWMTMDS-UHFFFAOYSA-N	1	
0	1	fcwpr@L\SAAgKv@HrRRqQIZKIZJIEJRtUjtDDSUSUTp``Z@	COc1ccc(S(N)(=O)=O)c(N/C(O)=C/Cc2ccc(CCC(=O)O)n2C)c1	InChI=1S/C18H23N3O6S/c1-21-12(3-4-13(21)6-10-18(23)24)5-9-17(22)20-15-11-14(27-2)7-8-16(15)28(19,25)26/h3-4,7-9,11,20,22H,5-6,10H2,1-2H3,(H,23,24)(H2,19,25,26)/b17-9-	IGMKMGNFRYRXPP-MFOYZWKCSA-N	C[n]1c(C/C=C(/Nc(cc(cc2)OC)c2S(N)(=O)=O)\O)ccc1CCC(O)=O	0	InChI=1S/C18H23N3O6S/c1-21-12(3-4-13(21)6-10-18(23)24)5-9-17(22)20-15-11-14(27-2)7-8-16(15)28(19,25)26/h3-4,7-9,11,20,22H,5-6,10H2,1-2H3,(H,23,24)(H2,19,25,26)/b17-9-	1	IGMKMGNFRYRXPP-MFOYZWKCSA-N	1	
0	0	fmwaR@CPQ[uPAFRRFIQQJJINJYFJ\ehykPQAppA@D@@@	Cc1cccc(C(=O)c2c(O)cc3c(O)cccc3c2S(=O)(=O)CC#N)c1	InChI=1S/C20H15NO5S/c1-12-4-2-5-13(10-12)19(24)18-17(23)11-15-14(6-3-7-16(15)22)20(18)27(25,26)9-8-21/h2-7,10-11,22-23H,9H2,1H3	DKKAXQJKFRXHOX-UHFFFAOYSA-N	Cc1cccc(C(c(c(O)cc(c2ccc3)c3O)c2S(CC#N)(=O)=O)=O)c1	0	InChI=1S/C20H15NO5S/c1-12-4-2-5-13(10-12)19(24)18-17(23)11-15-14(6-3-7-16(15)22)20(18)27(25,26)9-8-21/h2-7,10-11,22-23H,9H2,1H3	1	DKKAXQJKFRXHOX-UHFFFAOYSA-N	1	
