tetra	ez	Structure of rdSMILES [idcode]	rdSMILES	rdInChI	rdInChIKey	dwSmiles	diff_rd_dw_SMILES	dwInChI	diff_rd_dw_inchi	dwInChI-Key	diff_rd_dw_inchikey	
1	2	fewaa@LrTtDPJPrJIJIJVJIQZFKTXENZcgMLsU@dA@TDMRCD	O=C1C(F)=CC(Cl)=C/C1=C(\O)[C@@H]1C=CCc2c1cnc1cccc(O)c21	InChI=1S/C20H13ClFNO3/c21-10-7-13(20(26)15(22)8-10)19(25)12-4-1-3-11-14(12)9-23-16-5-2-6-17(24)18(11)16/h1-2,4-9,12,24-25H,3H2/b19-13+/t12-/m1/s1	HYNIBWYDTIGGQB-MCMJHOFTSA-N	O/C(/[C@H](C=CC1)c(cnc2ccc3)c1c2c3O)=C(\C=C(C=C1F)Cl)/C1=O	0	InChI=1S/C20H13ClFNO3/c21-10-7-13(20(26)15(22)8-10)19(25)12-4-1-3-11-14(12)9-23-16-5-2-6-17(24)18(11)16/h1-2,4-9,12,24-25H,3H2/t12-/m1/s1	0	HYNIBWYDTIGGQB-GFCCVEGCSA-N	0	
0	1	fmwI`@FArtBCYEMEDdeMeDheKDIVZcVtDDSSMUMPhHNP	Cn1cccc1/C=C\C(=O)Nc1ccc(Cc2ccnn2C)cc1C(=O)O	InChI=1S/C20H20N4O3/c1-23-11-3-4-15(23)6-8-19(25)22-18-7-5-14(13-17(18)20(26)27)12-16-9-10-21-24(16)2/h3-11,13H,12H2,1-2H3,(H,22,25)(H,26,27)/b8-6-	QCYOXKBUJQMGOV-VURMDHGXSA-N	C[n]1c(/C=C\C(Nc(ccc(Cc2ccn[n]2C)c2)c2C(O)=O)=O)ccc1	0	InChI=1S/C20H20N4O3/c1-23-11-3-4-15(23)6-8-19(25)22-18-7-5-14(13-17(18)20(26)27)12-16-9-10-21-24(16)2/h3-11,13H,12H2,1-2H3,(H,22,25)(H,26,27)	0	QCYOXKBUJQMGOV-UHFFFAOYSA-N	0	
0	0	fe{Pr@KUHkQoCADYEEEieEJihdimF\JvB@iff@Hf@@@	CC(=O)Nc1cccc(C(=O)NC(=O)c2ccc(Cl)c(O)c2C(=O)O)c1	InChI=1S/C17H13ClN2O6/c1-8(21)19-10-4-2-3-9(7-10)15(23)20-16(24)11-5-6-12(18)14(22)13(11)17(25)26/h2-7,22H,1H3,(H,19,21)(H,25,26)(H,20,23,24)	XXZYNXRJYQVUMT-UHFFFAOYSA-N	CC(Nc1cccc(C(NC(c(cc2)c(C(O)=O)c(O)c2Cl)=O)=O)c1)=O	0	InChI=1S/C17H13ClN2O6/c1-8(21)19-10-4-2-3-9(7-10)15(23)20-16(24)11-5-6-12(18)14(22)13(11)17(25)26/h2-7,22H,1H3,(H,19,21)(H,25,26)(H,20,23,24)	1	XXZYNXRJYQVUMT-UHFFFAOYSA-N	1	
2	2	fegap@F@Q[IZmRY^vYYyeWMXLV}ZjjPbBjfhdTgh@	COC(=O)C[C@@H](N)Cc1coc2c(OC)c3occc3c([C@H](O)OC)c12	InChI=1S/C18H21NO7/c1-22-12(20)7-10(19)6-9-8-26-16-13(9)14(18(21)24-3)11-4-5-25-15(11)17(16)23-2/h4-5,8,10,18,21H,6-7,19H2,1-3H3/t10-,18+/m0/s1	PFWAAOJEGSCGRC-XTZNXHDOSA-N	CO[C@H](c(c1c2[o]cc1)c(c(C[C@@H](CC(OC)=O)N)c[o]1)c1c2OC)O	0	InChI=1S/C18H21NO7/c1-22-12(20)7-10(19)6-9-8-26-16-13(9)14(18(21)24-3)11-4-5-25-15(11)17(16)23-2/h4-5,8,10,18,21H,6-7,19H2,1-3H3/t10-,18+/m0/s1	1	PFWAAOJEGSCGRC-XTZNXHDOSA-N	1	
0	0	fak`P@N`PINQSQIQKSQQQPkd`uKuh@b`@hB@@@@	COc1cc(C(=O)O)cc(-c2c(C)ccc3cncc(OC)c23)c1	InChI=1S/C19H17NO4/c1-11-4-5-12-9-20-10-16(24-3)18(12)17(11)13-6-14(19(21)22)8-15(7-13)23-2/h4-10H,1-3H3,(H,21,22)	ZQVRLBPWWUMDBE-UHFFFAOYSA-N	Cc(ccc1cnc2)c(-c3cc(C(O)=O)cc(OC)c3)c1c2OC	0	InChI=1S/C19H17NO4/c1-11-4-5-12-9-20-10-16(24-3)18(12)17(11)13-6-14(19(21)22)8-15(7-13)23-2/h4-10H,1-3H3,(H,21,22)	1	ZQVRLBPWWUMDBE-UHFFFAOYSA-N	1	
1	1	fjmQP@DX@QfRiLo\kKkvcAbuSMU@DpPT`@	C[C@@H]1C=C(C(=O)NC(=O)NO)Cc2cc(C(=O)O)ccc21	InChI=1S/C14H14N2O5/c1-7-4-10(12(17)15-14(20)16-21)6-9-5-8(13(18)19)2-3-11(7)9/h2-5,7,21H,6H2,1H3,(H,18,19)(H2,15,16,17,20)/t7-/m1/s1	KRMSVBRHIZCNNN-SSDOTTSWSA-N	C[C@H](C=C(C1)C(NC(NO)=O)=O)c(cc2)c1cc2C(O)=O	0	InChI=1S/C14H14N2O5/c1-7-4-10(12(17)15-14(20)16-21)6-9-5-8(13(18)19)2-3-11(7)9/h2-5,7,21H,6H2,1H3,(H,18,19)(H2,15,16,17,20)/t7-/m1/s1	1	KRMSVBRHIZCNNN-SSDOTTSWSA-N	1	
0	0	fas`r@LPQINV`BLddLTTRVTVbRMhuzmTCPPCA@@@@	O=C(O)CC(=O)N(Cc1ccccc1)S(=O)(=O)c1ccc(O)cc1	InChI=1S/C16H15NO6S/c18-13-6-8-14(9-7-13)24(22,23)17(15(19)10-16(20)21)11-12-4-2-1-3-5-12/h1-9,18H,10-11H2,(H,20,21)	DGKKYFWXMOJZLG-UHFFFAOYSA-N	OC(CC(N(Cc1ccccc1)S(c(cc1)ccc1O)(=O)=O)=O)=O	0	InChI=1S/C16H15NO6S/c18-13-6-8-14(9-7-13)24(22,23)17(15(19)10-16(20)21)11-12-4-2-1-3-5-12/h1-9,18H,10-11H2,(H,20,21)	1	DGKKYFWXMOJZLG-UHFFFAOYSA-N	1	
0	0	fmgQq@LN`c`hmV@HGHYIHThieEDhhleE{IYkULDDTAUD@@@	CNc1cc(O)c2ccc(F)c(OC)c2c1CS(=O)(=O)NC(=O)OCCO	InChI=1S/C16H19FN2O7S/c1-18-12-7-13(21)9-3-4-11(17)15(25-2)14(9)10(12)8-27(23,24)19-16(22)26-6-5-20/h3-4,7,18,20-21H,5-6,8H2,1-2H3,(H,19,22)	MHJDIRCPWBCQNZ-UHFFFAOYSA-N	CNc(cc(c1ccc2F)O)c(CS(NC(OCCO)=O)(=O)=O)c1c2OC	0	InChI=1S/C16H19FN2O7S/c1-18-12-7-13(21)9-3-4-11(17)15(25-2)14(9)10(12)8-27(23,24)19-16(22)26-6-5-20/h3-4,7,18,20-21H,5-6,8H2,1-2H3,(H,19,22)	1	MHJDIRCPWBCQNZ-UHFFFAOYSA-N	1	
0	0	fe{qR@GMgxNZcAbYEEDhdhTilhilfBej@@BJfifk@@@	CCc1cc(Br)c2ccc(NC(=O)CC#N)c(C(=O)OC(=O)NO)c2c1	InChI=1S/C17H14BrN3O5/c1-2-9-7-11-10(12(18)8-9)3-4-13(20-14(22)5-6-19)15(11)16(23)26-17(24)21-25/h3-4,7-8,25H,2,5H2,1H3,(H,20,22)(H,21,24)	TYXZVWFQEBQWPN-UHFFFAOYSA-N	CCc1cc2c(C(OC(NO)=O)=O)c(NC(CC#N)=O)ccc2c(Br)c1	0	InChI=1S/C17H14BrN3O5/c1-2-9-7-11-10(12(18)8-9)3-4-13(20-14(22)5-6-19)15(11)16(23)26-17(24)21-25/h3-4,7-8,25H,2,5H2,1H3,(H,20,22)(H,21,24)	1	TYXZVWFQEBQWPN-UHFFFAOYSA-N	1	
1	2	ffmap@L`QYw`qrJZJISQQQQ[irtuURsSUPXhXP	CCOC(=O)[C@H](C(=O)O)/C(C)=C(/Cc1c[nH]cc1O)C(=O)O	InChI=1S/C14H17NO7/c1-3-22-14(21)11(13(19)20)7(2)9(12(17)18)4-8-5-15-6-10(8)16/h5-6,11,15-16H,3-4H2,1-2H3,(H,17,18)(H,19,20)/b9-7-/t11-/m0/s1	ALQRZYYNSRAKSG-DVBBHNHCSA-N	CCOC([C@@H](/C(/C)=C(/Cc1c[nH]cc1O)\C(O)=O)C(O)=O)=O	0	InChI=1S/C14H17NO7/c1-3-22-14(21)11(13(19)20)7(2)9(12(17)18)4-8-5-15-6-10(8)16/h5-6,11,15-16H,3-4H2,1-2H3,(H,17,18)(H,19,20)/t11-/m0/s1	0	ALQRZYYNSRAKSG-NSHDSACASA-N	0	
0	2	fko`r@CpQ`L]`BLddlTRVRbbbJVrTdhmUhBBhFHFfX@Hjc`	Cc1ccc(/C=C\C=C\C(N)=O)c(-c2ccc(S(=O)(=O)O)c(CCC(=O)O)c2)c1	InChI=1S/C21H21NO6S/c1-14-6-7-15(4-2-3-5-20(22)23)18(12-14)16-8-10-19(29(26,27)28)17(13-16)9-11-21(24)25/h2-8,10,12-13H,9,11H2,1H3,(H2,22,23)(H,24,25)(H,26,27,28)/b4-2-,5-3+	JWIREWQOZSHYRH-VOERYJCWSA-N	Cc1cc(-c(cc2)cc(CCC(O)=O)c2S(O)(=O)=O)c(/C=C\C=C\C(N)=O)cc1	0	InChI=1S/C21H21NO6S/c1-14-6-7-15(4-2-3-5-20(22)23)18(12-14)16-8-10-19(29(26,27)28)17(13-16)9-11-21(24)25/h2-8,10,12-13H,9,11H2,1H3,(H2,22,23)(H,24,25)(H,26,27,28)	0	JWIREWQOZSHYRH-UHFFFAOYSA-N	0	
0	0	edRXA@@@PDKDfniolbbTRbRrabbbbufbTRafQStKTDQDAPSTDC@@@@	Cc1ccc(O)cc1C(=O)OCCc1c(Oc2ccccc2C(N)=O)cc(O)c(C)c1C(=O)O	InChI=1S/C25H23NO8/c1-13-7-8-15(27)11-18(13)25(32)33-10-9-16-21(12-19(28)14(2)22(16)24(30)31)34-20-6-4-3-5-17(20)23(26)29/h3-8,11-12,27-28H,9-10H2,1-2H3,(H2,26,29)(H,30,31)	WACKXYBMSSXQGS-UHFFFAOYSA-N	Cc(ccc(O)c1)c1C(OCCc(c(Oc(cccc1)c1C(N)=O)c1)c(C(O)=O)c(C)c1O)=O	0	InChI=1S/C25H23NO8/c1-13-7-8-15(27)11-18(13)25(32)33-10-9-16-21(12-19(28)14(2)22(16)24(30)31)34-20-6-4-3-5-17(20)23(26)29/h3-8,11-12,27-28H,9-10H2,1-2H3,(H2,26,29)(H,30,31)	1	WACKXYBMSSXQGS-UHFFFAOYSA-N	1	
0	1	eh\XE@@A`DGFnmcko`\bfbRbTrbbrRbTTjlxdBrFfZ@H`XJJZYjXHB@q@	O=C(O)/C=C\c1cc(C(=O)O)cc(-c2c(O)cc3[nH]c(O)c(CC(=O)O)c3c2CC(=O)O)c1	InChI=1S/C22H17NO10/c24-15-8-14-20(13(7-18(29)30)21(31)23-14)12(6-17(27)28)19(15)10-3-9(1-2-16(25)26)4-11(5-10)22(32)33/h1-5,8,23-24,31H,6-7H2,(H,25,26)(H,27,28)(H,29,30)(H,32,33)/b2-1-	VZBLTGDDHRWRJF-UPHRSURJSA-N	OC(Cc(c(c([nH]1)c2)c(CC(O)=O)c(-c3cc(/C=C\C(O)=O)cc(C(O)=O)c3)c2O)c1O)=O	0	InChI=1S/C22H17NO10/c24-15-8-14-20(13(7-18(29)30)21(31)23-14)12(6-17(27)28)19(15)10-3-9(1-2-16(25)26)4-11(5-10)22(32)33/h1-5,8,23-24,31H,6-7H2,(H,25,26)(H,27,28)(H,29,30)(H,32,33)	0	VZBLTGDDHRWRJF-UHFFFAOYSA-N	0	
0	0	fasap@@`Prsf}rJZJJ[IQFIQFBTgKPPQSTuSB@@	Cc1cc(C(=O)O)[nH]c1Cc1cc(O)c(C(=O)O)c(CC(=O)O)c1	InChI=1S/C16H15NO7/c1-7-2-11(15(21)22)17-10(7)4-8-3-9(6-13(19)20)14(16(23)24)12(18)5-8/h2-3,5,17-18H,4,6H2,1H3,(H,19,20)(H,21,22)(H,23,24)	BGLUSSHUCNRAOS-UHFFFAOYSA-N	Cc1c(Cc2cc(O)c(C(O)=O)c(CC(O)=O)c2)[nH]c(C(O)=O)c1	0	InChI=1S/C16H15NO7/c1-7-2-11(15(21)22)17-10(7)4-8-3-9(6-13(19)20)14(16(23)24)12(18)5-8/h2-3,5,17-18H,4,6H2,1H3,(H,19,20)(H,21,22)(H,23,24)	1	BGLUSSHUCNRAOS-UHFFFAOYSA-N	1	
1	1	fkAp@@DMYt\yEEEMDdhkiieEDdpVoKvuHTBqMTAAPPS@@	CCc1ccccc1C[C@H](O)C(=O)OC(=O)C1=C(O)C(=O)c2ccccc2C1=O	InChI=1S/C22H18O7/c1-2-12-7-3-4-8-13(12)11-16(23)21(27)29-22(28)17-18(24)14-9-5-6-10-15(14)19(25)20(17)26/h3-10,16,23,26H,2,11H2,1H3/t16-/m0/s1	LCTRJJVBGZFGOV-INIZCTEOSA-N	CCc1c(C[C@@H](C(OC(C(C(c(cccc2)c2C2=O)=O)=C2O)=O)=O)O)cccc1	0	InChI=1S/C22H18O7/c1-2-12-7-3-4-8-13(12)11-16(23)21(27)29-22(28)17-18(24)14-9-5-6-10-15(14)19(25)20(17)26/h3-10,16,23,26H,2,11H2,1H3/t16-/m0/s1	1	LCTRJJVBGZFGOV-INIZCTEOSA-N	1	
0	1	fkoaQ@ERCFkPQFxcHhheEDeLidkEBeF\V^@`fiijf@H@DCH	C/C=C(/CC(=O)O)c1c(C)c(C(=O)O)cc(Cl)c1C(=O)NCc1cccc(Cl)c1	InChI=1S/C21H19Cl2NO5/c1-3-13(8-17(25)26)18-11(2)15(21(28)29)9-16(23)19(18)20(27)24-10-12-5-4-6-14(22)7-12/h3-7,9H,8,10H2,1-2H3,(H,24,27)(H,25,26)(H,28,29)/b13-3-	PUTGGXZYXBNPAB-DXNYSGJVSA-N	C/C=C(/CC(O)=O)\c1c(C)c(C(O)=O)cc(Cl)c1C(NCc1cc(Cl)ccc1)=O	0	InChI=1S/C21H19Cl2NO5/c1-3-13(8-17(25)26)18-11(2)15(21(28)29)9-16(23)19(18)20(27)24-10-12-5-4-6-14(22)7-12/h3-7,9H,8,10H2,1-2H3,(H,24,27)(H,25,26)(H,28,29)	0	PUTGGXZYXBNPAB-UHFFFAOYSA-N	0	
0	0	flyaP@M@QrJ\bbTTRLrrTTYjA`bjX@@	CNc1cc(C(=O)OC(C)=O)ccc1CCC(=O)O	InChI=1S/C13H15NO5/c1-8(15)19-13(18)10-4-3-9(5-6-12(16)17)11(7-10)14-2/h3-4,7,14H,5-6H2,1-2H3,(H,16,17)	XOSPLBPNGGVJBN-UHFFFAOYSA-N	CC(OC(c1cc(NC)c(CCC(O)=O)cc1)=O)=O	0	InChI=1S/C13H15NO5/c1-8(15)19-13(18)10-4-3-9(5-6-12(16)17)11(7-10)14-2/h3-4,7,14H,5-6H2,1-2H3,(H,16,17)	1	XOSPLBPNGGVJBN-UHFFFAOYSA-N	1	
2	2	ehTXIH@BHDLFBigo`P@`hbHiHrDqHRDaHRHQDaAaD`KKZyZfj`HhjijYbPxfr@@	CCc1c(C)c2c(c(C(C)(C)O)c1CC[C@@H](C)C(=O)NS(=O)(=O)O)C(=O)C(C(=O)O)=C[C@@H]2O	InChI=1S/C22H29NO9S/c1-6-12-11(3)16-15(24)9-14(21(27)28)19(25)17(16)18(22(4,5)29)13(12)8-7-10(2)20(26)23-33(30,31)32/h9-10,15,24,29H,6-8H2,1-5H3,(H,23,26)(H,27,28)(H,30,31,32)/t10-,15+/m1/s1	JLINORNWQYVEEH-BMIGLBTASA-N	CCc(c(CC[C@@H](C)C(NS(O)(=O)=O)=O)c1C(C)(C)O)c(C)c([C@H](C=C2C(O)=O)O)c1C2=O	0	InChI=1S/C22H29NO9S/c1-6-12-11(3)16-15(24)9-14(21(27)28)19(25)17(16)18(22(4,5)29)13(12)8-7-10(2)20(26)23-33(30,31)32/h9-10,15,24,29H,6-8H2,1-5H3,(H,23,26)(H,27,28)(H,30,31,32)/t10-,15-/m1/s1	0	JLINORNWQYVEEH-MEBBXXQBSA-N	0	
0	1	fbmaB@OAADYEDeBhiheBjL}ENX@IhBHhD@@	CC(=Cc1cccc(Cl)c1)c1cnc2ccoc2c1C	InChI=1S/C17H14ClNO/c1-11(8-13-4-3-5-14(18)9-13)15-10-19-16-6-7-20-17(16)12(15)2/h3-10H,1-2H3	ULUMVJGASPPYBV-UHFFFAOYSA-N	CC(c1c(C)c([o]cc2)c2nc1)=Cc1cccc(Cl)c1	0	InChI=1S/C17H14ClNO/c1-11(8-13-4-3-5-14(18)9-13)15-10-19-16-6-7-20-17(16)12(15)2/h3-10H,1-2H3	1	ULUMVJGASPPYBV-UHFFFAOYSA-N	1	
0	0	fe{@r@HHpt\pAFRRVJIQSQZQIURQ`eV``@bJbi`AAe@	Cc1cc(CC(=O)O)c(-c2c(C(C)(C)C)cccc2S(=O)(=O)O)cc1O	InChI=1S/C19H22O6S/c1-11-8-12(9-17(21)22)13(10-15(11)20)18-14(19(2,3)4)6-5-7-16(18)26(23,24)25/h5-8,10,20H,9H2,1-4H3,(H,21,22)(H,23,24,25)	ARLUHXMHLLSGQO-UHFFFAOYSA-N	CC(C)(C)c1cccc(S(O)(=O)=O)c1-c1c(CC(O)=O)cc(C)c(O)c1	0	InChI=1S/C19H22O6S/c1-11-8-12(9-17(21)22)13(10-15(11)20)18-14(19(2,3)4)6-5-7-16(18)26(23,24)25/h5-8,10,20H,9H2,1-4H3,(H,21,22)(H,23,24,25)	1	ARLUHXMHLLSGQO-UHFFFAOYSA-N	1	
1	1	fkoQp@EV@cd`isdTRbbbffTLLLRbioCfu@tQPs@PTa@T@@	C=CCc1c(C)cccc1C(=O)c1ccnc(O)c1C(=O)OC(=O)[C@@H](N)C(=O)O	InChI=1S/C20H18N2O7/c1-3-5-11-10(2)6-4-7-12(11)16(23)13-8-9-22-17(24)14(13)19(27)29-20(28)15(21)18(25)26/h3-4,6-9,15H,1,5,21H2,2H3,(H,22,24)(H,25,26)/t15-/m0/s1	MPXFFQUXHNTLEQ-HNNXBMFYSA-N	Cc1cccc(C(c2ccnc(O)c2C(OC([C@H](C(O)=O)N)=O)=O)=O)c1CC=C	0	InChI=1S/C20H18N2O7/c1-3-5-11-10(2)6-4-7-12(11)16(23)13-8-9-22-17(24)14(13)19(27)29-20(28)15(21)18(25)26/h3-4,6-9,15H,1,5,21H2,2H3,(H,22,24)(H,25,26)/t15-/m0/s1	1	MPXFFQUXHNTLEQ-HNNXBMFYSA-N	1	
0	0	ehRXDL@MBj`H`bHTdLbbbfrVbbTRbZbbTQXDrZNn~A``bj`bFH@@@@@@@	Cc1cc(-c2cccc3ccccc23)ccc1N(CCc1cc(F)cc(Cl)c1Cl)CC(=O)O	InChI=1S/C27H22Cl2FNO2/c1-17-13-19(23-8-4-6-18-5-2-3-7-22(18)23)9-10-25(17)31(16-26(32)33)12-11-20-14-21(30)15-24(28)27(20)29/h2-10,13-15H,11-12,16H2,1H3,(H,32,33)	AURZRLCIWOPRHY-UHFFFAOYSA-N	Cc(cc(cc1)-c2cccc3ccccc23)c1N(CCc1cc(F)cc(Cl)c1Cl)CC(O)=O	0	InChI=1S/C27H22Cl2FNO2/c1-17-13-19(23-8-4-6-18-5-2-3-7-22(18)23)9-10-25(17)31(16-26(32)33)12-11-20-14-21(30)15-24(28)27(20)29/h2-10,13-15H,11-12,16H2,1H3,(H,32,33)	1	AURZRLCIWOPRHY-UHFFFAOYSA-N	1	
1	3	fn}AP@@HtgNQSQIQZIJKQJ|Dt@EUTkUDIIGdJ@	C/C=C(/C(=O)O)[C@@H](OC)c1cc(C/C=C\CC)cc(C(=O)O)c1	InChI=1S/C18H22O5/c1-4-6-7-8-12-9-13(11-14(10-12)17(19)20)16(23-3)15(5-2)18(21)22/h5-7,9-11,16H,4,8H2,1-3H3,(H,19,20)(H,21,22)/b7-6-,15-5+/t16-/m0/s1	CYOUZGCZCCFJBM-QBZPKPECSA-N	CC/C=C\Cc1cc(C(O)=O)cc([C@@H](/C(/C(O)=O)=C\C)OC)c1	0	InChI=1S/C18H22O5/c1-4-6-7-8-12-9-13(11-14(10-12)17(19)20)16(23-3)15(5-2)18(21)22/h5-7,9-11,16H,4,8H2,1-3H3,(H,19,20)(H,21,22)/t16-/m0/s1	0	CYOUZGCZCCFJBM-INIZCTEOSA-N	0	
0	0	fekpH@LVfACAFcd^QQIQSSQKJZHiSrVjY`XJFjX@@	CCOc1cccc(C(=O)OC(=O)NC(=O)C(=O)NC(=O)CC(N)=O)c1	InChI=1S/C15H15N3O8/c1-2-25-9-5-3-4-8(6-9)14(23)26-15(24)18-13(22)12(21)17-11(20)7-10(16)19/h3-6H,2,7H2,1H3,(H2,16,19)(H,17,20,21)(H,18,22,24)	WALKSHSQSZFJTO-UHFFFAOYSA-N	CCOc1cccc(C(OC(NC(C(NC(CC(N)=O)=O)=O)=O)=O)=O)c1	0	InChI=1S/C15H15N3O8/c1-2-25-9-5-3-4-8(6-9)14(23)26-15(24)18-13(22)12(21)17-11(20)7-10(16)19/h3-6H,2,7H2,1H3,(H2,16,19)(H,17,20,21)(H,18,22,24)	1	WALKSHSQSZFJTO-UHFFFAOYSA-N	1	
0	0	elZTKH@LIHDAEBfaego`XTP@cIIBhhhddhdmhiimeEC@kGNmejBXJbjfYjfXT@@	COc1c(S(=O)(=O)Nc2nc(O)c(C(=O)CC(=O)O)o2)cc2c(c1C)C(=O)C(O)=C(C(=O)O)C2=O	InChI=1S/C19H14N2O13S/c1-5-10-6(12(25)11(18(29)30)14(27)13(10)26)3-8(15(5)33-2)35(31,32)21-19-20-17(28)16(34-19)7(22)4-9(23)24/h3,27-28H,4H2,1-2H3,(H,20,21)(H,23,24)(H,29,30)	BEKDZLVOWUCPBQ-UHFFFAOYSA-N	Cc(c(OC)c(cc1C(C(C(O)=O)=C2O)=O)S(Nc3nc(O)c(C(CC(O)=O)=O)[o]3)(=O)=O)c1C2=O	0	InChI=1S/C19H14N2O13S/c1-5-10-6(12(25)11(18(29)30)14(27)13(10)26)3-8(15(5)33-2)35(31,32)21-19-20-17(28)16(34-19)7(22)4-9(23)24/h3,27-28H,4H2,1-2H3,(H,20,21)(H,23,24)(H,29,30)	1	BEKDZLVOWUCPBQ-UHFFFAOYSA-N	1	
2	3	fcopb@BsvMXHaIe[mevYuYZ\uXJX@ajhBJij`DRUUAl@	Cc1c(/N=C/N)c([C@@H](N)O)c(CCO)c2c1[C@H](C)C(c1cccc(Cl)c1)=CC2	InChI=1S/C22H26ClN3O2/c1-12-16(14-4-3-5-15(23)10-14)6-7-17-18(8-9-27)20(22(25)28)21(26-11-24)13(2)19(12)17/h3-6,10-12,22,27-28H,7-9,25H2,1-2H3,(H2,24,26)/t12-,22+/m1/s1	YVYPYOHAZJTIFO-IPQOISQHSA-N	C[C@H](C(c1cccc(Cl)c1)=CC1)c2c1c(CCO)c([C@@H](N)O)c(/N=C/N)c2C	0	InChI=1S/C22H26ClN3O2/c1-12-16(14-4-3-5-15(23)10-14)6-7-17-18(8-9-27)20(22(25)28)21(26-11-24)13(2)19(12)17/h3-6,10-12,22,27-28H,7-9,25H2,1-2H3,(H2,24,26)/t12-,22+/m1/s1	1	YVYPYOHAZJTIFO-IPQOISQHSA-N	1	
0	0	fdya`@A@PyImYeeWU[pVjBBbVH@@	COc1ccc(-n2cccc2)c(CCC(=O)O)c1	InChI=1S/C14H15NO3/c1-18-12-5-6-13(15-8-2-3-9-15)11(10-12)4-7-14(16)17/h2-3,5-6,8-10H,4,7H2,1H3,(H,16,17)	XJVHEIVUEUVZRM-UHFFFAOYSA-N	COc(cc1)cc(CCC(O)=O)c1-[n]1cccc1	0	InChI=1S/C14H15NO3/c1-18-12-5-6-13(15-8-2-3-9-15)11(10-12)4-7-14(16)17/h2-3,5-6,8-10H,4,7H2,1H3,(H,16,17)	1	XJVHEIVUEUVZRM-UHFFFAOYSA-N	1	
2	3	eh\PI@@@DEImckg`\bfbbVVbbTTRbRTTQDdBrF~Z@`jj`f`ifHQCRFJCI@	Cc1cc([C@@H]2CC(C(=O)O)=C(O)/C(=C/CO)[C@H]2c2ccccc2C(=O)O)c(O)cc1C(=O)O	InChI=1S/C24H22O9/c1-11-8-16(19(26)10-15(11)23(30)31)17-9-18(24(32)33)21(27)14(6-7-25)20(17)12-4-2-3-5-13(12)22(28)29/h2-6,8,10,17,20,25-27H,7,9H2,1H3,(H,28,29)(H,30,31)(H,32,33)/b14-6+/t17-,20+/m0/s1	RBOQVECDFPQBOD-ZDHZYMOCSA-N	Cc(cc([C@H](CC(C(O)=O)=C(/C1=C/CO)O)[C@@H]1c(cccc1)c1C(O)=O)c(O)c1)c1C(O)=O	0	InChI=1S/C24H22O9/c1-11-8-16(19(26)10-15(11)23(30)31)17-9-18(24(32)33)21(27)14(6-7-25)20(17)12-4-2-3-5-13(12)22(28)29/h2-6,8,10,17,20,25-27H,7,9H2,1H3,(H,28,29)(H,30,31)(H,32,33)/t17-,20+/m0/s1	0	RBOQVECDFPQBOD-FXAWDEMLSA-N	0	
2	2	fly``@I@BeOLlwoHeU@QEUUBNIt@@	CCC[C@@H](C[C@H](C)O)c1c(COC)cccc1NC	InChI=1S/C16H27NO2/c1-5-7-13(10-12(2)18)16-14(11-19-4)8-6-9-15(16)17-3/h6,8-9,12-13,17-18H,5,7,10-11H2,1-4H3/t12-,13-/m0/s1	SIDCXJZRIYKODF-STQMWFEESA-N	CCC[C@@H](C[C@H](C)O)c1c(COC)cccc1NC	1	InChI=1S/C16H27NO2/c1-5-7-13(10-12(2)18)16-14(11-19-4)8-6-9-15(16)17-3/h6,8-9,12-13,17-18H,5,7,10-11H2,1-4H3/t12-,13-/m0/s1	1	SIDCXJZRIYKODF-STQMWFEESA-N	1	
1	1	e`TXFD@LHDFDfa`@bJPrRPjYIIQIJJNYIIIBRFVYEKUM@DEAUUUPDET@@	CCCCCCCOC[C@H](O)c1ccc(O)c2cc3oc(S(=O)(=O)NC)cc3c(CF)c12	InChI=1S/C23H30FNO6S/c1-3-4-5-6-7-10-30-14-20(27)15-8-9-19(26)17-11-21-16(18(13-24)23(15)17)12-22(31-21)32(28,29)25-2/h8-9,11-12,20,25-27H,3-7,10,13-14H2,1-2H3/t20-/m0/s1	ZVZNVHRXDPYMFI-FQEVSTJZSA-N	CCCCCCCOC[C@@H](c(cc1)c(c(CF)c(cc([o]2)S(NC)(=O)=O)c2c2)c2c1O)O	0	InChI=1S/C23H30FNO6S/c1-3-4-5-6-7-10-30-14-20(27)15-8-9-19(26)17-11-21-16(18(13-24)23(15)17)12-22(31-21)32(28,29)25-2/h8-9,11-12,20,25-27H,3-7,10,13-14H2,1-2H3/t20-/m0/s1	1	ZVZNVHRXDPYMFI-FQEVSTJZSA-N	1	
