tetra	ez	rdSMILES	rdInChI	rdInChIKey
0	1	CCCCCC(=O)OC/C=C\Cc1ccc(CN)c(C)c1	InChI=1S/C18H27NO2/c1-3-4-5-9-18(20)21-12-7-6-8-16-10-11-17(14-19)15(2)13-16/h6-7,10-11,13H,3-5,8-9,12,14,19H2,1-2H3/b7-6-	ZVECKFHVSSRREV-SREVYHEPSA-N
0	1	CC(C)CC(=O)Oc1cccc(/C=C\CCCON)c1	InChI=1S/C16H23NO3/c1-13(2)11-16(18)20-15-9-6-8-14(12-15)7-4-3-5-10-19-17/h4,6-9,12-13H,3,5,10-11,17H2,1-2H3/b7-4-	HDKHHHLQBFYIHA-DAXSKMNVSA-N
0	0	C=C(Cl)SCCS(=O)(=O)CCOc1c(Cl)c(OCC(=O)O)cc(N)c1NCO	InChI=1S/C15H20Cl2N2O7S2/c1-9(16)27-3-5-28(23,24)4-2-25-15-13(17)11(26-7-12(21)22)6-10(18)14(15)19-8-20/h6,19-20H,1-5,7-8,18H2,(H,21,22)	PQQBADNPHQMUMP-UHFFFAOYSA-N
1	2	CO[C@H]1CCCc2c(C)cc(Cc3ccc(CC(=O)OC(=O)/C=C/Nc4ccccc4C)cc3)cc21	InChI=1S/C31H33NO4/c1-21-7-4-5-9-28(21)32-16-15-30(33)36-31(34)20-24-13-11-23(12-14-24)18-25-17-22(2)26-8-6-10-29(35-3)27(26)19-25/h4-5,7,9,11-17,19,29,32H,6,8,10,18,20H2,1-3H3/b16-15+/t29-/m0/s1	UXBQAXNCZRNFIA-WYJAOCDSSA-N
1	1	CC1=C(Nc2cc3cc(Cl)c(C(=O)O)cc3[nH]2)[C@@H](O)CCC1=O	InChI=1S/C16H15ClN2O4/c1-7-12(20)2-3-13(21)15(7)19-14-5-8-4-10(17)9(16(22)23)6-11(8)18-14/h4-6,13,18-19,21H,2-3H2,1H3,(H,22,23)/t13-/m0/s1	UBUUBMBUTICIAW-ZDUSSCGKSA-N
2	2	C=Cc1cnc2c(c1)CCc1ccc3c(c1-2)C[C@@H]1C(=C3)CC(C(N)=O)=C[C@H]1c1ccc(C)s1	InChI=1S/C29H26N2OS/c1-3-17-10-20-8-6-18-5-7-19-11-21-12-22(29(30)32)13-25(26-9-4-16(2)33-26)23(21)14-24(19)27(18)28(20)31-15-17/h3-5,7,9-11,13,15,23,25H,1,6,8,12,14H2,2H3,(H2,30,32)/t23-,25-/m1/s1	NYIJGMCYFSIMIF-ILBGXUMGSA-N
0	0	Cc1c(O)ccc(-c2ccc(C(=O)O)c(-c3c(CC(=O)O)cccc3CC(=O)O)c2)c1O	InChI=1S/C24H20O8/c1-12-19(25)8-7-16(23(12)30)13-5-6-17(24(31)32)18(9-13)22-14(10-20(26)27)3-2-4-15(22)11-21(28)29/h2-9,25,30H,10-11H2,1H3,(H,26,27)(H,28,29)(H,31,32)	ZHQQTHKHSYJWMB-UHFFFAOYSA-N
0	0	COCc1cc2c(C(C)(C)C)c3nc4ccc(OC)c(O)c4nc3cc2o1	InChI=1S/C21H22N2O4/c1-21(2,3)17-12-8-11(10-25-4)27-16(12)9-14-18(17)22-13-6-7-15(26-5)20(24)19(13)23-14/h6-9,24H,10H2,1-5H3	OKRRANWFYWYIJH-UHFFFAOYSA-N
0	0	O=C(CS(=O)(=O)O)Nc1c(C(=O)O)ccc2c(C(=O)O)c(O)c(O)cc12	InChI=1S/C14H11NO10S/c16-8-3-7-5(10(12(8)18)14(21)22)1-2-6(13(19)20)11(7)15-9(17)4-26(23,24)25/h1-3,16,18H,4H2,(H,15,17)(H,19,20)(H,21,22)(H,23,24,25)	KONNDHHZUNJUTG-UHFFFAOYSA-N
0	0	CCCCCCOc1c(C(=O)O)cc(F)c2c(OC)c3cc(C(=O)O)ccc3c(O)c12	InChI=1S/C23H23FO7/c1-3-4-5-6-9-31-21-15(23(28)29)11-16(24)17-18(21)19(25)13-8-7-12(22(26)27)10-14(13)20(17)30-2/h7-8,10-11,25H,3-6,9H2,1-2H3,(H,26,27)(H,28,29)	KXGPVAOTSIAIEI-UHFFFAOYSA-N
0	0	Cc1ccc(F)c2c1C(=O)c1cccc(-c3ccc(N)nc3C)c1C2=O	InChI=1S/C21H15FN2O2/c1-10-6-8-15(22)19-17(10)20(25)14-5-3-4-13(18(14)21(19)26)12-7-9-16(23)24-11(12)2/h3-9H,1-2H3,(H2,23,24)	OMLLOLUSKKCDPW-UHFFFAOYSA-N
1	1	CC[C@@](O)(c1ccccc1F)c1ccc2c(O)cc(C(=O)O)cc2c1C#N	InChI=1S/C21H16FNO4/c1-2-21(27,17-5-3-4-6-18(17)22)16-8-7-13-14(15(16)11-23)9-12(20(25)26)10-19(13)24/h3-10,24,27H,2H2,1H3,(H,25,26)/t21-/m0/s1	UUJZFCQAKQKIRF-NRFANRHFSA-N
0	1	O=C/C(=C\c1cccc(Cl)c1OCCCCO)C(=O)O	InChI=1S/C14H15ClO5/c15-12-5-3-4-10(8-11(9-17)14(18)19)13(12)20-7-2-1-6-16/h3-5,8-9,16H,1-2,6-7H2,(H,18,19)/b11-8+	LOINKVLEWUVBTB-DHZHZOJOSA-N
2	2	CC1=CCc2cccc3c2[C@H]1c1nc[nH]c1[C@H]3Cc1ccsc1	InChI=1S/C20H18N2S/c1-12-5-6-14-3-2-4-15-16(9-13-7-8-23-10-13)19-20(22-11-21-19)17(12)18(14)15/h2-5,7-8,10-11,16-17H,6,9H2,1H3,(H,21,22)/t16-,17-/m0/s1	XZFZYOUMZVNSLO-IRXDYDNUSA-N
0	0	O=C(Oc1cc(-c2cccc(O)c2)cc2cc3cccc(O)c3cc12)c1ccccc1	InChI=1S/C27H18O4/c28-22-10-4-8-18(14-22)20-13-21-12-19-9-5-11-25(29)23(19)16-24(21)26(15-20)31-27(30)17-6-2-1-3-7-17/h1-16,28-29H	RBYDPMWRHMHHHN-UHFFFAOYSA-N
1	1	CN(C)C(=O)[C@H](Oc1cc(O)cc(O)c1-c1ccc(C(=O)O)c(O)c1)C(=O)O	InChI=1S/C18H17NO9/c1-19(2)16(23)15(18(26)27)28-13-7-9(20)6-12(22)14(13)8-3-4-10(17(24)25)11(21)5-8/h3-7,15,20-22H,1-2H3,(H,24,25)(H,26,27)/t15-/m0/s1	IORTYRCSSBISQM-HNNXBMFYSA-N
0	1	O=C(O)/C=C(/Cl)N(C(=O)CCCc1ccccc1)c1ccc(O)cc1C(=O)O	InChI=1S/C20H18ClNO6/c21-17(12-19(25)26)22(16-10-9-14(23)11-15(16)20(27)28)18(24)8-4-7-13-5-2-1-3-6-13/h1-3,5-6,9-12,23H,4,7-8H2,(H,25,26)(H,27,28)/b17-12-	AXFNLOOXNQBNLP-ATVHPVEESA-N
0	1	C/C(=C/Cc1cc(C(=O)CC(=O)O)co1)CCNC(=O)c1ccc2ccccc2c1	InChI=1S/C24H23NO5/c1-16(6-9-21-13-20(15-30-21)22(26)14-23(27)28)10-11-25-24(29)19-8-7-17-4-2-3-5-18(17)12-19/h2-8,12-13,15H,9-11,14H2,1H3,(H,25,29)(H,27,28)/b16-6-	VITQYFFHPOFBCD-SOFYXZRVSA-N
0	1	C=C(Cc1c(CC(=C)C(=O)/C(=C/OC(C)=O)C(=O)O)c(C(=O)O)cc2cc(Cl)ccc12)C(=O)O	InChI=1S/C24H19ClO9/c1-11(21(27)20(24(32)33)10-34-13(3)26)6-18-17(7-12(2)22(28)29)16-5-4-15(25)8-14(16)9-19(18)23(30)31/h4-5,8-10H,1-2,6-7H2,3H3,(H,28,29)(H,30,31)(H,32,33)/b20-10-	VDBOOPISMPQYNG-JMIUGGIZSA-N
2	5	N/C(CCO)=N\C(O)=C\C(O)=N\C[C@@H](C=O)NC(=O)[C@@H](O)C(=O)CCc1ccccc1	InChI=1S/C20H26N4O7/c21-16(8-9-25)24-18(29)10-17(28)22-11-14(12-26)23-20(31)19(30)15(27)7-6-13-4-2-1-3-5-13/h1-5,10,12,14,19,25,29-30H,6-9,11H2,(H2,21,24)(H,22,28)(H,23,31)/b18-10-/t14-,19-/m0/s1	LQQSUEOIQFMXTQ-VLWZWRKXSA-N
0	0	Cc1cc2c3c(c(O)c4[nH]ccc42)CC(O)=C(F)c3c1Cl	InChI=1S/C16H11ClFNO2/c1-6-4-8-7-2-3-19-15(7)16(21)9-5-10(20)14(18)12(11(8)9)13(6)17/h2-4,19-21H,5H2,1H3	CZWUYNAXTFNVHB-UHFFFAOYSA-N
0	0	N#CCCC(=O)OCCCCc1c(F)ccc2c(Cl)c(O)c(O)c(Cl)c12	InChI=1S/C18H16Cl2FNO4/c19-15-11-6-7-12(21)10(14(11)16(20)18(25)17(15)24)4-1-2-9-26-13(23)5-3-8-22/h6-7,24-25H,1-5,9H2	BJASYOXSLDXGCZ-UHFFFAOYSA-N
1	2	CCC1=CC=C/C(=C2\CC=CCC2)[C@H]1c1cc(C)cnc1O	InChI=1S/C20H23NO/c1-3-15-10-7-11-17(16-8-5-4-6-9-16)19(15)18-12-14(2)13-21-20(18)22/h4-5,7,10-13,19H,3,6,8-9H2,1-2H3,(H,21,22)/b17-16-/t19-/m0/s1	FTYAVFIRQJDPCI-MBWHEXEYSA-N
0	0	NC(=O)c1ccc2c3ccc(F)cc3c3nc(N)cc(O)c3c2c1	InChI=1S/C18H12FN3O2/c19-9-2-4-11-10-3-1-8(18(21)24)5-12(10)16-14(23)7-15(20)22-17(16)13(11)6-9/h1-7H,(H2,21,24)(H3,20,22,23)	WWYXQHJDYZZISX-UHFFFAOYSA-N
1	2	CC(C)(O)Cc1cc(C[C@@H](CC(=O)/C=C(/CC(=O)O)C(=O)C=O)C(=O)O)c2ccccc2c1	InChI=1S/C25H26O8/c1-25(2,33)13-15-7-16-5-3-4-6-21(16)17(8-15)9-19(24(31)32)11-20(27)10-18(12-23(29)30)22(28)14-26/h3-8,10,14,19,33H,9,11-13H2,1-2H3,(H,29,30)(H,31,32)/b18-10-/t19-/m0/s1	FRIYKDCBLOVMCH-UDKWZTAFSA-N
1	2	O=C(O)/C(O)=N\OC[C@H](c1[nH]c(O)nc1CO)c1c[nH]c2c(O)cccc12	InChI=1S/C16H16N4O7/c21-5-10-12(19-16(26)18-10)9(6-27-20-14(23)15(24)25)8-4-17-13-7(8)2-1-3-11(13)22/h1-4,9,17,21-22H,5-6H2,(H,20,23)(H,24,25)(H2,18,19,26)/t9-/m0/s1	GUOIBROBQQJXBS-VIFPVBQESA-N
3	3	C[C@H](NC(=O)[C@H](C)C(=O)CNC(=O)OC(=O)NC(=O)CC[C@H](O)c1ccccc1)C(=O)O	InChI=1S/C20H25N3O9/c1-11(17(27)22-12(2)18(28)29)15(25)10-21-19(30)32-20(31)23-16(26)9-8-14(24)13-6-4-3-5-7-13/h3-7,11-12,14,24H,8-10H2,1-2H3,(H,21,30)(H,22,27)(H,28,29)(H,23,26,31)/t11-,12+,14+/m1/s1	DEGVBIMJYYVUBD-DYEKYZERSA-N
1	1	O=C(O)Nc1nc2ccccc2cc1O[C@H]1C=CCc2cc3ccc(C(=O)O)cc3cc21	InChI=1S/C25H18N2O5/c28-24(29)17-9-8-14-10-15-5-3-7-21(19(15)12-18(14)11-17)32-22-13-16-4-1-2-6-20(16)26-23(22)27-25(30)31/h1-4,6-13,21H,5H2,(H,26,27)(H,28,29)(H,30,31)/t21-/m0/s1	JFXKNXXZIOANKZ-NRFANRHFSA-N
0	0	C1=CCc2c(cccc2Oc2ccc(-c3cnoc3)cc2)C1	InChI=1S/C19H15NO2/c1-2-6-18-15(4-1)5-3-7-19(18)22-17-10-8-14(9-11-17)16-12-20-21-13-16/h1-3,5,7-13H,4,6H2	OQSQHPAXHAHVPE-UHFFFAOYSA-N
0	1	C=CCCc1cc(/C(Br)=C\c2cccc3cc(CC(C)(C)CC(=O)O)ccc23)co1	InChI=1S/C26H27BrO3/c1-4-5-9-22-13-21(17-30-22)24(27)14-20-8-6-7-19-12-18(10-11-23(19)20)15-26(2,3)16-25(28)29/h4,6-8,10-14,17H,1,5,9,15-16H2,2-3H3,(H,28,29)/b24-14+	QZJYCLNDRNUXHO-ZVHZXABRSA-N
1	1	O=C(O)C1=CC(=O)c2cc(-c3ccc(O)c4c3CC=C[C@@H]4C(=O)O)c(O)cc2C1=O	InChI=1S/C22H14O8/c23-16-5-4-9(10-2-1-3-11(19(10)16)21(27)28)12-6-13-14(7-17(12)24)20(26)15(22(29)30)8-18(13)25/h1,3-8,11,23-24H,2H2,(H,27,28)(H,29,30)/t11-/m0/s1	FZGBTALUQRMSQD-NSHDSACASA-N
3	4	CC[C@H](C)c1ccc(O)c(C/N=C(/O)CS(=O)(=O)c2ccc([C@H](C)[C@H](C)C(C)(C)O)cc2)c1	InChI=1S/C26H37NO5S/c1-7-17(2)21-10-13-24(28)22(14-21)15-27-25(29)16-33(31,32)23-11-8-20(9-12-23)18(3)19(4)26(5,6)30/h8-14,17-19,28,30H,7,15-16H2,1-6H3,(H,27,29)/t17-,18+,19-/m0/s1	RAXDRDDZSHKTDI-OTWHNJEPSA-N
1	5	CC(=C/C(=C/[C@@H](O)/C=C1/CCCN(C)C1)CC(C)(C)N)/C=C1/CCC=C(C)C1	InChI=1S/C25H40N2O/c1-19-8-6-9-21(12-19)13-20(2)14-23(17-25(3,4)26)16-24(28)15-22-10-7-11-27(5)18-22/h8,13-16,24,28H,6-7,9-12,17-18,26H2,1-5H3/b20-14?,21-13-,22-15-,23-16-/t24-/m0/s1	AISAEOUAXBBIDH-SXRQSQGOSA-N
0	2	CCC(=O)NC(=O)c1cccc(/C=C\C=C\CN)c1Cl	InChI=1S/C15H17ClN2O2/c1-2-13(19)18-15(20)12-9-6-8-11(14(12)16)7-4-3-5-10-17/h3-9H,2,10,17H2,1H3,(H,18,19,20)/b5-3+,7-4-	SARUMBNCOAEERB-AECUNDDTSA-N
1	3	CO[C@@H](/C=C(/C/C(C)=C\CCO)Cc1[nH]ccc1CC(=O)O)c1ccc2c(c1)CC=CC2	InChI=1S/C27H33NO4/c1-19(6-5-13-29)14-20(15-25-23(11-12-28-25)18-27(30)31)16-26(32-2)24-10-9-21-7-3-4-8-22(21)17-24/h3-4,6,9-12,16-17,26,28-29H,5,7-8,13-15,18H2,1-2H3,(H,30,31)/b19-6-,20-16-/t26-/m0/s1	IYBBCXPJLABUBD-WEDKBYJMSA-N
3	3	CCC1=CC(O)=C([C@H](C)O)C[C@@H]1c1c([C@H](CO)OC)ccc2c1COC2	InChI=1S/C21H28O5/c1-4-13-7-19(24)16(12(2)23)8-17(13)21-15(20(9-22)25-3)6-5-14-10-26-11-18(14)21/h5-7,12,17,20,22-24H,4,8-11H2,1-3H3/t12-,17-,20-/m0/s1	ZNQLSTWVIGHVDY-JTBRQZTESA-N
3	4	CCNc1c(O)cc(C)c2c(C)cc(C[C@@H]3C[C@H](O)[C@@H](C(=O)O)C/C3=C\OCC)c(C(=O)O)c12	InChI=1S/C26H33NO7/c1-5-27-24-20(29)8-14(4)21-13(3)7-16(22(23(21)24)26(32)33)9-15-11-19(28)18(25(30)31)10-17(15)12-34-6-2/h7-8,12,15,18-19,27-29H,5-6,9-11H2,1-4H3,(H,30,31)(H,32,33)/b17-12+/t15-,18+,19+/m1/s1	AXXWKEXAFPTNIK-OZYAIVMDSA-N
0	0	C=C(C)CCC(=O)Oc1c2c(c3ccccc3c1CCNC)Cc1c(C(=O)O)cc(C)c(O)c1C2	InChI=1S/C29H31NO5/c1-16(2)9-10-26(31)35-28-20(11-12-30-4)18-7-5-6-8-19(18)21-14-22-23(15-24(21)28)27(32)17(3)13-25(22)29(33)34/h5-8,13,30,32H,1,9-12,14-15H2,2-4H3,(H,33,34)	VQRWDIGVFIQNPL-UHFFFAOYSA-N
1	1	COCCc1c2c(c(O)c3c([C@@H](O)C(=O)O)cccc13)CC=CC2	InChI=1S/C19H20O5/c1-24-10-9-12-11-5-2-3-6-14(11)17(20)16-13(12)7-4-8-15(16)18(21)19(22)23/h2-4,7-8,18,20-21H,5-6,9-10H2,1H3,(H,22,23)/t18-/m1/s1	ACNMZAPBCPMEJB-GOSISDBHSA-N
0	0	CCCc1c(-c2c(C)ccc3c(OC)cccc23)ccc(C)c1CC(=O)O	InChI=1S/C24H26O3/c1-5-7-17-20(13-10-15(2)21(17)14-23(25)26)24-16(3)11-12-18-19(24)8-6-9-22(18)27-4/h6,8-13H,5,7,14H2,1-4H3,(H,25,26)	PTEGRXPEIHBKRX-UHFFFAOYSA-N
1	1	Cc1cc2ccc(O)cc2cc1CC(F)(F)C[C@H](C(=O)O)C(=O)CC(=O)O	InChI=1S/C19H18F2O6/c1-10-4-11-2-3-14(22)6-12(11)5-13(10)8-19(20,21)9-15(18(26)27)16(23)7-17(24)25/h2-6,15,22H,7-9H2,1H3,(H,24,25)(H,26,27)/t15-/m0/s1	QOTRTTXSNVMUOQ-HNNXBMFYSA-N
2	2	COc1ccccc1NC(=O)CC1=CCC2=C3CC=CC[C@@H]3c3cocc3[C@@H]2C1	InChI=1S/C25H25NO3/c1-28-24-9-5-4-8-23(24)26-25(27)13-16-10-11-19-17-6-2-3-7-18(17)21-14-29-15-22(21)20(19)12-16/h2-5,8-10,14-15,18,20H,6-7,11-13H2,1H3,(H,26,27)/t18-,20+/m0/s1	DFCQXQCKCBOILL-AZUAARDMSA-N
0	0	Cc1ccc(O)c2ccc(O)c(-c3ccc[nH]3)c12	InChI=1S/C15H13NO2/c1-9-4-6-12(17)10-5-7-13(18)15(14(9)10)11-3-2-8-16-11/h2-8,16-18H,1H3	HQQFCVBQWMJEHE-UHFFFAOYSA-N
1	3	CCN(CC/C=C\[C@H](C)/C(=C/c1ccccc1)C(=O)O)c1ccc(C(=O)O)c(NCO)c1	InChI=1S/C25H30N2O5/c1-3-27(20-12-13-21(24(29)30)23(16-20)26-17-28)14-8-7-9-18(2)22(25(31)32)15-19-10-5-4-6-11-19/h4-7,9-13,15-16,18,26,28H,3,8,14,17H2,1-2H3,(H,29,30)(H,31,32)/b9-7-,22-15-/t18-/m0/s1	BKUWKKPGDFQGKQ-OTYHWWBASA-N
1	1	CN[C@@H](Cc1cc2cc(C(=O)O)c(OC)cc2c(F)c1O)C(=O)O	InChI=1S/C16H16FNO6/c1-18-11(16(22)23)5-8-3-7-4-10(15(20)21)12(24-2)6-9(7)13(17)14(8)19/h3-4,6,11,18-19H,5H2,1-2H3,(H,20,21)(H,22,23)/t11-/m0/s1	COHCSJKSTIVNRT-NSHDSACASA-N
4	4	O=C(O)CC(=O)Cc1cc(C(=O)O)cc2c1NC[C@@H]1[C@@H]2[C@@H](CC(C(=O)O)C(=O)O)CC[C@H]1O	InChI=1S/C22H25NO10/c24-12(7-17(26)27)4-10-3-11(20(28)29)6-13-18-9(5-14(21(30)31)22(32)33)1-2-16(25)15(18)8-23-19(10)13/h3,6,9,14-16,18,23,25H,1-2,4-5,7-8H2,(H,26,27)(H,28,29)(H,30,31)(H,32,33)/t9-,15+,16-,18-/m1/s1	ZYCYPSFFWCRILE-AGLWFDFMSA-N
0	0	CC(=O)NCC(=O)Nc1nnc(NCc2cc(O)ccc2C)s1	InChI=1S/C14H17N5O3S/c1-8-3-4-11(21)5-10(8)6-16-13-18-19-14(23-13)17-12(22)7-15-9(2)20/h3-5,21H,6-7H2,1-2H3,(H,15,20)(H,16,18)(H,17,19,22)	AHYJQCUKIIQMKR-UHFFFAOYSA-N
0	3	CCO/N=C(/C=C(\C=C\C(=O)CC(=O)NCC(=O)O)C(=O)O)C(=O)O	InChI=1S/C14H16N2O9/c1-2-25-16-10(14(23)24)5-8(13(21)22)3-4-9(17)6-11(18)15-7-12(19)20/h3-5H,2,6-7H2,1H3,(H,15,18)(H,19,20)(H,21,22)(H,23,24)/b4-3+,8-5+,16-10-	JGGSQDJJYMJTMW-RHMYTUPESA-N
0	0	COc1cc(C(C(=O)O)C(=O)O)c2c(O)cc3c(C(C(=O)O)C(=O)O)coc3c2c1	InChI=1S/C19H14O11/c1-29-6-2-8(13(16(21)22)17(23)24)12-9(3-6)15-7(4-11(12)20)10(5-30-15)14(18(25)26)19(27)28/h2-5,13-14,20H,1H3,(H,21,22)(H,23,24)(H,25,26)(H,27,28)	JOIAOBVHGUBJRR-UHFFFAOYSA-N
1	4	COc1cc(O)c(OC)c([C@@H](/C=C\CO)/C=C(O)/N=C\N)c1C#N	InChI=1S/C16H19N3O5/c1-23-13-7-12(21)16(24-2)15(11(13)8-17)10(4-3-5-20)6-14(22)19-9-18/h3-4,6-7,9-10,20-22H,5H2,1-2H3,(H2,18,19)/b4-3-,14-6-/t10-/m0/s1	ICVQGGFGIIRXSR-HXVQRCEZSA-N
2	2	CO[C@H]1C=CC[C@@H]2C1=CCc1c(-c3c(F)cc4ccccc4c3F)cc(C)nc12	InChI=1S/C25H21F2NO/c1-14-12-20(23-21(26)13-15-6-3-4-7-16(15)24(23)27)19-11-10-17-18(25(19)28-14)8-5-9-22(17)29-2/h3-7,9-10,12-13,18,22H,8,11H2,1-2H3/t18-,22+/m1/s1	LZUWOLOTVOGERT-GCJKJVERSA-N
0	0	CCNC(=O)C1=C(N(C(=O)CO)C(=O)CC(=O)CC)C(C)(C)c2c(O)cc(CC(=O)O)cc2C1	InChI=1S/C24H30N2O8/c1-5-15(28)11-18(30)26(19(31)12-27)22-16(23(34)25-6-2)10-14-7-13(9-20(32)33)8-17(29)21(14)24(22,3)4/h7-8,27,29H,5-6,9-12H2,1-4H3,(H,25,34)(H,32,33)	MCYLROKKUFHFJM-UHFFFAOYSA-N
0	0	O=C(O)CC(=O)NC(=O)c1c(O)ccc2cc(O)c(C(=O)O)cc12	InChI=1S/C15H11NO8/c17-9-2-1-6-3-10(18)8(15(23)24)4-7(6)13(9)14(22)16-11(19)5-12(20)21/h1-4,17-18H,5H2,(H,20,21)(H,23,24)(H,16,19,22)	LVXFJUJJYVGQEA-UHFFFAOYSA-N
0	0	CC(=O)NCc1c(C)cc2c(c(-c3c(C)noc3Cc3cccn3C)cc3ccccc32)c1O	InChI=1S/C28H27N3O3/c1-16-12-22-21-10-6-5-8-19(21)13-23(27(22)28(33)24(16)15-29-18(3)32)26-17(2)30-34-25(26)14-20-9-7-11-31(20)4/h5-13,33H,14-15H2,1-4H3,(H,29,32)	ZSFRPXLYWHIQKU-UHFFFAOYSA-N
0	0	CCC(=O)NS(=O)(=O)c1[nH]c2ccc(C)cc2c1C	InChI=1S/C13H16N2O3S/c1-4-12(16)15-19(17,18)13-9(3)10-7-8(2)5-6-11(10)14-13/h5-7,14H,4H2,1-3H3,(H,15,16)	MGEYPEAUQTVMME-UHFFFAOYSA-N
3	3	CC[C@H](O)[C@H](C(=O)O)c1cc([C@H](O)C(=O)O)c2[nH]c(C(=O)O)cc2c1	InChI=1S/C16H17NO8/c1-2-10(18)11(15(22)23)6-3-7-5-9(14(20)21)17-12(7)8(4-6)13(19)16(24)25/h3-5,10-11,13,17-19H,2H2,1H3,(H,20,21)(H,22,23)(H,24,25)/t10-,11+,13-/m0/s1	MNWHWJCDKHIINC-LOWVWBTDSA-N
0	1	C/C=C\Cc1cc(C)c(C(=O)CC(=O)c2cccc(OC)c2NC(=O)c2ccccc2)cc1O	InChI=1S/C28H27NO5/c1-4-5-10-20-15-18(2)22(16-23(20)30)25(32)17-24(31)21-13-9-14-26(34-3)27(21)29-28(33)19-11-7-6-8-12-19/h4-9,11-16,30H,10,17H2,1-3H3,(H,29,33)/b5-4-	LXANPFAUKBNRNN-PLNGDYQASA-N
0	0	O=C(COc1cccc(F)c1)Oc1cccc2c1nc(O)c1c(O)cccc12	InChI=1S/C21H14FNO5/c22-12-4-1-5-13(10-12)27-11-18(25)28-17-9-3-7-15-14-6-2-8-16(24)19(14)21(26)23-20(15)17/h1-10,24H,11H2,(H,23,26)	DHYQWOIYQHYZII-UHFFFAOYSA-N
0	0	Cc1c(C(=O)c2ccc(C(=O)O)[nH]2)ccc2c(F)c(F)c(C(=O)O)cc12	InChI=1S/C18H11F2NO5/c1-7-8(16(22)12-4-5-13(21-12)18(25)26)2-3-9-10(7)6-11(17(23)24)15(20)14(9)19/h2-6,21H,1H3,(H,23,24)(H,25,26)	QHAZYZYCHBBMJO-UHFFFAOYSA-N
1	1	CCc1ccc2c(C(C)(C)C)c([C@H](O)CNS(=O)(=O)O)cc(I)c2c1NC(=O)O	InChI=1S/C19H25IN2O6S/c1-5-10-6-7-11-15(17(10)22-18(24)25)13(20)8-12(16(11)19(2,3)4)14(23)9-21-29(26,27)28/h6-8,14,21-23H,5,9H2,1-4H3,(H,24,25)(H,26,27,28)/t14-/m1/s1	GWJSCWSDYRDYFG-CQSZACIVSA-N
0	0	COc1cc(F)c(-c2ccccc2O)cc1-c1cc(C)c(C)cc1C	InChI=1S/C22H21FO2/c1-13-9-15(3)17(10-14(13)2)19-11-18(20(23)12-22(19)25-4)16-7-5-6-8-21(16)24/h5-12,24H,1-4H3	DZVQRCBMMVKADJ-UHFFFAOYSA-N
1	3	C=C/C=C\C/C=C(\Cc1ccc2c(c1CO)CC=C(O)[C@@H]2C(=O)O)C(=O)O	InChI=1S/C21H22O6/c1-2-3-4-5-6-14(20(24)25)11-13-7-8-16-15(17(13)12-22)9-10-18(23)19(16)21(26)27/h2-4,6-8,10,19,22-23H,1,5,9,11-12H2,(H,24,25)(H,26,27)/b4-3-,14-6+/t19-/m1/s1	KKJHDOCCNFVOJO-ODGGFWHFSA-N
0	0	Cc1ccccc1C(=O)CC(=O)OC(=O)Cc1ccc2cccc(O)c2c1	InChI=1S/C22H18O5/c1-14-5-2-3-7-17(14)20(24)13-22(26)27-21(25)12-15-9-10-16-6-4-8-19(23)18(16)11-15/h2-11,23H,12-13H2,1H3	QDEVEHMYVMNXIY-UHFFFAOYSA-N
0	0	Cc1cccc(Oc2cc3c(O)cccc3cc2O)c1	InChI=1S/C17H14O3/c1-11-4-2-6-13(8-11)20-17-10-14-12(9-16(17)19)5-3-7-15(14)18/h2-10,18-19H,1H3	AQODPVUMALJVGK-UHFFFAOYSA-N
0	0	O=C(O)CCOC(=O)NCCCCCCCCCCCc1ccccc1	InChI=1S/C21H33NO4/c23-20(24)16-18-26-21(25)22-17-12-7-5-3-1-2-4-6-9-13-19-14-10-8-11-15-19/h8,10-11,14-15H,1-7,9,12-13,16-18H2,(H,22,25)(H,23,24)	UXVWELHCZSATKF-UHFFFAOYSA-N
1	3	C/C=C(\NCC(=O)O)OCCCC(F)(F)C/C=C\[C@H]1CCCc2c(O)cc(O)cc21	InChI=1S/C22H29F2NO5/c1-2-20(25-14-21(28)29)30-11-5-10-22(23,24)9-4-7-15-6-3-8-17-18(15)12-16(26)13-19(17)27/h2,4,7,12-13,15,25-27H,3,5-6,8-11,14H2,1H3,(H,28,29)/b7-4-,20-2+/t15-/m1/s1	ZKXXJNIEDYJNGW-JPIHIQFVSA-N
0	0	Cc1cc(O)c(OS(=O)(=O)c2c(Cl)ccc(C(=O)c3ccccc3)c2C(=O)O)c2c1CC=CC2	InChI=1S/C25H19ClO7S/c1-14-13-20(27)23(17-10-6-5-9-16(14)17)33-34(31,32)24-19(26)12-11-18(21(24)25(29)30)22(28)15-7-3-2-4-8-15/h2-8,11-13,27H,9-10H2,1H3,(H,29,30)	XUXKEBSLVYIWRB-UHFFFAOYSA-N
0	0	C=Cc1cc(C)c2c(CCCC)c3nccc(C)c3c(OC)c2c1Cl	InChI=1S/C22H24ClNO/c1-6-8-9-16-17-14(4)12-15(7-2)20(23)19(17)22(25-5)18-13(3)10-11-24-21(16)18/h7,10-12H,2,6,8-9H2,1,3-5H3	ICZPBJMLSTZNPH-UHFFFAOYSA-N
