obstereo	obEZ	Structure of obSMILES [idcode]	obSMILES	obInChi	obInChiKey	dwSmiles	diff_smiles	dwInChI	diff_InChi	dwInChI-Key	diff_InChiKey	
2	0	fak`P@C@QknQSQQFJKIISIJshijujj``JjeadX`X@	O=C(O)[C@@H](C(C)C)Cc1c(O)nc2c(c1)CC=C1[C@H]2C=C(C=C1)O	InChI=1S/C19H21NO4/c1-10(2)15(19(23)24)8-13-7-12-4-3-11-5-6-14(21)9-16(11)17(12)20-18(13)22/h3,5-7,9-10,15-16,21H,4,8H2,1-2H3,(H,20,22)(H,23,24)/t15-,16-/m1/s1	SBPXZUWDGCULNN-HZPDHXFCSA-N	CC(C)[C@@H](Cc(cc(CC=C1C=CC(O)=C[C@@H]11)c1n1)c1O)C(O)=O	0	InChI=1S/C19H21NO4/c1-10(2)15(19(23)24)8-13-7-12-4-3-11-5-6-14(21)9-16(11)17(12)20-18(13)22/h3,5-7,9-10,15-16,21H,4,8H2,1-2H3,(H,20,22)(H,23,24)/t15-,16-/m1/s1	1	SBPXZUWDGCULNN-HZPDHXFCSA-N	1	
0	0	eg`TBD@EMEmck`HbrHRYeeU[yU[yfNICFih@@JJhJBaf@@@@	Clc1c2c(c(c(c1)N(c1ccccc1)CC(C(=O)O)C(=O)O)N)cc(c(c2)Cl)CC	InChI=1S/C22H20Cl2N2O4/c1-2-12-8-15-14(9-17(12)23)18(24)10-19(20(15)25)26(13-6-4-3-5-7-13)11-16(21(27)28)22(29)30/h3-10,16H,2,11,25H2,1H3,(H,27,28)(H,29,30)	BKXRCHBHEIDPQA-UHFFFAOYSA-N	CCc(cc(c(c(Cl)c1)c2)c(N)c1N(CC(C(O)=O)C(O)=O)c1ccccc1)c2Cl	0	InChI=1S/C22H20Cl2N2O4/c1-2-12-8-15-14(9-17(12)23)18(24)10-19(20(15)25)26(13-6-4-3-5-7-13)11-16(21(27)28)22(29)30/h3-10,16H,2,11,25H2,1H3,(H,27,28)(H,29,30)	1	BKXRCHBHEIDPQA-UHFFFAOYSA-N	1	
0	0	ehZXF@@G`DFFailbfbbRfbRbVbaTVRqDT|rRJzVn^ZBB@@@@bbjh@P@@	O=C(O)c1c(Oc2c3c(c(cc2)OCCC)c2ocnc2cc3OC)c2c(cc1)cccc2	InChI=1S/C26H21NO6/c1-3-12-31-19-10-11-20(22-21(30-2)13-18-25(23(19)22)32-14-27-18)33-24-16-7-5-4-6-15(16)8-9-17(24)26(28)29/h4-11,13-14H,3,12H2,1-2H3,(H,28,29)	WMLXGHZQBRICBC-UHFFFAOYSA-N	CCCOc(c1c2[o]cnc2cc(OC)c11)ccc1Oc(c1ccccc1cc1)c1C(O)=O	0	InChI=1S/C26H21NO6/c1-3-12-31-19-10-11-20(22-21(30-2)13-18-25(23(19)22)32-14-27-18)33-24-16-7-5-4-6-15(16)8-9-17(24)26(28)29/h4-11,13-14H,3,12H2,1-2H3,(H,28,29)	1	WMLXGHZQBRICBC-UHFFFAOYSA-N	1	
0	0	fikPH@MA@agjmzMInYuU{VYaRMYhH@@fffX@@@	O=C(O)c1c(O)cc2c(c1)cc(cn2)C(=O)NC=C(C(=O)O)C(=O)O	InChI=1S/C15H10N2O8/c18-11-3-10-6(2-8(11)13(20)21)1-7(4-16-10)12(19)17-5-9(14(22)23)15(24)25/h1-5,18H,(H,17,19)(H,20,21)(H,22,23)(H,24,25)	RLALXGOGUZOUIQ-UHFFFAOYSA-N	OC(C(C(O)=O)=CNC(c1cnc(cc(c(C(O)=O)c2)O)c2c1)=O)=O	0	InChI=1S/C15H10N2O8/c18-11-3-10-6(2-8(11)13(20)21)1-7(4-16-10)12(19)17-5-9(14(22)23)15(24)25/h1-5,18H,(H,17,19)(H,20,21)(H,22,23)(H,24,25)	1	RLALXGOGUZOUIQ-UHFFFAOYSA-N	1	
0	0	flyQR@AFIjtT`dDfYuV[~YrB@jYjX@@	Fc1c(O)cc(c(c1)NC(=O)CC(=O)O)C(=O)NC	InChI=1S/C11H11FN2O5/c1-13-11(19)5-2-8(15)6(12)3-7(5)14-9(16)4-10(17)18/h2-3,15H,4H2,1H3,(H,13,19)(H,14,16)(H,17,18)	MEMSLEDZBSBWRA-UHFFFAOYSA-N	CNC(c(c(NC(CC(O)=O)=O)c1)cc(O)c1F)=O	0	InChI=1S/C11H11FN2O5/c1-13-11(19)5-2-8(15)6(12)3-7(5)14-9(16)4-10(17)18/h2-3,15H,4H2,1H3,(H,13,19)(H,14,16)(H,17,18)	1	MEMSLEDZBSBWRA-UHFFFAOYSA-N	1	
2	3	elRPN@@@DIKLbglbbTrTrTVTTTQbrrVbzFVNZfjjZ`X`jffbPxarpHcky@	O=C(OC)/C(=C/[C@@H](OC(=O)CC(=O)O)CCc1c2c(c(cc1)/C=C/C(=C\C)/C)C[C@H](CC2)O)/CC	InChI=1S/C28H36O7/c1-5-18(3)7-8-21-10-9-20(24-14-12-22(29)16-25(21)24)11-13-23(35-27(32)17-26(30)31)15-19(6-2)28(33)34-4/h5,7-10,15,22-23,29H,6,11-14,16-17H2,1-4H3,(H,30,31)/b8-7+,18-5-,19-15+/t22-,23-/m0/s1	RFZHURPGRREOSX-CCORRREWSA-N	CC/C(/C(OC)=O)=C\[C@H](CCc1c(CC[C@@H](C2)O)c2c(/C=C/C(/C)=C\C)cc1)OC(CC(O)=O)=O	0	InChI=1S/C28H36O7/c1-5-18(3)7-8-21-10-9-20(24-14-12-22(29)16-25(21)24)11-13-23(35-27(32)17-26(30)31)15-19(6-2)28(33)34-4/h5,7-10,15,22-23,29H,6,11-14,16-17H2,1-4H3,(H,30,31)/t22-,23+/m1/s1	0	RFZHURPGRREOSX-PKTZIBPZSA-N	0	
0	0	fbu@c@IJAD\bHqFQQQJJMJIJI``i`Haj@H`@@	Clc1c(c(Cl)ccc1)C(=O)OCc1cc(Cl)cc(c1)C	InChI=1S/C15H11Cl3O2/c1-9-5-10(7-11(16)6-9)8-20-15(19)14-12(17)3-2-4-13(14)18/h2-7H,8H2,1H3	FUYMWPZIRZHSGB-UHFFFAOYSA-N	Cc1cc(COC(c(c(Cl)ccc2)c2Cl)=O)cc(Cl)c1	0	InChI=1S/C15H11Cl3O2/c1-9-5-10(7-11(16)6-9)8-20-15(19)14-12(17)3-2-4-13(14)18/h2-7H,8H2,1H3	1	FUYMWPZIRZHSGB-UHFFFAOYSA-N	1	
3	0	fc@r@FJ]fZpQFQQQQQQKQYVIFJG`m^MXmXB`jjhHJfaCEEJMP@	Clc1c2c(cc3c1oc1c3cccc1O[C@H](C(=O)OC)C)[C@@H](O)C=C[C@H]2OC	InChI=1S/C21H19ClO6/c1-10(21(24)26-3)27-16-6-4-5-11-12-9-13-14(23)7-8-15(25-2)17(13)18(22)20(12)28-19(11)16/h4-10,14-15,23H,1-3H3/t10-,14-,15+/m0/s1	NVWADHNKNTYJTC-NZVBXONLSA-N	C[C@@H](C(OC)=O)Oc1cccc2c1[o]c1c2cc([C@H](C=C[C@H]2OC)O)c2c1Cl	0	InChI=1S/C21H19ClO6/c1-10(21(24)26-3)27-16-6-4-5-11-12-9-13-14(23)7-8-15(25-2)17(13)18(22)20(12)28-19(11)16/h4-10,14-15,23H,1-3H3/t10-,14-,15+/m0/s1	1	NVWADHNKNTYJTC-NZVBXONLSA-N	1	
2	0	fcoQP@DX@vZ}yEEDheEDdeECBiWIcvhvj``H`Jhf`dVPt@	O=C(N(c1c2c(ccc1)C[C@H](C[C@H]2C(=O)O)O)CCC)Nc1cc(O)ccc1	InChI=1S/C21H24N2O5/c1-2-9-23(21(28)22-14-6-4-7-15(24)11-14)18-8-3-5-13-10-16(25)12-17(19(13)18)20(26)27/h3-8,11,16-17,24-25H,2,9-10,12H2,1H3,(H,22,28)(H,26,27)/t16-,17-/m1/s1	CGTMSPUIJQKKJU-IAGOWNOFSA-N	CCCN(C(Nc1cc(O)ccc1)=O)c1c([C@@H](C[C@@H](C2)O)C(O)=O)c2ccc1	0	InChI=1S/C21H24N2O5/c1-2-9-23(21(28)22-14-6-4-7-15(24)11-14)18-8-3-5-13-10-16(25)12-17(19(13)18)20(26)27/h3-8,11,16-17,24-25H,2,9-10,12H2,1H3,(H,22,28)(H,26,27)/t16-,17+/m0/s1	0	CGTMSPUIJQKKJU-DLBZAZTESA-N	0	
0	0	fegPS@EUeD\pUfh`LQdTTRbbRvRebVTYrwjm`HAhHfZY``@@	Ic1c(c2c(c(c1)Cl)ccc(c2)Cl)C(=O)NC(=O)c1c[nH]c(c1)C(=O)O	InChI=1S/C17H9Cl2IN2O4/c18-8-1-2-9-10(4-8)14(12(20)5-11(9)19)16(24)22-15(23)7-3-13(17(25)26)21-6-7/h1-6,21H,(H,25,26)(H,22,23,24)	GMUVJQPBFYGJTH-UHFFFAOYSA-N	OC(c1cc(C(NC(c(c2cc(Cl)ccc2c(Cl)c2)c2I)=O)=O)c[nH]1)=O	0	InChI=1S/C17H9Cl2IN2O4/c18-8-1-2-9-10(4-8)14(12(20)5-11(9)19)16(24)22-15(23)7-3-13(17(25)26)21-6-7/h1-6,21H,(H,25,26)(H,22,23,24)	1	GMUVJQPBFYGJTH-UHFFFAOYSA-N	1	
0	0	ehZPFH@KG@dni`ICHhhhhddhddoEEMEefAEOCHemo`X@@@JHjBHJj@D@@	Fc1c2c(c(c3c1cc(cc3)O)OC)c(Oc1c(O)c3c(cc1OC)CC=CC3)cc(c2)O	InChI=1S/C26H21FO6/c1-31-21-9-13-5-3-4-6-16(13)24(30)26(21)33-20-12-15(29)11-19-22(20)25(32-2)17-8-7-14(28)10-18(17)23(19)27/h3-4,7-12,28-30H,5-6H2,1-2H3	KKFLFVSKTVSEFR-UHFFFAOYSA-N	COc1cc(CC=CC2)c2c(O)c1Oc(cc(cc12)O)c2c(OC)c(ccc(O)c2)c2c1F	0	InChI=1S/C26H21FO6/c1-31-21-9-13-5-3-4-6-16(13)24(30)26(21)33-20-12-15(29)11-19-22(20)25(32-2)17-8-7-14(28)10-18(17)23(19)27/h3-4,7-12,28-30H,5-6H2,1-2H3	1	KKFLFVSKTVSEFR-UHFFFAOYSA-N	1	
2	1	ehRTBH@DngEo`PHcHhheDddhihTmCideFIC@oLjahH@HIbjjfjfBdKHThAd	Clc1c(c2cc3c(cc2)[C@H](/N=C(\O)/CCCC(=O)O)CCC3)cc2c(c1)C(=O)CC[C@@H]2NC	InChI=1S/C26H29ClN2O4/c1-28-22-10-11-24(30)20-14-21(27)18(13-19(20)22)16-8-9-17-15(12-16)4-2-5-23(17)29-25(31)6-3-7-26(32)33/h8-9,12-14,22-23,28H,2-7,10-11H2,1H3,(H,29,31)(H,32,33)/t22-,23+/m0/s1	QYWDWHLQJIFFFB-XZOQPEGZSA-N	CN[C@@H](CCC(c1c2)=O)c1cc(-c1cc(CCC[C@H]3/N=C(/CCCC(O)=O)\O)c3cc1)c2Cl	0	InChI=1S/C26H29ClN2O4/c1-28-22-10-11-24(30)20-14-21(27)18(13-19(20)22)16-8-9-17-15(12-16)4-2-5-23(17)29-25(31)6-3-7-26(32)33/h8-9,12-14,22-23,28H,2-7,10-11H2,1H3,(H,29,31)(H,32,33)/t22-,23+/m0/s1	1	QYWDWHLQJIFFFB-XZOQPEGZSA-N	1	
1	0	fmg`H@B@P[IVsWdTtRRTtTqRfTrcNNBuMRDDTtttPY@@	O=C(O)C1=CC(=C)[C@H](N1)c1c(O)cc(cc1C)CC(=O)OC(=O)CC(=O)O	InChI=1S/C18H17NO8/c1-8-3-10(6-14(23)27-15(24)7-13(21)22)5-12(20)16(8)17-9(2)4-11(19-17)18(25)26/h3-5,17,19-20H,2,6-7H2,1H3,(H,21,22)(H,25,26)/t17-/m0/s1	DKTAVOYGTJQNQN-KRWDZBQOSA-N	Cc1cc(CC(OC(CC(O)=O)=O)=O)cc(O)c1[C@H]1NC(C(O)=O)=CC1=C	0	InChI=1S/C18H17NO8/c1-8-3-10(6-14(23)27-15(24)7-13(21)22)5-12(20)16(8)17-9(2)4-11(19-17)18(25)26/h3-5,17,19-20H,2,6-7H2,1H3,(H,21,22)(H,25,26)/t17-/m1/s1	0	DKTAVOYGTJQNQN-QGZVFWFLSA-N	0	
0	0	e`\XFH@NMK@ikg`HcHhheEDeDXdmMMEEBpiHxTMm}@A@U@t@QAL@@@@	Clc1c2c(NC(=O)c3c(O)cccc3C)c(OC)c3c(c2cc(c1)O)cccc3C(=O)O	InChI=1S/C24H18ClNO6/c1-11-5-3-8-17(28)18(11)23(29)26-21-20-15(9-12(27)10-16(20)25)13-6-4-7-14(24(30)31)19(13)22(21)32-2/h3-10,27-28H,1-2H3,(H,26,29)(H,30,31)	DICWODOQBYCHOJ-UHFFFAOYSA-N	Cc1cccc(O)c1C(Nc1c2c(Cl)cc(O)cc2c(cccc2C(O)=O)c2c1OC)=O	0	InChI=1S/C24H18ClNO6/c1-11-5-3-8-17(28)18(11)23(29)26-21-20-15(9-12(27)10-16(20)25)13-6-4-7-14(24(30)31)19(13)22(21)32-2/h3-10,27-28H,1-2H3,(H,26,29)(H,30,31)	1	DICWODOQBYCHOJ-UHFFFAOYSA-N	1	
0	0	fi{@P@@HzOHheDdhldhThUIF\GIVhH@@`@i`@@@	O=C(OCc1cc2c(cc1)c(ccc2)CC(=O)O)c1ccc(cc1)C	InChI=1S/C21H18O4/c1-14-5-8-16(9-6-14)21(24)25-13-15-7-10-19-17(11-15)3-2-4-18(19)12-20(22)23/h2-11H,12-13H2,1H3,(H,22,23)	OYAUEXAJVINBFG-UHFFFAOYSA-N	Cc(cc1)ccc1C(OCc1cc2cccc(CC(O)=O)c2cc1)=O	0	InChI=1S/C21H18O4/c1-14-5-8-16(9-6-14)21(24)25-13-15-7-10-19-17(11-15)3-2-4-18(19)12-20(22)23/h2-11H,12-13H2,1H3,(H,22,23)	1	OYAUEXAJVINBFG-UHFFFAOYSA-N	1	
0	1	fko`R@FlkMXICHhdhbeEEDmeEmLj\}F@Hj@bFfYj@DHh	Fc1cc(O)cc(c1)CCc1c(cccc1CC(=O)NC(=O)OCC)/C=C\C=C	InChI=1S/C23H24FNO4/c1-3-5-7-17-8-6-9-18(14-22(27)25-23(28)29-4-2)21(17)11-10-16-12-19(24)15-20(26)13-16/h3,5-9,12-13,15,26H,1,4,10-11,14H2,2H3,(H,25,27,28)/b7-5-	OAQWKMZSYUIZDN-ALCCZGGFSA-N	CCOC(NC(Cc1cccc(/C=C\C=C)c1CCc1cc(F)cc(O)c1)=O)=O	0	InChI=1S/C23H24FNO4/c1-3-5-7-17-8-6-9-18(14-22(27)25-23(28)29-4-2)21(17)11-10-16-12-19(24)15-20(26)13-16/h3,5-9,12-13,15,26H,1,4,10-11,14H2,2H3,(H,25,27,28)	0	OAQWKMZSYUIZDN-UHFFFAOYSA-N	0	
1	1	fmgQA@DJrBHSHYEDeLeEhdeD\deITRtt@EAAQUTDORBH	Cl/C(=C/C)/Nc1cc(nc(c1)C[C@@H](F)OCCCCCC)c1ccccc1	InChI=1S/C22H28ClFN2O/c1-3-5-6-10-13-27-22(24)16-19-14-18(26-21(23)4-2)15-20(25-19)17-11-8-7-9-12-17/h4,7-9,11-12,14-15,22H,3,5-6,10,13,16H2,1-2H3,(H,25,26)/b21-4-/t22-/m0/s1	JIPAIGFUIGIHOR-JHRBNHRSSA-N	CCCCCCO[C@@H](Cc1cc(N/C(/Cl)=C\C)cc(-c2ccccc2)n1)F	0	InChI=1S/C22H28ClFN2O/c1-3-5-6-10-13-27-22(24)16-19-14-18(26-21(23)4-2)15-20(25-19)17-11-8-7-9-12-17/h4,7-9,11-12,14-15,22H,3,5-6,10,13,16H2,1-2H3,(H,25,26)/t22-/m0/s1	0	JIPAIGFUIGIHOR-QFIPXVFZSA-N	0	
0	1	fi{Q`@DRAp^QQJJJHkZIJYIZlgK^mPM@d@@A@@ai@	O=C(NC(=O)C)c1c(/N=C\c2cc3c(cc2)ccc(c3)O)cccc1	InChI=1S/C20H16N2O3/c1-13(23)22-20(25)18-4-2-3-5-19(18)21-12-14-6-7-15-8-9-17(24)11-16(15)10-14/h2-12,24H,1H3,(H,22,23,25)/b21-12-	QOVDMSWCFUWRBU-MTJSOVHGSA-N	CC(NC(c(cccc1)c1/N=C\c1cc2cc(O)ccc2cc1)=O)=O	0	InChI=1S/C20H16N2O3/c1-13(23)22-20(25)18-4-2-3-5-19(18)21-12-14-6-7-15-8-9-17(24)11-16(15)10-14/h2-12,24H,1H3,(H,22,23,25)	0	QOVDMSWCFUWRBU-UHFFFAOYSA-N	0	
1	0	fe{@H@@HXZwncrJZJKQJXsJJIQBTv[PPQMUA@pDGH@	O=C(O)c1c(O)c(C(=O)O)cc(c1)C[C@H](O)Cc1c(C(=O)O)cccc1	InChI=1S/C18H16O8/c19-11(8-10-3-1-2-4-12(10)16(21)22)5-9-6-13(17(23)24)15(20)14(7-9)18(25)26/h1-4,6-7,11,19-20H,5,8H2,(H,21,22)(H,23,24)(H,25,26)/t11-/m0/s1	PRHCOFRCXIPDBL-NSHDSACASA-N	O[C@@H](Cc(cc1C(O)=O)cc(C(O)=O)c1O)Cc(cccc1)c1C(O)=O	0	InChI=1S/C18H16O8/c19-11(8-10-3-1-2-4-12(10)16(21)22)5-9-6-13(17(23)24)15(20)14(7-9)18(25)26/h1-4,6-7,11,19-20H,5,8H2,(H,21,22)(H,23,24)(H,25,26)/t11-/m0/s1	1	PRHCOFRCXIPDBL-NSHDSACASA-N	1	
0	1	fika`@C@QwHihehhdiMDTeEFjMijejjBBb@Pq@	O=C(O)/C(=C/C)/Cc1c(c([nH]c1)c1cc(O)ccc1)C(CCC)(C)C	InChI=1S/C21H27NO3/c1-5-10-21(3,4)18-16(11-14(6-2)20(24)25)13-22-19(18)15-8-7-9-17(23)12-15/h6-9,12-13,22-23H,5,10-11H2,1-4H3,(H,24,25)/b14-6+	YUXXLJRLWKRHPR-MKMNVTDBSA-N	CCCC(C)(C)c1c(-c2cc(O)ccc2)[nH]cc1C/C(/C(O)=O)=C\C	0	InChI=1S/C21H27NO3/c1-5-10-21(3,4)18-16(11-14(6-2)20(24)25)13-22-19(18)15-8-7-9-17(23)12-15/h6-9,12-13,22-23H,5,10-11H2,1-4H3,(H,24,25)	0	YUXXLJRLWKRHPR-UHFFFAOYSA-N	0	
0	0	fj}aA@DeAHHdLbfbbbbQvbVDhsdyj@B@bZXH@@	FC(F)c1c2c(cc(c1C)Cc1c[nH]c(c1)O)cccc2	InChI=1S/C17H15F2NO/c1-10-13(6-11-7-15(21)20-9-11)8-12-4-2-3-5-14(12)16(10)17(18)19/h2-5,7-9,17,20-21H,6H2,1H3	LRWDBAGDVWDGGE-UHFFFAOYSA-N	Cc1c(C(F)F)c2ccccc2cc1Cc1c[nH]c(O)c1	0	InChI=1S/C17H15F2NO/c1-10-13(6-11-7-15(21)20-9-11)8-12-4-2-3-5-14(12)16(10)17(18)19/h2-5,7-9,17,20-21H,6H2,1H3	1	LRWDBAGDVWDGGE-UHFFFAOYSA-N	1	
2	0	fek`J@KRMENRmzBHrJIJEQJEQQSFYTY@AUSULtuBAIr@@	Clc1cc(ccc1)C[C@H](OC)C(=O)N[C@H](C(=O)OC(=O)OCC)C(=O)O	InChI=1S/C16H18ClNO8/c1-3-25-16(23)26-15(22)12(14(20)21)18-13(19)11(24-2)8-9-5-4-6-10(17)7-9/h4-7,11-12H,3,8H2,1-2H3,(H,18,19)(H,20,21)/t11-,12-/m0/s1	FYNQMMULQSWUGW-RYUDHWBXSA-N	CCOC(OC([C@H](C(O)=O)NC([C@H](Cc1cccc(Cl)c1)OC)=O)=O)=O	0	InChI=1S/C16H18ClNO8/c1-3-25-16(23)26-15(22)12(14(20)21)18-13(19)11(24-2)8-9-5-4-6-10(17)7-9/h4-7,11-12H,3,8H2,1-2H3,(H,18,19)(H,20,21)/t11-,12-/m0/s1	1	FYNQMMULQSWUGW-RYUDHWBXSA-N	1	
1	0	fhq`Q@BZM[pHbTQdTTTRbfggEPQECMQAr@@	Clc1c(NC(=O)[C@H](O)C)c(Cl)ccc1C(=O)O	InChI=1S/C10H9Cl2NO4/c1-4(14)9(15)13-8-6(11)3-2-5(7(8)12)10(16)17/h2-4,14H,1H3,(H,13,15)(H,16,17)/t4-/m1/s1	JGOYDWALDLANJC-SCSAIBSYSA-N	C[C@H](C(Nc(c(Cl)ccc1C(O)=O)c1Cl)=O)O	0	InChI=1S/C10H9Cl2NO4/c1-4(14)9(15)13-8-6(11)3-2-5(7(8)12)10(16)17/h2-4,14H,1H3,(H,13,15)(H,16,17)/t4-/m1/s1	1	JGOYDWALDLANJC-SCSAIBSYSA-N	1	
1	1	ek`XB@@@`DBClbfbRbbRbVQfRVRlb\BrJzFZj`d@`BjfbFCAPSP	O=C(O)[C@H](Oc1ccccc1)Cc1c2c([nH]c1)c1c(cc2)CC=C(C1)/C=C/CO	InChI=1S/C24H23NO4/c26-12-4-5-16-8-9-17-10-11-20-18(15-25-23(20)21(17)13-16)14-22(24(27)28)29-19-6-2-1-3-7-19/h1-8,10-11,15,22,25-26H,9,12-14H2,(H,27,28)/b5-4+/t22-/m1/s1	IOVAHLMZOPJABH-TWKPZUECSA-N	OC/C=C/C(C1)=CCc(cc2)c1c1c2c(C[C@H](C(O)=O)Oc2ccccc2)c[nH]1	0	InChI=1S/C24H23NO4/c26-12-4-5-16-8-9-17-10-11-20-18(15-25-23(20)21(17)13-16)14-22(24(27)28)29-19-6-2-1-3-7-19/h1-8,10-11,15,22,25-26H,9,12-14H2,(H,27,28)/t22-/m1/s1	0	IOVAHLMZOPJABH-JOCHJYFZSA-N	0	
2	2	ehTTA@@LN@DJDaeo`\bbttrTTRbabJbftt|BrJZff`HJjejiXTGIDdNEi@	O=C(OC(=O)/C(=C\Cc1c2c(ccc1)[C@H](C=C[C@@H]2OC(=O)CC)/C=C(\O)/C(=C)C(=O)O)/N)N	InChI=1S/C23H24N2O8/c1-3-19(27)32-18-10-8-14(11-17(26)12(2)21(28)29)15-6-4-5-13(20(15)18)7-9-16(24)22(30)33-23(25)31/h4-6,8-11,14,18,26H,2-3,7,24H2,1H3,(H2,25,31)(H,28,29)/b16-9+,17-11-/t14-,18+/m1/s1	UIONBIUEYLMNKP-JZRYRHRRSA-N	CCC(O[C@@H]1c2c(C/C=C(\C(OC(N)=O)=O)/N)cccc2[C@@H](/C=C(/C(C(O)=O)=C)\O)C=C1)=O	0	InChI=1S/C23H24N2O8/c1-3-19(27)32-18-10-8-14(11-17(26)12(2)21(28)29)15-6-4-5-13(20(15)18)7-9-16(24)22(30)33-23(25)31/h4-6,8-11,14,18,26H,2-3,7,24H2,1H3,(H2,25,31)(H,28,29)/t14-,18+/m1/s1	0	UIONBIUEYLMNKP-KDOFPFPSSA-N	0	
0	1	fj}QB@NFr@HrQQQGJIIIIXeKNbfi[X@@Bh@Px`	s1c(C#N)ccc1/C=C\c1cnc2c(c1)cc(cc2)OC	InChI=1S/C17H12N2OS/c1-20-14-3-7-17-13(9-14)8-12(11-19-17)2-4-15-5-6-16(10-18)21-15/h2-9,11H,1H3/b4-2-	UFCPUJXDPLKTSI-RQOWECAXSA-N	COc1ccc2ncc(/C=C\c3ccc(C#N)[s]3)cc2c1	0	InChI=1S/C17H12N2OS/c1-20-14-3-7-17-13(9-14)8-12(11-19-17)2-4-15-5-6-16(10-18)21-15/h2-9,11H,1H3	0	UFCPUJXDPLKTSI-UHFFFAOYSA-N	0	
0	0	ek`XBD@FCOJf`H`bHrJJJZJIIQQIRiES`RsHJJ[ZBHJjiZF`bB@@@	Clc1c(Cl)c(c2c(c1n1c(O)ccc1CCC)oc1c2cccc1C)CC(=O)O	InChI=1S/C22H19Cl2NO4/c1-3-5-12-8-9-15(26)25(12)20-19(24)18(23)14(10-16(27)28)17-13-7-4-6-11(2)21(13)29-22(17)20/h4,6-9,26H,3,5,10H2,1-2H3,(H,27,28)	IEOXNRURWWZCGS-UHFFFAOYSA-N	CCCc([n]1-c2c3[o]c(c(C)ccc4)c4c3c(CC(O)=O)c(Cl)c2Cl)ccc1O	0	InChI=1S/C22H19Cl2NO4/c1-3-5-12-8-9-15(26)25(12)20-19(24)18(23)14(10-16(27)28)17-13-7-4-6-11(2)21(13)29-22(17)20/h4,6-9,26H,3,5,10H2,1-2H3,(H,27,28)	1	IEOXNRURWWZCGS-UHFFFAOYSA-N	1	
1	2	fas@a@LeADZBLbbRrTTRTTrRMFN}@AURuUSPpDdFRh	Clc1ccc(cc1)C[C@H](c1scc(c1CO)O)/C=C(\C=C/C)/CC	InChI=1S/C20H23ClO2S/c1-3-5-14(4-2)10-16(11-15-6-8-17(21)9-7-15)20-18(12-22)19(23)13-24-20/h3,5-10,13,16,22-23H,4,11-12H2,1-2H3/b5-3-,14-10-/t16-/m1/s1	BGXZTAZEFNBTPQ-XNPVCXDJSA-N	CC/C(/C=C\C)=C/[C@H](Cc(cc1)ccc1Cl)c1c(CO)c(O)c[s]1	0	InChI=1S/C20H23ClO2S/c1-3-5-14(4-2)10-16(11-15-6-8-17(21)9-7-15)20-18(12-22)19(23)13-24-20/h3,5-10,13,16,22-23H,4,11-12H2,1-2H3/t16-/m1/s1	0	BGXZTAZEFNBTPQ-MRXNPFEDSA-N	0	
0	0	fcw@J@NRUdkU{ADYEEDhhdcDlmeLeFB]F@bFHJJijX@@@	Clc1c(c(OCCO)c2c(c1)c(ccc2)CCOC(=O)CCC(=O)O)C(=O)O	InChI=1S/C19H19ClO8/c20-14-10-13-11(6-8-27-16(24)5-4-15(22)23)2-1-3-12(13)18(28-9-7-21)17(14)19(25)26/h1-3,10,21H,4-9H2,(H,22,23)(H,25,26)	QDLOAVHRDCXUQL-UHFFFAOYSA-N	OCCOc1c(C(O)=O)c(Cl)cc2c(CCOC(CCC(O)=O)=O)cccc12	0	InChI=1S/C19H19ClO8/c20-14-10-13-11(6-8-27-16(24)5-4-15(22)23)2-1-3-12(13)18(28-9-7-21)17(14)19(25)26/h1-3,10,21H,4-9H2,(H,22,23)(H,25,26)	1	QDLOAVHRDCXUQL-UHFFFAOYSA-N	1	
1	0	ff}aP@O@PrN\bfbbrRTRTthiFltD@@UMRD@p@	O=C(O)c1c(O)cc2c(c1)cc(c(c2C(=O)C)[C@@H](O)C=C)N	InChI=1S/C16H15NO5/c1-3-12(19)15-11(17)5-8-4-10(16(21)22)13(20)6-9(8)14(15)7(2)18/h3-6,12,19-20H,1,17H2,2H3,(H,21,22)/t12-/m0/s1	AUJXMRDGSHPQEW-LBPRGKRZSA-N	CC(c1c(cc(c(C(O)=O)c2)O)c2cc(N)c1[C@H](C=C)O)=O	0	InChI=1S/C16H15NO5/c1-3-12(19)15-11(17)5-8-4-10(16(21)22)13(20)6-9(8)14(15)7(2)18/h3-6,12,19-20H,1,17H2,2H3,(H,21,22)/t12-/m0/s1	1	AUJXMRDGSHPQEW-LBPRGKRZSA-N	1	
