obstereo	obEZ	obSMILES	obInChi	obInChiKey
0	0	O=C(NC(=O)c1nc[nH]c1C)c1c(O)c2c(c(c1)O)cccc2	InChI=1S/C16H13N3O4/c1-8-13(18-7-17-8)16(23)19-15(22)11-6-12(20)9-4-2-3-5-10(9)14(11)21/h2-7,20-21H,1H3,(H,17,18)(H,19,22,23)	WFSMOJPRSIBOFR-UHFFFAOYSA-N
1	0	Oc1nc(cc(n1)C)C[C@@H]1c2c(cccc2)CC=C1	InChI=1S/C16H16N2O/c1-11-9-14(18-16(19)17-11)10-13-7-4-6-12-5-2-3-8-15(12)13/h2-5,7-9,13H,6,10H2,1H3,(H,17,18,19)/t13-/m1/s1	UWYHXQQJRJBQBP-CYBMUJFWSA-N
2	0	O=C(O)[C@H](c1[nH]ccc1)CC[C@H](O)c1c(O)ccc(c1)O	InChI=1S/C15H17NO5/c17-9-3-5-13(18)11(8-9)14(19)6-4-10(15(20)21)12-2-1-7-16-12/h1-3,5,7-8,10,14,16-19H,4,6H2,(H,20,21)/t10-,14-/m0/s1	FWSXJZBMPMPSLI-HZMBPMFUSA-N
0	0	Fc1c(F)cc(c(c1)OCCc1c2oc(cc2ccc1)C(=O)N)O	InChI=1S/C17H13F2NO4/c18-11-7-13(21)14(8-12(11)19)23-5-4-9-2-1-3-10-6-15(17(20)22)24-16(9)10/h1-3,6-8,21H,4-5H2,(H2,20,22)	HZNLYXKERPVNKQ-UHFFFAOYSA-N
0	0	Fc1c(OC)cccc1c1c(Oc2ccc(cc2)C(=O)O)cccc1	InChI=1S/C20H15FO4/c1-24-18-8-4-6-16(19(18)21)15-5-2-3-7-17(15)25-14-11-9-13(10-12-14)20(22)23/h2-12H,1H3,(H,22,23)	GKLKVGMUDBMGFO-UHFFFAOYSA-N
0	0	Clc1ccc(cc1)C(=O)N(S(=O)(=O)c1ccccc1)C(=O)CC(=O)NO	InChI=1S/C16H13ClN2O6S/c17-12-8-6-11(7-9-12)16(22)19(15(21)10-14(20)18-23)26(24,25)13-4-2-1-3-5-13/h1-9,23H,10H2,(H,18,20)	ZQEAZNFJNRMDKT-UHFFFAOYSA-N
1	0	Clc1c(cc(cc1)Cl)C[C@@H](c1c(O)c(C(=O)O)ccc1CC(=O)O)CC(=O)O	InChI=1S/C19H16Cl2O7/c20-12-2-4-14(21)10(6-12)5-11(8-16(24)25)17-9(7-15(22)23)1-3-13(18(17)26)19(27)28/h1-4,6,11,26H,5,7-8H2,(H,22,23)(H,24,25)(H,27,28)/t11-/m1/s1	FSXYBAHVFFNPKN-LLVKDONJSA-N
0	0	O=C(O)c1ccc(cc1)NC(=O)c1[nH]c2c(c1)cc1c(c2)cc(cc1)C	InChI=1S/C21H16N2O3/c1-12-2-3-14-9-16-11-19(23-18(16)10-15(14)8-12)20(24)22-17-6-4-13(5-7-17)21(25)26/h2-11,23H,1H3,(H,22,24)(H,25,26)	OCRUGZCDLRPIOH-UHFFFAOYSA-N
1	0	F[C@H]1C(=C(C(=O)NCCC(=O)OC(=O)N)Cc2c1c(NC)c(c(c2)O)C(=O)O)OC	InChI=1S/C18H20FN3O8/c1-21-14-11-7(6-9(23)12(14)17(26)27)5-8(15(29-2)13(11)19)16(25)22-4-3-10(24)30-18(20)28/h6,13,21,23H,3-5H2,1-2H3,(H2,20,28)(H,22,25)(H,26,27)/t13-/m1/s1	JQDLTWYSDTWPER-CYBMUJFWSA-N
1	3	Cl/C(=C(\OC)/c1c(cccc1)CC/C=C(\[C@@H](NC(=O)O)/C=C/C(=O)O)/CC(=O)O)/c1ccccc1	InChI=1S/C26H26ClNO7/c1-35-25(24(27)18-9-3-2-4-10-18)20-13-6-5-8-17(20)11-7-12-19(16-23(31)32)21(28-26(33)34)14-15-22(29)30/h2-6,8-10,12-15,21,28H,7,11,16H2,1H3,(H,29,30)(H,31,32)(H,33,34)/b15-14+,19-12-,25-24-/t21-/m0/s1	SEOFAEFOEBFIAI-JKOUAXCGSA-N
0	2	O=C(O)c1c(C#N)c(O)ccc1/C=C(/O)\C=C\C(=O)N	InChI=1S/C13H10N2O5/c14-6-9-10(17)3-1-7(12(9)13(19)20)5-8(16)2-4-11(15)18/h1-5,16-17H,(H2,15,18)(H,19,20)/b4-2+,8-5+	VIEQEBZRRJRKFS-MSGXFJBMSA-N
0	1	Ic1c(cccc1)C/C=C(\Cl)/c1cc(C(=O)O)ccc1	InChI=1S/C16H12ClIO2/c17-14(9-8-11-4-1-2-7-15(11)18)12-5-3-6-13(10-12)16(19)20/h1-7,9-10H,8H2,(H,19,20)/b14-9-	AGZXAMRHOIXAGO-ZROIWOOFSA-N
1	0	O=C(O)[C@H](O)c1c(c(cc2c1ccc1c2CC(=CC1)CNCC(=O)O)C)c1[nH]ccc1C	InChI=1S/C25H26N2O5/c1-13-7-8-27-23(13)21-14(2)9-19-17(22(21)24(30)25(31)32)6-5-16-4-3-15(10-18(16)19)11-26-12-20(28)29/h3,5-9,24,26-27,30H,4,10-12H2,1-2H3,(H,28,29)(H,31,32)/t24-/m1/s1	UGEUZXWHOGGIQU-XMMPIXPASA-N
0	1	Clc1c(/N=C\O)cccc1CCOC(C(=O)O)C(=O)O	InChI=1S/C12H12ClNO6/c13-9-7(2-1-3-8(9)14-6-15)4-5-20-10(11(16)17)12(18)19/h1-3,6,10H,4-5H2,(H,14,15)(H,16,17)(H,18,19)	LDJHUJBIVRVRHY-UHFFFAOYSA-N
2	0	FC1=C([C@H]2c3c(c(ccc3)CC(=O)O)[C@@H](C=C2C=C1)C(=O)O)CCCC(C)C	InChI=1S/C23H25FO4/c1-13(2)5-3-7-16-19(24)10-9-15-11-18(23(27)28)22-14(12-20(25)26)6-4-8-17(22)21(15)16/h4,6,8-11,13,18,21H,3,5,7,12H2,1-2H3,(H,25,26)(H,27,28)/t18-,21+/m1/s1	PWQKCPLOTJCREO-NQIIRXRSSA-N
1	0	O=C(O)c1c2c(ccc1)[C@@H](OC)c1c(C2)cc([nH]1)C	InChI=1S/C15H15NO3/c1-8-6-9-7-12-10(14(19-2)13(9)16-8)4-3-5-11(12)15(17)18/h3-6,14,16H,7H2,1-2H3,(H,17,18)/t14-/m1/s1	HMVKKLLFJPDDNJ-CQSZACIVSA-N
4	1	O=C(/N=C(/O)\CC(=O)OC)[C@@H]1c2c(cccc2)[C@H](C=C1)C[C@@H]1C[C@H](O)CCC1	InChI=1S/C22H27NO5/c1-28-21(26)13-20(25)23-22(27)19-10-9-15(17-7-2-3-8-18(17)19)11-14-5-4-6-16(24)12-14/h2-3,7-10,14-16,19,24H,4-6,11-13H2,1H3,(H,23,25,27)/t14-,15-,16-,19+/m1/s1	AUHWRKKAWOWKNC-NNFUDEMPSA-N
1	2	S(=O)(=O)(c1c(O)ccc(c1)O)CC[C@H](C(=O)O)/C(=C/C(=C/C(=O)O)/C)/C1=CCCCC1	InChI=1S/C22H26O8S/c1-14(12-21(25)26)11-18(15-5-3-2-4-6-15)17(22(27)28)9-10-31(29,30)20-13-16(23)7-8-19(20)24/h5,7-8,11-13,17,23-24H,2-4,6,9-10H2,1H3,(H,25,26)(H,27,28)/b14-12+,18-11+/t17-/m0/s1	CFHJKWBRFWWNLR-OJOFIPSHSA-N
1	0	O=C(NC(=O)CCCO)N[C@@H](c1ccc(cc1)O)C(=O)OC(=O)CCC	InChI=1S/C17H22N2O7/c1-2-4-14(23)26-16(24)15(11-6-8-12(21)9-7-11)19-17(25)18-13(22)5-3-10-20/h6-9,15,20-21H,2-5,10H2,1H3,(H2,18,19,22,25)/t15-/m0/s1	HLSIUVVPFOBUJX-HNNXBMFYSA-N
0	0	Brc1c(OC)cc(cc1CCOC(=O)N)C(=O)CC(=O)N(C(=O)CC(=O)NO)C(=O)CCC	InChI=1S/C20H24BrN3O9/c1-3-4-16(27)24(18(29)10-15(26)23-31)17(28)9-13(25)12-7-11(5-6-33-20(22)30)19(21)14(8-12)32-2/h7-8,31H,3-6,9-10H2,1-2H3,(H2,22,30)(H,23,26)	GMTDRRPIJJQYKK-UHFFFAOYSA-N
0	0	O=C1C(=CC(=O)C(=C1)C(=O)O)c1c2c(c3c(c1)cccc3O)cc1c(c2)cc(c(c1)C(=O)O)CC	InChI=1S/C28H18O7/c1-2-13-6-15-9-19-18(20-11-25(31)22(28(34)35)12-24(20)30)7-14-4-3-5-23(29)26(14)21(19)10-16(15)8-17(13)27(32)33/h3-12,29H,2H2,1H3,(H,32,33)(H,34,35)	INRPRORDDFUFEG-UHFFFAOYSA-N
0	0	S(=O)(=O)(O)NC(=O)c1c2c3c(ccc2c(cc1O)CCCCC(=O)O)ccc(c3)C	InChI=1S/C21H21NO7S/c1-12-6-7-13-8-9-15-14(4-2-3-5-18(24)25)11-17(23)20(19(15)16(13)10-12)21(26)22-30(27,28)29/h6-11,23H,2-5H2,1H3,(H,22,26)(H,24,25)(H,27,28,29)	DMZMLZFCMYIXTN-UHFFFAOYSA-N
0	0	Fc1c2c([nH]c3c2c(OC(=O)CN)cc(c3)O)c(c(c1)O)C	InChI=1S/C15H13FN2O4/c1-6-10(20)4-8(16)13-14-9(18-15(6)13)2-7(19)3-11(14)22-12(21)5-17/h2-4,18-20H,5,17H2,1H3	PDMYZZHIDGGMRT-UHFFFAOYSA-N
0	1	O(c1c(c2c(c(c1)O)nc1c(c2)ccc(c1)c1nc([nH]c1)C)C/C=C/C)C	InChI=1S/C22H21N3O2/c1-4-5-6-16-17-9-14-7-8-15(19-12-23-13(2)24-19)10-18(14)25-22(17)20(26)11-21(16)27-3/h4-5,7-12,26H,6H2,1-3H3,(H,23,24)/b5-4+	UUKCZCBIOBBXFM-SNAWJCMRSA-N
0	0	Clc1cc(OCC(=O)O)c(c(c1)O)NC(=O)c1[nH]c2c(c1)c(ccc2)C	InChI=1S/C18H15ClN2O5/c1-9-3-2-4-12-11(9)7-13(20-12)18(25)21-17-14(22)5-10(19)6-15(17)26-8-16(23)24/h2-7,20,22H,8H2,1H3,(H,21,25)(H,23,24)	HYKOUSQUZVIWRO-UHFFFAOYSA-N
4	0	O[C@@]1(c2c(c3c(cc2)CC=CC3)[C@@H](C(=C1)C)[C@H](O)[C@H](O)C)C	InChI=1S/C19H24O3/c1-11-10-19(3,22)15-9-8-13-6-4-5-7-14(13)17(15)16(11)18(21)12(2)20/h4-5,8-10,12,16,18,20-22H,6-7H2,1-3H3/t12-,16-,18-,19+/m1/s1	OACSHIBLRNQHAN-WTMJQUOKSA-N
1	0	O=C(OCc1c2c(ncc1)c(N)c(cc2C(=O)O)C(=O)O)N[C@@H](CCC(=O)O)CC	InChI=1S/C19H21N3O8/c1-2-10(3-4-13(23)24)22-19(29)30-8-9-5-6-21-16-14(9)11(17(25)26)7-12(15(16)20)18(27)28/h5-7,10H,2-4,8,20H2,1H3,(H,22,29)(H,23,24)(H,25,26)(H,27,28)/t10-/m1/s1	NZHCBXQVMDVIGG-SNVBAGLBSA-N
1	0	O=C1C(=CC(=O)C=C1[C@@H](O)c1c(c(O)ccc1COc1c(cccc1)CCCC)C(=O)O)C(=O)O	InChI=1S/C26H24O9/c1-2-3-6-14-7-4-5-8-20(14)35-13-15-9-10-19(28)22(26(33)34)21(15)24(30)17-11-16(27)12-18(23(17)29)25(31)32/h4-5,7-12,24,28,30H,2-3,6,13H2,1H3,(H,31,32)(H,33,34)/t24-/m1/s1	QJDAWXDRNZPUIP-XMMPIXPASA-N
1	0	O=C(O)Cc1c(c2occ(c2c(c1C)OC)C)C[C@H](OCC)C#N	InChI=1S/C18H21NO5/c1-5-23-12(8-19)6-14-13(7-15(20)21)11(3)17(22-4)16-10(2)9-24-18(14)16/h9,12H,5-7H2,1-4H3,(H,20,21)/t12-/m0/s1	WQIKNLFDXCZFJR-LBPRGKRZSA-N
1	0	Fc1c(c(C(=O)O)ccc1[C@@](O)(c1oc(c(c1)NC(=O)O)C(=O)N)CC)C(=O)N	InChI=1S/C17H16FN3O8/c1-2-17(28,9-5-8(21-16(26)27)12(29-9)14(20)23)7-4-3-6(15(24)25)10(11(7)18)13(19)22/h3-5,21,28H,2H2,1H3,(H2,19,22)(H2,20,23)(H,24,25)(H,26,27)/t17-/m1/s1	SULXKGNSASRZIQ-QGZVFWFLSA-N
4	0	ClC1=CCc2c3[C@H]1OCc3cc1c2[C@@H](O)C2=C([C@H]1COC)CC=C[C@@H]2C(=O)O	InChI=1S/C22H21ClO5/c1-27-9-15-11-3-2-4-13(22(25)26)18(11)20(24)19-12-5-6-16(23)21-17(12)10(8-28-21)7-14(15)19/h2,4,6-7,13,15,20-21,24H,3,5,8-9H2,1H3,(H,25,26)/t13-,15+,20-,21-/m0/s1	FJULLPMRBFSDFY-GEOUXAIOSA-N
1	0	ClC1=C[C@@H]2C(=C(Cc3c2ccc2c3COC2)C)C=C1OC	InChI=1S/C18H17ClO2/c1-10-5-14-12(4-3-11-8-21-9-16(11)14)15-6-17(19)18(20-2)7-13(10)15/h3-4,6-7,15H,5,8-9H2,1-2H3/t15-/m0/s1	IFMLCCCWSZIQNW-HNNXBMFYSA-N
1	0	ClC(=C)SC[C@@H](c1c(O)ccc(c1C)O)c1cnc(cc1)C	InChI=1S/C17H18ClNO2S/c1-10-4-5-13(8-19-10)14(9-22-12(3)18)17-11(2)15(20)6-7-16(17)21/h4-8,14,20-21H,3,9H2,1-2H3/t14-/m1/s1	HTWSFFJAKIIMDP-CQSZACIVSA-N
5	0	O=C(O)[C@H]1[C@H](O[C@@H](C(=O)O)CCCCC)[C@@H](n2cccc2)C[C@@H](C1)O	InChI=1S/C18H27NO6/c1-2-3-4-7-15(18(23)24)25-16-13(17(21)22)10-12(20)11-14(16)19-8-5-6-9-19/h5-6,8-9,12-16,20H,2-4,7,10-11H2,1H3,(H,21,22)(H,23,24)/t12-,13-,14+,15-,16+/m1/s1	IMYKRUYAUARJDH-LJIZCISZSA-N
2	1	Fc1c(OC)c2c(cc1OC)[C@H](/C(=C\C=C)/O)C=C[C@H]2C	InChI=1S/C17H19FO3/c1-5-6-13(19)11-8-7-10(2)15-12(11)9-14(20-3)16(18)17(15)21-4/h5-11,19H,1H2,2-4H3/b13-6+/t10-,11-/m1/s1	CIFPBGNCZFWWRB-RACMRDOMSA-N
1	0	Clc1c(OCCC)c(c2c(c1)c1c(c(c2O)CO)cc(c(c1)[C@H](O)CC)C)C(F)(F)F	InChI=1S/C23H24ClF3O4/c1-4-6-31-22-17(24)9-15-14-8-12(18(29)5-2)11(3)7-13(14)16(10-28)21(30)19(15)20(22)23(25,26)27/h7-9,18,28-30H,4-6,10H2,1-3H3/t18-/m1/s1	MPDPIEIDPHMQAS-GOSISDBHSA-N
0	0	O=C(OCc1cc(c2c(O)cccc2)c(cc1)CC)CNC#N	InChI=1S/C18H18N2O3/c1-2-14-8-7-13(11-23-18(22)10-20-12-19)9-16(14)15-5-3-4-6-17(15)21/h3-9,20-21H,2,10-11H2,1H3	NCXALLNTRXAAHQ-UHFFFAOYSA-N
1	0	O=CCC1=N[C@@H]2c3c(cccc3C)CC=C2C(=C1)N	InChI=1S/C16H16N2O/c1-10-3-2-4-11-5-6-13-14(17)9-12(7-8-19)18-16(13)15(10)11/h2-4,6,8-9,16H,5,7,17H2,1H3/t16-/m0/s1	SIVNGERXIZEWGJ-INIZCTEOSA-N
1	1	Clc1c(C2=C(/C(=C\COCCO)/F)[C@@H](c3c(C2)coc3)C)cc(cc1)OS(=O)(=O)O	InChI=1S/C20H20ClFO7S/c1-12-17-11-28-10-13(17)8-16(20(12)19(22)4-6-27-7-5-23)15-9-14(2-3-18(15)21)29-30(24,25)26/h2-4,9-12,23H,5-8H2,1H3,(H,24,25,26)/b19-4+/t12-/m1/s1	ADXRVGMLSAGKRJ-GGPMOXHNSA-N
0	0	Clc1c(F)c(c(c(c1OC)c1c(OC)cccc1)Cl)C(c1c2c(c(cc1)O)cccc2)(C)C	InChI=1S/C27H23Cl2FO3/c1-27(2,18-13-14-19(31)16-10-6-5-9-15(16)18)22-23(28)21(26(33-4)24(29)25(22)30)17-11-7-8-12-20(17)32-3/h5-14,31H,1-4H3	FMSNSRWRMNPICA-UHFFFAOYSA-N
0	0	Ic1c([N+](=O)[O-])cc(cc1C(=O)O)c1c2n[nH]c(c2[nH]c1C)CO	InChI=1S/C14H11IN4O5/c1-5-10(13-12(16-5)8(4-20)17-18-13)6-2-7(14(21)22)11(15)9(3-6)19(23)24/h2-3,16,20H,4H2,1H3,(H,17,18)(H,21,22)	WUCOIUMEBRALJZ-UHFFFAOYSA-N
2	0	O=C(O)C[C@@H](c1c(cccc1)[C@@](O)(c1cc(O)c2c(c1)c(ccc2)CCC(=O)O)C)CCOC	InChI=1S/C27H30O7/c1-27(33,23-9-4-3-7-20(23)18(12-13-34-2)14-26(31)32)19-15-22-17(10-11-25(29)30)6-5-8-21(22)24(28)16-19/h3-9,15-16,18,28,33H,10-14H2,1-2H3,(H,29,30)(H,31,32)/t18-,27-/m0/s1	BCXXSANHRQWQIS-MYUZEXMDSA-N
0	2	Oc1c(c(c(cc1)O)CCO)C/C=C/C=C(\CC)/C	InChI=1S/C16H22O3/c1-3-12(2)6-4-5-7-13-14(10-11-17)16(19)9-8-15(13)18/h4-6,8-9,17-19H,3,7,10-11H2,1-2H3/b5-4+,12-6-	DZJUWTDJGWWZIQ-VULOCEMHSA-N
2	0	O=C(NC(=O)C)N[C@H](C(=O)O)[C@@H]1c2c(c(O)cc(c2CO)C(=O)O)CC=C1	InChI=1S/C17H18N2O8/c1-7(21)18-17(27)19-14(16(25)26)9-4-2-3-8-12(22)5-10(15(23)24)11(6-20)13(8)9/h2,4-5,9,14,20,22H,3,6H2,1H3,(H,23,24)(H,25,26)(H2,18,19,21,27)/t9-,14-/m0/s1	CGKAKRCCJRGJQQ-XPTSAGLGSA-N
0	0	O=C(O)c1c(O)c2[nH]cc(c2cc1)C(C(=O)O)(C(=O)O)Cc1c(NCC)cccc1	InChI=1S/C21H20N2O7/c1-2-22-15-6-4-3-5-11(15)9-21(19(27)28,20(29)30)14-10-23-16-12(14)7-8-13(17(16)24)18(25)26/h3-8,10,22-24H,2,9H2,1H3,(H,25,26)(H,27,28)(H,29,30)	NGUGOYYGVOHHNB-UHFFFAOYSA-N
0	0	S(=O)(=O)(OC(=O)CC(=O)c1[nH]c2c(c1)cc(cc2)OC)CCC	InChI=1S/C15H17NO6S/c1-3-6-23(19,20)22-15(18)9-14(17)13-8-10-7-11(21-2)4-5-12(10)16-13/h4-5,7-8,16H,3,6,9H2,1-2H3	XNSZJMLQIOSNLK-UHFFFAOYSA-N
0	0	O=C(O)c1c(C(=O)c2c(C(=O)O)cc3c(c2)ccc(c3)O)cc(cc1C(=O)CC(=O)O)O	InChI=1S/C22H14O10/c23-11-2-1-9-4-13(14(21(29)30)5-10(9)3-11)20(28)16-7-12(24)6-15(19(16)22(31)32)17(25)8-18(26)27/h1-7,23-24H,8H2,(H,26,27)(H,29,30)(H,31,32)	XKHMMNYQIBNQJW-UHFFFAOYSA-N
0	1	s1c(cc(c1)c1c(/N=C\O)cccc1C(=O)NCCC)C	InChI=1S/C16H18N2O2S/c1-3-7-17-16(20)13-5-4-6-14(18-10-19)15(13)12-8-11(2)21-9-12/h4-6,8-10H,3,7H2,1-2H3,(H,17,20)(H,18,19)	HNUJGGPWEFNIHD-UHFFFAOYSA-N
1	0	O=[N+]([O-])c1c(OC[C@@H](O)c2c(O)c(C(=O)O)cc3c2[nH]c(c3)C(=O)O)c2[nH]c(cc2cc1)C(=O)O	InChI=1S/C21H15N3O11/c25-13(14-15-8(5-11(22-15)21(31)32)3-9(17(14)26)19(27)28)6-35-18-12(24(33)34)2-1-7-4-10(20(29)30)23-16(7)18/h1-5,13,22-23,25-26H,6H2,(H,27,28)(H,29,30)(H,31,32)/t13-/m1/s1	ALGRWYMVWOWSBE-CYBMUJFWSA-N
0	0	Clc1c(c2c(c(c1)O)c1c(cc2C(=O)O)c2c(cc1)cc(c(c2)Cl)OC)C(=O)O	InChI=1S/C21H12Cl2O6/c1-29-16-4-8-2-3-9-11(10(8)6-13(16)22)5-12(20(25)26)18-17(9)15(24)7-14(23)19(18)21(27)28/h2-7,24H,1H3,(H,25,26)(H,27,28)	SBINNYSVFDENJS-UHFFFAOYSA-N
0	0	O=C(OC=O)NC(=O)c1c(C(=O)CC(=O)O)cc(cc1)C(=O)N	InChI=1S/C13H10N2O8/c14-11(20)6-1-2-7(12(21)15-13(22)23-5-16)8(3-6)9(17)4-10(18)19/h1-3,5H,4H2,(H2,14,20)(H,18,19)(H,15,21,22)	OHPDMOXJWZYYLJ-UHFFFAOYSA-N
0	0	O=C1C(=CC(=O)C=C1)CCCOC(=O)OC(=O)CC(=O)Nc1c(cccc1)C	InChI=1S/C20H19NO7/c1-13-5-2-3-7-16(13)21-18(24)12-19(25)28-20(26)27-10-4-6-14-11-15(22)8-9-17(14)23/h2-3,5,7-9,11H,4,6,10,12H2,1H3,(H,21,24)	FPXCKOMGJNYJHF-UHFFFAOYSA-N
1	0	O=C(O)c1c2c(c3c4c(c2)CC=C([C@H]4C=CC3)O)ccc1C(=O)O	InChI=1S/C19H14O5/c20-15-7-4-9-8-14-10(11-2-1-3-12(15)16(9)11)5-6-13(18(21)22)17(14)19(23)24/h1,3,5-8,12,20H,2,4H2,(H,21,22)(H,23,24)/t12-/m1/s1	XNNDAZRPLVVIAI-GFCCVEGCSA-N
0	0	Clc1c2nc(c3c4[nH]c(cc4ccc3)C(=O)OCC)ccc2cc(c1C)C	InChI=1S/C22H19ClN2O2/c1-4-27-22(26)18-11-14-6-5-7-16(20(14)25-18)17-9-8-15-10-12(2)13(3)19(23)21(15)24-17/h5-11,25H,4H2,1-3H3	WZYNKWWFUFIQPF-UHFFFAOYSA-N
0	2	BrC1=C(c2[nH]c(cc2)C(=O)O)C/C(=C(/O)\C=C/CC(=O)O)/C(=C1OC)C(=O)O	InChI=1S/C18H16BrNO8/c1-28-16-14(18(26)27)9(12(21)3-2-4-13(22)23)7-8(15(16)19)10-5-6-11(20-10)17(24)25/h2-3,5-6,20-21H,4,7H2,1H3,(H,22,23)(H,24,25)(H,26,27)/b3-2-,12-9-	JJZNMCOGXQGANP-FLULEWPTSA-N
2	0	O=C(NO)c1c(c(ccc1C)CCC[C@@H](C(=O)O)C(=O)NC(=O)CC(=O)O)[C@H]1C=CC=CC1	InChI=1S/C23H26N2O8/c1-13-10-11-15(20(19(13)22(30)25-33)14-6-3-2-4-7-14)8-5-9-16(23(31)32)21(29)24-17(26)12-18(27)28/h2-4,6,10-11,14,16,33H,5,7-9,12H2,1H3,(H,25,30)(H,27,28)(H,31,32)(H,24,26,29)/t14-,16+/m0/s1	BQDMGPGBWBBKPJ-GOEBONIOSA-N
0	0	Clc1c2c(O)c3c(cc2c2c(c1)nccc2OCC#N)ccc(c3)C(=O)O	InChI=1S/C20H11ClN2O4/c21-14-9-15-18(16(3-5-23-15)27-6-4-22)13-7-10-1-2-11(20(25)26)8-12(10)19(24)17(13)14/h1-3,5,7-9,24H,6H2,(H,25,26)	MSIGQZBRCWWSBN-UHFFFAOYSA-N
0	0	O=C(O)c1cc2c3c(OC)c(c(cc3c(c(c2c(c1)CO)N)OC)OC)C	InChI=1S/C20H21NO6/c1-9-14(25-2)7-13-16(18(9)26-3)12-6-10(20(23)24)5-11(8-22)15(12)17(21)19(13)27-4/h5-7,22H,8,21H2,1-4H3,(H,23,24)	VMNFZIINSLSEQQ-UHFFFAOYSA-N
0	0	Fc1c(NC(=O)c2c(OC)c3c(cc2O)CC=CC3)c(O)c(cc1)O	InChI=1S/C18H16FNO5/c1-25-17-10-5-3-2-4-9(10)8-13(22)14(17)18(24)20-15-11(19)6-7-12(21)16(15)23/h2-3,6-8,21-23H,4-5H2,1H3,(H,20,24)	ZHFKMAHDOZECDI-UHFFFAOYSA-N
0	0	O=C(OC(=O)CCCC)NC(=O)CCCC(=O)Nc1nccc(c1)O	InChI=1S/C16H21N3O6/c1-2-3-7-15(23)25-16(24)19-14(22)6-4-5-13(21)18-12-10-11(20)8-9-17-12/h8-10H,2-7H2,1H3,(H,19,22,24)(H2,17,18,20,21)	LOFFNBSLBQWTPZ-UHFFFAOYSA-N
1	2	O=C(O)c1cc2c(cc1)c(cc(c2)/C=C\C(=C)[C@H](O)/C(=C(/O)\CCC(=O)O)/C(=O)O)C	InChI=1S/C23H22O8/c1-12(21(27)20(23(30)31)18(24)7-8-19(25)26)3-4-14-9-13(2)17-6-5-15(22(28)29)11-16(17)10-14/h3-6,9-11,21,24,27H,1,7-8H2,2H3,(H,25,26)(H,28,29)(H,30,31)/b4-3-,20-18-/t21-/m0/s1	QCQJUAHQRCBTMN-JEHYJDCHSA-N
2	0	Clc1cc(c(cc1)Oc1c(c(ccc1)CCC[C@@H](O)CC(=O)O)[C@@H](O)CCC(=O)O)C(C)(C)C	InChI=1S/C26H33ClO7/c1-26(2,3)19-14-17(27)10-12-21(19)34-22-9-5-7-16(6-4-8-18(28)15-24(32)33)25(22)20(29)11-13-23(30)31/h5,7,9-10,12,14,18,20,28-29H,4,6,8,11,13,15H2,1-3H3,(H,30,31)(H,32,33)/t18-,20+/m1/s1	YOOCMCLRYMLDEG-QUCCMNQESA-N
1	0	Clc1c(c(OC)cc2c1[nH]cc2C(=O)O)C(=O)NC(=O)OC[C@@H](N)C(=O)CC(=O)O	InChI=1S/C17H16ClN3O9/c1-29-10-2-6-7(16(26)27)4-20-14(6)13(18)12(10)15(25)21-17(28)30-5-8(19)9(22)3-11(23)24/h2,4,8,20H,3,5,19H2,1H3,(H,23,24)(H,26,27)(H,21,25,28)/t8-/m1/s1	PBQITEICRGYZIS-MRVPVSSYSA-N
0	0	O=C(O)c1ccc(cc1)c1c2c(c(cc1)OC)CC=C(C2)C(=O)O	InChI=1S/C19H16O5/c1-24-17-9-8-14(11-2-4-12(5-3-11)18(20)21)16-10-13(19(22)23)6-7-15(16)17/h2-6,8-9H,7,10H2,1H3,(H,20,21)(H,22,23)	HGJJUMLTKIEOHH-UHFFFAOYSA-N
0	0	Clc1c(O)c2c(c(c1O)CC(=O)O)c(O)cc(c2)C(C)C	InChI=1S/C15H15ClO5/c1-6(2)7-3-8-12(10(17)4-7)9(5-11(18)19)15(21)13(16)14(8)20/h3-4,6,17,20-21H,5H2,1-2H3,(H,18,19)	PTAWIEUHKWQAFJ-UHFFFAOYSA-N
1	0	FC(F)(COc1c2c(c(cc1)CCN)CC(=C(C2)C)[C@@H](C#N)C(=O)O)CCC(=O)O	InChI=1S/C21H24F2N2O5/c1-12-8-16-15(9-14(12)17(10-25)20(28)29)13(5-7-24)2-3-18(16)30-11-21(22,23)6-4-19(26)27/h2-3,17H,4-9,11,24H2,1H3,(H,26,27)(H,28,29)/t17-/m1/s1	XINXEJACYUDQOK-QGZVFWFLSA-N
2	1	O=C(O)/C(=C/[C@H](C(=O)c1c2c(ccc1)cccc2)C)/CC[C@H](C(=O)O)C(=O)CC(=O)O	InChI=1S/C23H22O8/c1-13(21(27)17-8-4-6-14-5-2-3-7-16(14)17)11-15(22(28)29)9-10-18(23(30)31)19(24)12-20(25)26/h2-8,11,13,18H,9-10,12H2,1H3,(H,25,26)(H,28,29)(H,30,31)/b15-11+/t13-,18+/m1/s1	GLHKFJZNHIMNKP-BJWRELSSSA-N
1	2	O([C@H]1c2[nH]cc(c2CC=C1)C/C=C(/C/N=C/O)\C)C	InChI=1S/C15H20N2O2/c1-11(8-16-10-18)6-7-12-9-17-15-13(12)4-3-5-14(15)19-2/h3,5-6,9-10,14,17H,4,7-8H2,1-2H3,(H,16,18)/b11-6+/t14-/m1/s1	SIGJYTFAWLSPTB-JBNJFFQFSA-N
